offset,text_target
0x228b8d,"Caramba, isso é... Eu achei que eles estavam aprontando\n"
0x228bbf,"algo, mas não achei que fossem tão longe."
0x228bf1,Hom
0x228bf5,Hein? Encontrou algo interessante?
0x228c15,Não sei se 'interessante' é a palavra... Acho que eu\n
0x228c47,"ir com ""aterradora"", ou ""horrível""."
0x228c6d,"Aqui, estou mandando os arquivos.\n"
0x228c91,Você dá uma olhada.
0x228ca2,Isto é...
0x228cad,Esse 'Projeto Homem de Gelo' parece uma versão ampliada\n
0x228cdc,"versão do Projeto da Verdadeira Humanidade, mas..."
0x228d09,Virou algo completamente\n
0x228d31,diferente...
0x228d3e,E os resultados finais foram essas... coisas.\n
0x228d6c,Eles nem são mais pessoas...
0x228d8f,Dá pra imaginar até onde os humanos estão dispostos\n
0x228dbd,ir.
0x228dc4,Fica a dúvida se eles se preocupam com punição divina\n
0x228df3,"retribuição, hein...?"
