offset,text_target
AREAS022.DAT:7:0,Somos fornecedores do Exercito[01]Imperial! Carregamos apenas as[01]melhores armas![12][84][0C][94]Comprar[01]Vender[01]Trocar[01]Deixar pra la
AREAS022.DAT:7:1,Somos fornecedores do Exercito[01]Imperial! Carregamos apenas as[01]melhores armas![12][84][0C][94]Comprar[01]Vender[01]Trocar[01]Deixar pra la
AREAS022.DAT:7:2,"Nao é do Exercito, é? Posso[01]ajudar?[12][85][0C][93]Comprar[01]Vender[01]Deixar pra la"
AREAS022.DAT:7:3,"Como assim? Procurando alguem?[02]Bem, duvido que a pessoa que[01]procura esteja aqui...[02]É uma instalacao militar, com[01]apenas pessoal militar, entende?"
AREAS022.DAT:7:4,"Como assim? Procurando alguem?[02]Bem, duvido que a pessoa que[01]procura esteja aqui...[02]É uma instalacao militar, com[01]apenas pessoal militar, entende?"
AREAS022.DAT:7:5,"Que tal este canhao grande? É[01]legal demais, né? Chama-se[01]Carronade.[02]Dispara maldições. Usaram na[01]guerra pra destruir cidades[01]inimigas! BOOM!"
AREAS022.DAT:7:6,"Isto é Astana, onde a Carronade[01]foi construída.[02]Como a Carronade é uma das[01]principais armas do Imperio,[02]Astana também é uma importante[01]base militar[02]com muitos soldados aqui."
AREAS022.DAT:7:7,Meu namorado é um dos guardas[01]em Kyoin.[02]Espero que ele seja transferido[01]de volta logo!
AREAS022.DAT:7:8,"Nao vejo pessoas como voces por[01]aqui antes...[02]Bem, o Imperio é bem grande,[02]entao nao é surpresa ter gente[01]como voces vivendo nele também."
AREAS022.DAT:7:9,Viu o grande[01][05][02]aqueduto[06] ali perto?[02]É de la que Astana pega toda[01]sua agua.
AREAS022.DAT:7:10,"Eh? Procurando alguem, é?[02]Bem, boa sorte! Ha gente[01]entrando e saindo o tempo[01]todo daqui!"
AREAS022.DAT:7:11,Ouvi dizer que precisam muita[01]agua pra esfriar a[02]Carronade depois que dispara.[02]Por isso o Exercito construiu[01]o aqueduto e conectou aqui.
AREAS022.DAT:7:12,"Desculpe, amigo, mas acho que[01]voce esta um pouco curto de[01]zenny."
AREAS022.DAT:7:13,"Volta quando tiver mais[01]dinheiro, ta bem?"
AREAS022.DAT:7:14,Nao pode ficar sem dinheiro!
AREAS022.DAT:7:16,"[14][80]@""Fogo!"""
AREAS022.DAT:7:17,Primeiro dispararam a[01]Carronade sem aviso...[02]Depois um monte de refugiados[01]comeca a chegar...[02]O que esta acontecendo? Estamos[01]em guerra de novo?
AREAS022.DAT:7:18,Voce também vem da capital?[02]O que esta acontecendo la[01]em cima?
AREAS022.DAT:7:19,É verdade que a capital foi[01]atacada por algum tipo de[01]monstro?
AREAS022.DAT:7:20,Nunca tive tanto medo na[01]minha vida!
AREAS022.DAT:7:21,"Este monstro apareceu na[01]capital e comecou a atacar[01]tudo...[02]Nao sei de onde veio ou por[01]que nos atacou,[02]mas sai de la enquanto[01]consegui!"
AREAS022.DAT:7:22,Dizem que o Exercito montou[01]uma posicao defensiva fora da[01]capital.[02]Mas o que eles podem fazer[01]contra algo tao poderoso[01]que destruiu uma cidade?
AREAS022.DAT:7:23,Dispararam o canhao grande[01]ha pouco![02]Foi muito legal!
AREAS022.DAT:7:24,"Espera um pouco...Nao vi voces[01]em algum lugar antes?[02]...[0B]...[0B]...Hmmm, nao acho[01]nao--quer dizer, o que fariam[01]criancas como voces[02]num lugar militar como[01]este, certo?"
AREAS022.DAT:7:25,"De vez em quando, aparece um[01]monte de gente estranha[01]por aqui.[02]Nao nos contam quem sao ou[01]por que vem...[02]Somos so guardas, entao[01]nunca nos contam nada."
AREAS022.DAT:7:26,"Dispararam a Carronade ha[01]pouco.[02]Se estamos em paz agora, fico[01]me perguntando quem era o[01]alvo..."
AREAS022.DAT:7:27,Este monstro atacando a capital[01]parece bem assustador...[02]E se me mandarem pra la?[02]Talvez eu era melhor desertor[01]do que morto!
AREAS022.DAT:7:29,"[14][81]A""Procurando o General,[01]senhorita?"""
AREAS022.DAT:7:30,"[0C][06][14][81]A""Entao voce deve passar[01]por aqui e subir[02]pro predio no[01]morro."""
AREAS022.DAT:7:31,"[0C][06][14][82]B""Ei! O que voces estao[01]fazendo!?"""
AREAS022.DAT:7:32,"[0C][06][14][82]B""Vao so chegar la em cima e[01]dar [04][02]"
