offset,text_target
AREAD168.DAT:8:0,Qual andar você deseja[01]ir?[16][02]
AREAD168.DAT:8:1,Qual andar você deseja[01]ir?[16][02]
AREAD168.DAT:8:2,[12][88][0C][95]4º and[01]3º and[01]2º and[01]1º and[01]Desistir
AREAD168.DAT:8:3,Qual andar você deseja[01]ir?[16][04]
AREAD168.DAT:8:4,[12][88][0C][95]5º and[01]3º and[01]2º and[01]1º and[01]Desistir
AREAD168.DAT:8:5,Qual andar você deseja[01]ir?[16][06]
AREAD168.DAT:8:6,[12][88][0C][95]5º and[01]4º and[01]2º and[01]1º and[01]Desistir
AREAD168.DAT:8:7,Qual andar você deseja[01]ir?[16][08]
AREAD168.DAT:8:8,[12][88][0C][95]5º and[01]4º and[01]3º and[01]1º and[01]Desistir
AREAD168.DAT:8:9,Qual andar você deseja[01]ir?[16][0A]
AREAD168.DAT:8:10,[12][88][0C][95]5º and[01]4º and[01]3º and[01]2º and[01]Desistir
AREAD168.DAT:8:11,Qual andar você deseja[01]ir?[16][0C]
AREAD168.DAT:8:12,[12][88][0C][95]1º and[01]B1 and[01]B2 and[01]B3 and[01]Desistir
AREAD168.DAT:8:13,Qual andar você deseja[01]ir?[16][0E]
AREAD168.DAT:8:14,[12][88][0C][95]5º and[01]B1 and[01]B2 and[01]B3 and[01]Desistir
AREAD168.DAT:8:15,Qual andar você deseja[01]ir?[16][10]
AREAD168.DAT:8:16,[12][88][0C][95]5º and[01]1º and[01]B2 and[01]B3 and[01]Desistir
AREAD168.DAT:8:17,Qual andar você deseja[01]ir?[16][12]
AREAD168.DAT:8:18,[12][88][0C][95]5º and[01]1º and[01]B1 and[01]B3 and[01]Desistir
AREAD168.DAT:8:19,Qual andar você deseja[01]ir?[16][14]
AREAD168.DAT:8:20,[12][88][0C][95]5º and[01]1º and[01]B1 and[01]B2 and[01]Desistir
AREAD168.DAT:8:22,"A entrada foi[01]selada! Para abre-la, voce[01]precisa de um [05][06][09][16][05][06]!"
AREAD168.DAT:8:23,"A entrada foi[01]selada! Para abre-la, voce[01]precisa de um [05][02][09][17][05][06]!"
AREAD168.DAT:8:25,Voce recebeu:[01][05][06][09][16][05][06]![02]Use para destravar[01]portas com[01][05][06]Selo Amarelo[06].
AREAD168.DAT:8:26,Voce recebeu:[01][05][02][09][17][05][06]![02]Use para destravar[01]portas com[01][05][02]Selo Vermelho[06].
AREAD168.DAT:8:27,Parece que voce pode descansar aqui...[12][8B][0C][93]Descansar[01]Diario[01]Desistir
AREAD168.DAT:8:28,Este livro detalha a[01]historia do Imperio[02]do Primeiro Imperador[01]Fou-Lu ate o Quarto[01]Imperador Temul.
AREAD168.DAT:8:29,Este livro detalha a[01]historia do Imperio[02]do Quinto Imperador[01]Mugul ate o Oitavo[01]Imperador Mei.
AREAD168.DAT:8:30,Este livro detalha a[01]historia do Imperio[02]do Nono Imperador[01]Shei ate o Decimo Segundo[01]Imperador Ahtar.
AREAD168.DAT:8:31,"Este livro detalha a[01]historia do Imperio[02]durante o reinado do[01]Decimo Terceiro e atual[01]Imperador, Soniel."
AREAD168.DAT:8:32,Ha varias especies de[01]armas semi-feitas espalhadas[01]por toda parte.
AREAD168.DAT:8:33,Muitos pergaminhos e[01]livros em linguas antigas[01]se amontoam nas prateleiras.
AREAD168.DAT:8:34,Voce encontrou uma lista de todas[01]as pessoas que foram[02]usadas como sacrificios para[01]a Carronade...
AREAD168.DAT:8:35,Voce encontrou um registro da[01]tentativa do Imperio de[02]invocar um deus e o que[01]deu errado.
AREAD168.DAT:8:36,Voce encontrou um registro de[01]experimentos envolvendo[02]diferentes formas de matar[01]dragoes e outros deuses.
AREAD168.DAT:8:37,Ha roupas de todos os tipos[01]penduradas dentro do[01]armario.
AREAD168.DAT:8:77,Qual andar você deseja[01]ir?[16][02]
