offset,text_source,byte_budget
0xb785c,I find myself wandering the market streets\n,44
0xb7889,aimlessly.,10
0xb7894,I'm supposed to be gathering potential\n,40
0xb78bd,"collaborators for that thing Ukon mentioned,\n",46
0xb78ec,but...,6
0xb78f3,Eh. No point in unnecessarily rushing the\n,43
0xb791f,process. I'll find good talent sooner or later.,47
0xb794f,"As I walk, I munch thoughtfully on the snack\n",46
0xb797e,I'd bought from a street vendor.,32
0xb799f,"*Hromf, nomf*...",16
0xb79b0,"Hm. Fermented and steamed amam dough, huh...",44
0xb79dd,"It's fluffy, subtly sweet, just chewy enough...\n",49
0xb7a0f,"I'm doing better at finding food than talent,\n",47
0xb7a3f,here.,5
0xb7a45,"Hullo, handsome.",16
0xb7a56,As I reach into the bag for my second hunk of\n,47
0xb7a86,"steamed dough, a voice whispers right by my ear.",48
0xb7ab7,Wh--?,5
0xb7abd,"I whirl on the spot, and behind me I find a\n",45
0xb7aeb,"young, gentle-looking woman staring me down.",44
0xb7b18,"Oh, dear. You looked handsome from behind, but\n",48
0xb7b49,"that face is a bit of a consolation prize,\n",44
0xb7b76,isn't it...?,12
0xb7b83,...A-And she's the type to just make\n,38
0xb7baa,"observations like that out loud, apparently.",44
0xb7bd7,I can FEEL her radiating disappointment just by\n,49
0xb7c09,standing near her. Yikes.,25
0xb7c23,Girl,4
0xb7c28,"Ah, well. Hey, love, could I ask you for some\n",47
0xb7c58,directions while you're here?,29
0xb7c76,And then she just talks to me as if she'd said\n,48
0xb7ca7,nothing at all. Does she just have zero filter?,47
0xb7cd7,I'm looking for an inn called the Hakurokaku?\n,47
0xb7d07,"It's listed in ""The Empire's Top 100 Inns.""",43
0xb7d33,The Hakurokaku Inn?,19
0xb7d47,"Asking about a ""Hakurokaku Inn"" in the capital...\n",51
0xb7d7b,"Well, she can only mean THAT one.",33
0xb7d9d,"Yeah, you could say I know it.",30
0xb7dbc,"Really? Hey, would you mind telling a girl how\n",48
0xb7ded,to get there?,13
0xb7dfb,"Yeah, you take this street and--",32
0xb7e1c,"...You know what? I was about to head back,\n",45
0xb7e4a,anyway. I'll just show her the way.,35
0xb7e6e,"Hmm. D'you live at the inn, then?\n",35
0xb7e92,That means we'll be neighbors!,30
0xb7eb1,Neighbors?,10
0xb7ebc,"That's right! Starting today, I'm staying there.",48
0xb7eed,Hm...,5
0xb7ef7,"Her gaze on me is... no, her gaze on what I'm\n",47
0xb7f27,"eating is really distracting me, here.",38
0xb7f4e,"Ngh. Hard to eat with you just staring at me,\n",47
0xb7f7e,lady.,5
0xb7f84,That looks good.,16
0xb7f95,...You want some?,17
0xb7fa7,"Left with no real choice in the matter, I break\n",49
0xb7fd9,off a piece and offer it to her.,32
0xb7ffa,"Really? You didn't have to, love.\n",35
0xb801e,Thank you!,10
0xb8029,"No, you were pretty clearly asking me with\n",44
0xb8056,"your eyes, there.",17
0xb8068,"You're a good person, love. I'm Atuy!\n",39
0xb8090,What's your name?,17
0xb80a2,Huh?,4
0xb80a7,"Name. Your name, love.",22
0xb80be,"Oh, uh. Haku. My name's Haku.",29
0xb80dc,"Haku, eh? That's a nice name.",29
0xb80fa,R-Really?,9
0xb8104,"Come to think of it, no one has complimented\n",46
0xb8133,"my name before. Kuon, maybe, but she came up\n",46
0xb8162,with it...,10
0xb816d,I guess it IS a nice name.,26
0xb8188,"Even if it's not my ""real"" name, I find myself\n",48
0xb81b9,blushing at the remark. I'm genuinely flattered.,48
0xb81ea,"...Hey, why so quiet all of a sudden?",37
0xb8210,"...Bah. You really are disappointing, love.",43
0xb823c,"Not only ignoring me, but calling me a\n",40
0xb8265,disappointment. What the hell?,30
0xb8284,"From behind, you're so attractive, I thought\n",46
0xb82b3,I'd met my soulmate right here and now.,39
0xb82db,"But to think, when you turned around... I want\n",48
0xb830c,"that spark of love at first sight back, please.",47
0xb833c,"Spark, my ass. How about giving me my shattered\n",49
0xb836e,heart back? Buttering me up and then letting me\n,49
0xb83a0,drop...,7
0xb83a8,What are you even trying to say? I can't tell\n,47
0xb83d8,if you're insulting me or complimenting me.,43
0xb8404,Huh? I'm complimenting you.,27
0xb8420,...Is that so.,14
0xb842f,"Hey, hey, so what's the Hakurokaku Inn like?\n",46
0xb845e,This is my first time in the imperial capital.,46
0xb848d,"I don't really know what to tell you, honestly.\n",49
0xb84bf,"It's... got a huge bath, I guess?",33
0xb84e1,"The lodgings are comfortable, the beds are\n",44
0xb850e,"spacious, the food's pretty good... and yeah,\n",47
0xb853e,the bath.,9
0xb8548,"From what I was told, there isn't another\n",43
0xb8574,communal bath that big in the entire capital.,45
0xb85a2,"Wow. I'll look forward to that, then. Looks like\n",50
0xb85d5,"I made the right decision to leave home, eh,\n",46
0xb8604,love?,5
0xb860a,"...Leave home? You're not some kind of runaway,\n",49
0xb863c,are you?,8
0xb8645,"Eh? No, I left home because Papa told me to.",44
0xb8672,"It's a big tradition, see--coming to the capital\n",50
0xb86a5,"for Her Highness' nativity festival, yeah?",42
0xb86d0,"So here I am, stranger in a strange city, arrived\n",51
0xb8704,from distant lands just in time for the big day.,48
0xb8735,That's...,9
0xb873f,"Is she like Rulutieh and Kiwru, then?\n",39
0xb8767,A noble family's child?,23
0xb877f,"Come to think of it, she does have a sort of...\n",49
0xb87b1,otherworldliness to her. A foreign kind of\n,44
0xb87de,refinement.,11
0xb87ea,But I guess a proper noble lady would have an\n,47
0xb881a,attendant of some kind. Am I overthinking it?,45
0xb8848,"Hey, so what about the procession?",34
0xb886b,I'm not trying to trick the truth out of her\n,46
0xb889a,"or anything, but... It's worth it to ask\n",42
0xb88c5,politely.,9
0xb88cf,"Hm? Ah, all that. It was all a bit boring and\n",47
0xb88ff,"sort of a nuisance, so I slipped away.",38
0xb8926,I figured as much. Good thing I went with my\n,46
0xb8955,hunch.,6
0xb895c,"Besides, this is my first time in the capital!\n",48
0xb898d,I want to live as I like.,25
0xb89a7,"Papa arranged a manor for me, but really,\n",43
0xb89d3,I just want to keep to myself. No big fuss\n,44
0xb8a00,"or pomp, see.",13
0xb8a0e,Provided a manor? That's...\n,29
0xb8a2c,"He went pretty far, huh.",24
0xb8a45,And she broke away without telling anyone and\n,47
0xb8a75,wants to hide out at the inn. This smells like\n,48
0xb8aa6,trouble.,8
0xb8aaf,...Eh. Not gonna let it ruin my day.,36
0xb8ad4,"Atuy keeps stopping every five feet, new stalls\n",49
0xb8b06,and displays catching her interest.,35
0xb8b2a,Accompanying her to inspect each soaks up way\n,47
0xb8b5a,"too much time, but ultimately, we arrive at\n",45
0xb8b88,the inn.,8
0xb8b91,"Oh, wow. It's lovely. I've never seen a place\n",47
0xb8bc1,that radiates such an exotic atmosphere...,42
0xb8bec,"Yes, I definitely made the right choice.\n",42
0xb8c17,This'll be loads more fun than the manor\n,42
0xb8c42,Papa had ready.,15
0xb8c52,"Oh, welcome back, Haku.\n",25
0xb8c6c,How'd it go?,12
0xb8c79,"As we approach the gate, Kuon meets us halfway,\n",49
0xb8cab,ostensibly leaving for some errand or other.,44
0xb8cd8,"Huh? O-Oh. Uh, nothing really notable to report,\n",50
0xb8d0b,I'm afraid...?,14
0xb8d1a,"I see. Ah, I guess it can't be helped.\n",40
0xb8d43,We shouldn't force it--we'll find someone\n,43
0xb8d6f,eventually.,11
0xb8d7b,Yeah.,5
