offset,text_target
STR_DIALOGS_INTERMISSION_2_D1_FREYDIN_1,Liandris...
STR_DIALOGS_INTERMISSION_2_D1_FREYDIN_2,Liandris... responda meu chamado.
STR_DIALOGS_INTERMISSION_2_D2_LIANDRIS_1,"Estou aqui, minha dama."
STR_DIALOGS_INTERMISSION_2_D2_FREYDIN_2,"Liandris, aqueles Humanos de que fui informada... preciso saber as circunstâncias de sua chegada em Terragaya."
STR_DIALOGS_INTERMISSION_2_D2_LIANDRIS_3,Preparavam-se para guerra.
STR_DIALOGS_INTERMISSION_2_D2_FREYDIN_4,Preparavam-se? Não morreram em combate?
STR_DIALOGS_INTERMISSION_2_D2_LIANDRIS_5,"Não, mas fomos chamados ao local deles, um lugar onde se viram isolados e cercados, não apenas de seu próprio mundo, mas do universo."
STR_DIALOGS_INTERMISSION_2_D2_FREYDIN_6,E chegaram pouco após aquelas criaturas começarem a aparecer na superfície do planeta...
STR_DIALOGS_INTERMISSION_2_D2_LIANDRIS_7,"Há algo que a preocupe, minha dama?"
STR_DIALOGS_INTERMISSION_2_D2_FREYDIN_8,Nada que mereça meu tempo ou atenção neste momento. Mantenha distância deles e visite Terragaya apenas quando estritamente necessário.
STR_DIALOGS_INTERMISSION_2_D2_FREYDIN_9,Informe os outros.
STR_DIALOGS_INTERMISSION_2_D2_LIANDRIS_10,"Como deseja, minha dama."
