offset,file,text_en,byte_budget
scena/mp2000_ev.dat:0x1039fd,scena/mp2000_ev.dat,@& #,5
scena/mp2000_ev.dat:0x110248,scena/mp2000_ev.dat, &D-,5
scena/mp2000_ev.dat:0x110ffd,scena/mp2000_ev.dat, &y.,5
scena/mp2000_ev.dat:0x13cb7e,scena/mp2000_ev.dat,@& a,5
scena/mp2000_ev.dat:0x1d62d9,scena/mp2000_ev.dat,City of Ruan,13
scena/mp2000_ev.dat:0x1d6392,scena/mp2000_ev.dat,"Lloyd, is that you?!",21
scena/mp2000_ev.dat:0x1d63cf,scena/mp2000_ev.dat,"Well, well, it's you guys.",27
scena/mp2000_ev.dat:0x1d63fe,scena/mp2000_ev.dat,How's it going? Did you try out the rod yet?,45
scena/mp2000_ev.dat:0x1d643a,scena/mp2000_ev.dat,"No, 'fraid not.",16
scena/mp2000_ev.dat:0x1d645f,scena/mp2000_ev.dat,I've been kinda busy.,22
scena/mp2000_ev.dat:0x1d6489,scena/mp2000_ev.dat,Oh well. It happens.,21
scena/mp2000_ev.dat:0x1d64bd,scena/mp2000_ev.dat,I can show you a good spot just round the corner.,50
scena/mp2000_ev.dat:0x1d650b,scena/mp2000_ev.dat,It's really not far.,21
scena/mp2000_ev.dat:0x1d6540,scena/mp2000_ev.dat,Really? Sure!,14
scena/mp2000_ev.dat:0x1d657f,scena/mp2000_ev.dat,the Ravens about that ghost sighting?,38
scena/mp2000_ev.dat:0x1d65a5,scena/mp2000_ev.dat,"...Hey, aren't we supposed to be asking",40
scena/mp2000_ev.dat:0x1d65e8,scena/mp2000_ev.dat,the Ravens about that ghost sighting?,38
scena/mp2000_ev.dat:0x1d660e,scena/mp2000_ev.dat,Weren't we supposed to be going to ask,39
scena/mp2000_ev.dat:0x1d666f,scena/mp2000_ev.dat,"Yeah, yeah, I know.",20
scena/mp2000_ev.dat:0x1d6697,scena/mp2000_ev.dat,"It won't take long, though.",28
scena/mp2000_ev.dat:0x1d66f3,scena/mp2000_ev.dat,"Okay, I guess... Let's make it snappy, okay?",45
scena/mp2000_ev.dat:0x1d6751,scena/mp2000_ev.dat,"I'll tag along, too.",21
scena/mp2000_ev.dat:0x1d6766,scena/mp2000_ev.dat,"Hehe, looks like your mind's made up.",38
scena/mp2000_ev.dat:0x1d67b1,scena/mp2000_ev.dat,No need to worry. We'll be done in no time.,44
scena/mp2000_ev.dat:0x1d67ed,scena/mp2000_ev.dat,Okay then. Just follow me.,27
scena/mp2000_ev.dat:0x1d6856,scena/mp2000_ev.dat,So this is the spot?,21
scena/mp2000_ev.dat:0x1d688b,scena/mp2000_ev.dat,Yep. Look at the surface of the water.,39
scena/mp2000_ev.dat:0x1d68e6,scena/mp2000_ev.dat,Do you see the ripples?,24
scena/mp2000_ev.dat:0x1d6912,scena/mp2000_ev.dat,That means that there are fish under the surface.,50
scena/mp2000_ev.dat:0x1d6958,scena/mp2000_ev.dat,good look. You'll usually spot some.,37
scena/mp2000_ev.dat:0x1d697d,scena/mp2000_ev.dat,"Whenever you're by the water, take a",37
scena/mp2000_ev.dat:0x1d69b6,scena/mp2000_ev.dat,Okay. So I just need to check out the surface.,47
scena/mp2000_ev.dat:0x1d69f8,scena/mp2000_ev.dat,"Yep, that's how to find a good spot.",37
scena/mp2000_ev.dat:0x1d6a31,scena/mp2000_ev.dat,And I'd also like to give you this.,36
scena/mp2000_ev.dat:0x1d6a70,scena/mp2000_ev.dat, x5.,5
scena/mp2000_ev.dat:0x1d6a75,scena/mp2000_ev.dat,Received ,10
scena/mp2000_ev.dat:0x1d6a8e,scena/mp2000_ev.dat,This is bait to use when you're fishing.,41
scena/mp2000_ev.dat:0x1d6ac7,scena/mp2000_ev.dat,so you have to get hold of it yourself.,40
scena/mp2000_ev.dat:0x1d6aef,scena/mp2000_ev.dat,"They don't sell it in the shops,",33
scena/mp2000_ev.dat:0x1d6b1f,scena/mp2000_ev.dat,bracers should have no trouble.,32
scena/mp2000_ev.dat:0x1d6b3f,scena/mp2000_ev.dat,"Monsters often drop them, so you",33
scena/mp2000_ev.dat:0x1d6b6f,scena/mp2000_ev.dat,Great. That should be really useful.,37
scena/mp2000_ev.dat:0x1d6ba7,scena/mp2000_ev.dat,That's about all I've got to tell you right now.,49
scena/mp2000_ev.dat:0x1d6bf7,scena/mp2000_ev.dat,Try it out for yourself and see how it goes.,45
scena/mp2000_ev.dat:0x1d6c33,scena/mp2000_ev.dat,"Great, thanks. You've been a huge help.",40
scena/mp2000_ev.dat:0x1d6c6b,scena/mp2000_ev.dat,work for the Fisherman's Guild.,32
scena/mp2000_ev.dat:0x1d6c8b,scena/mp2000_ev.dat,Not at all. It's all in a day's,32
scena/mp2000_ev.dat:0x1d6cd1,scena/mp2000_ev.dat,you'll catch loads of fish!,28
scena/mp2000_ev.dat:0x1d6ced,scena/mp2000_ev.dat,See you later. I'm sure,24
scena/mp2000_ev.dat:0x1d6d24,scena/mp2000_ev.dat, x5.,5
scena/mp2000_ev.dat:0x1d6d29,scena/mp2000_ev.dat,Received ,10
scena/mp2000_ev.dat:0x1d6d78,scena/mp2000_ev.dat,like forever since I was last here.,36
scena/mp2000_ev.dat:0x1d6d9c,scena/mp2000_ev.dat,Air-Letten Checkpoint... It feels,34
scena/mp2000_ev.dat:0x1d6dde,scena/mp2000_ev.dat,"the you-know-what, right?",26
scena/mp2000_ev.dat:0x1d6df8,scena/mp2000_ev.dat,This is where the soldier saw,30
scena/mp2000_ev.dat:0x1d6e30,scena/mp2000_ev.dat,"Yeah, so Jean said.",20
scena/mp2000_ev.dat:0x1d6e5d,scena/mp2000_ev.dat,and find out who it was.,25
scena/mp2000_ev.dat:0x1d6e76,scena/mp2000_ev.dat,Let's look for the commander,29
scena/mp2000_ev.dat:0x1d6ea2,scena/mp2000_ev.dat,"Yeah, so Jean said.",20
scena/mp2000_ev.dat:0x1d6ecf,scena/mp2000_ev.dat,commander and ask who it was?,30
scena/mp2000_ev.dat:0x1d6eed,scena/mp2000_ev.dat,Why don't we look for the,26
scena/mp2000_ev.dat:0x1d6f16,scena/mp2000_ev.dat,Sure. Will do.,15
scena/mp2000_ev.dat:0x1d6f3c,scena/mp2000_ev.dat,"It's kinda weird, though, huh?",31
scena/mp2000_ev.dat:0x1d6f6b,scena/mp2000_ev.dat,appear in a nice place like this.,34
scena/mp2000_ev.dat:0x1d6f8d,scena/mp2000_ev.dat,To think the you-know-what would,33
scena/mp2000_ev.dat:0x1d6fc2,scena/mp2000_ev.dat,shadow' and the 'you-know-what.',33
scena/mp2000_ev.dat:0x1d6fe3,scena/mp2000_ev.dat,"Geez, enough already with the 'white",37
scena/mp2000_ev.dat:0x1d7018,scena/mp2000_ev.dat,"Just call it a ghost, for crying out loud!",43
scena/mp2000_ev.dat:0x1d705c,scena/mp2000_ev.dat,"Hey, back off, will you?",25
scena/mp2000_ev.dat:0x1d708a,scena/mp2000_ev.dat,"I'm just trying to fake it till I make it, okay?!",50
scena/mp2000_ev.dat:0x1d70d1,scena/mp2000_ev.dat,Estelle... It's not good to keep fooling yourself.,51
scena/mp2000_ev.dat:0x1d7120,scena/mp2000_ev.dat,and start calling it a ghost?,30
scena/mp2000_ev.dat:0x1d713e,scena/mp2000_ev.dat,Why don't you quit with the euphemisms,39
scena/mp2000_ev.dat:0x1d717e,scena/mp2000_ev.dat,La la la... I caaan't heeear yooou!,36
scena/mp2000_ev.dat:0x1d71b7,scena/mp2000_ev.dat,"I'll call it what I like, got it?!",35
scena/mp2000_ev.dat:0x1d7227,scena/mp2000_ev.dat,Hello. You want to enter the tunnel?,37
scena/mp2000_ev.dat:0x1d725b,scena/mp2000_ev.dat,Just a second. I'll open the gate.,35
scena/mp2000_ev.dat:0x1d728d,scena/mp2000_ev.dat,"Actually, no. We don't want to go in.",38
scena/mp2000_ev.dat:0x1d72c6,scena/mp2000_ev.dat,We're here from the Bracer Guild.,34
scena/mp2000_ev.dat:0x1d72fb,scena/mp2000_ev.dat,investigating the 'white shadow.',34
scena/mp2000_ev.dat:0x1d731d,scena/mp2000_ev.dat,We've come because we're,25
scena/mp2000_ev.dat:0x1d7356,scena/mp2000_ev.dat,You don't mean...,18
scena/mp2000_ev.dat:0x1d7377,scena/mp2000_ev.dat,things when I was half asleep.,31
scena/mp2000_ev.dat:0x1d7396,scena/mp2000_ev.dat,"B-But, that was just me seeing",31
scena/mp2000_ev.dat:0x1d73c4,scena/mp2000_ev.dat,"That's where you're wrong, actually.",37
scena/mp2000_ev.dat:0x1d73fd,scena/mp2000_ev.dat,who claim to have seen the same thing.,39
scena/mp2000_ev.dat:0x1d7424,scena/mp2000_ev.dat,There are other people across Ruan,35
scena/mp2000_ev.dat:0x1d745a,scena/mp2000_ev.dat,commanding officer didn't know.,32
scena/mp2000_ev.dat:0x1d747a,scena/mp2000_ev.dat,But it sounds like you and your,32
scena/mp2000_ev.dat:0x1d74ae,scena/mp2000_ev.dat,He said he owed you an apology.,32
scena/mp2000_ev.dat:0x1d74e1,scena/mp2000_ev.dat,commanding officer didn't know.,32
