offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD155.DAT:10:0,AREAD155.DAT,10,0,abandoned village,24,
AREAD155.DAT:10:3,AREAD155.DAT,10,3,"[14][C4]@""What are you doing[01]here, Captain Rasso?""",62,[14][C4]
AREAD155.DAT:10:6,AREAD155.DAT,10,6,"[0C][04][14][C4]@""I have been told[01]that there are[01]people[02]somewhere here in[01]these ruins...[02]Have you seen them?""",138,
AREAD155.DAT:10:7,AREAD155.DAT,10,7,"[0C][05][14][01][01]""Well, gee, let me[01]think...""",47,
AREAD155.DAT:10:8,AREAD155.DAT,10,8,"[14][81][01]""I just asked them[01]where I might find[01]the dragon.""",75,[14][81]
AREAD155.DAT:10:9,AREAD155.DAT,10,9,"[0C][03][14][02][02]""You would use force[01]against innocent[01]women and children!?""",90,
AREAD155.DAT:10:10,AREAD155.DAT,10,10,"[14][80]@""What is it to you[01]if I do?[02]They don't matter...[01]Their lives mean[01]nothing.""",110,[14][80]
AREAD155.DAT:10:11,AREAD155.DAT,10,11,"[0C][06][14][83]C""You're wrong.""",29,
AREAD155.DAT:10:12,AREAD155.DAT,10,12,"[0C][06][14][C1]@""Every life is[01]important![02]Every life has[01]meaning.[02]How can you say such[01]a thing!?""",121,
AREAD155.DAT:10:13,AREAD155.DAT,10,13,"[14][01][01]""Ha ha ha![0B] How[01]touching, Princess.[02]How compassionate,[01]how caring...How[01]dross.[02]Who are you to talk[01]to me in such a way?[02]Just because you got[01]lucky once,[02]don't think you can[01]talk down to me like[01]that.""",285,[14][01]
AREAD155.DAT:10:15,AREAD155.DAT,10,15,"[0C][05][14][02][02]""What are you[01]doing!?[02]Our orders are to[01]find the dragon and[02]return with him to[01]the Empire!""",135,
AREAD155.DAT:10:16,AREAD155.DAT,10,16,"[14][80]@""You don't have to[01]remind me what our[01]orders are![02]They don't say he has[01]to be in one piece,[01]though.[02]I figure we can make[01]him a little more...[02]cooperative, if you[01]know what I mean!""",257,[14][80]
AREAD155.DAT:10:21,AREAD155.DAT,10,21,"[14][04][04]""Uh...[0B]uhhh...""",26,[14][04]
AREAD155.DAT:10:22,AREAD155.DAT,10,22,"[14][85]E""Aaaahhhhhh...""",26,[14][85]
AREAD155.DAT:10:23,AREAD155.DAT,10,23,"[14][85]E""Uuuurrrrrraaaahhh!!""",34,[14][85]
AREAD155.DAT:10:26,AREAD155.DAT,10,26,"Watching what happened, I[01]knew that something was not[01]right in the world.",103,
AREAD155.DAT:10:27,AREAD155.DAT,10,27,That something...was out of[01]balance.,51,
AREAD155.DAT:10:28,AREAD155.DAT,10,28,"And, for the first time,",34,
AREAD155.DAT:10:29,AREAD155.DAT,10,29,when looking at a dragon...,38,
AREAD155.DAT:10:30,AREAD155.DAT,10,30,I felt afraid.,20,
AREAD155.DAT:10:34,AREAD155.DAT,10,34,"[14]D@""What are you[01]planning on doing[01]with that dragon?[02][14][C4]@Are you going to[01]use him to go to[01]war on the Empire!?""",155,
AREAD155.DAT:10:36,AREAD155.DAT,10,36,"[14][07]F""Is that so!?[02]I've heard that the[01]only reason there[02]is no permanent[01]truce between us[02]is because Ludia[01]keeps arguing over[01]the details!""",192,[14][07]
AREAD155.DAT:10:37,AREAD155.DAT,10,37,"[14][08][07]""So? Nothing wrong[01]with that![02]What about what your[01]friend Rasso did,[01]huh!?""",110,[14][08]
AREAD155.DAT:10:42,AREAD155.DAT,10,42,"[14][09][03]""I wonder...Is it[01]because he's not[01]whole?[02]I mean, maybe[01]because of that,[01]he's...[02]I don't know,[01]unstable or[01]something.""",170,[14][09]
AREAD155.DAT:10:44,AREAD155.DAT,10,44,"[14][0A]G""Are you crazy!?[02]Are you saying we[01]should just hand[02][04]",79,[14][0A]
AREAD155.DAT:10:49,AREAD155.DAT,10,49,"[14][04]D""Um...[0B]Hmmm...""",26,[14][04]
AREAD155.DAT:10:50,AREAD155.DAT,10,50,"[14][08][07]""Well...[0B]I guess[01]you've got a point.[02]Let's see what the[01]Abbess has to say[01]about this.""",125,[14][08]
AREAD155.DAT:10:51,AREAD155.DAT,10,51,"[14][08][07]""There's just one[01]thing...[02]What are we going[01]to do about her?""",92,[14][08]
AREAD155.DAT:10:52,AREAD155.DAT,10,52,"[0C][06][14][C3]@""It's not g-g...""",31,
AREAD155.DAT:10:53,AREAD155.DAT,10,53,"[0C][06][14][C3]@""It's not g-good[01]t-t-to t-t-[02][14][8C]Htie up women.""",72,
AREAD155.DAT:10:54,AREAD155.DAT,10,54,"[14]B@""Um...[0B]Right...[01]Anyway, let's get[01]back to Chek.[02]Do you think [04]",92,
AREAD155.DAT:10:55,AREAD155.DAT,10,55,"[14][08][07]""And don't even think[01]about trying anything[01]funny, OK, girl?""",90,[14][08]
AREAD155.DAT:10:56,AREAD155.DAT,10,56,"[14][82]B""My name is [04][04].""",27,[14][82]
