offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD119.DAT:8:0,AREAD119.DAT,8,0,"[0C][04][14][80]@""Not only do you[01]sneak into the[01]Empire--[02]with whom we[01]currently have a[01]truce, I might add--[02]but you are caught[01]doing so and[01]deported.[02]I ask you, is this[01]conduct becoming[01]of a warrior,[02]one who claims to[01]lead the mighty[01]Woren nation!?""",334,
AREAD119.DAT:8:1,AREAD119.DAT,8,1,"[0C][04][14][80]@""Not only do you[01]sneak into the[01]Empire--[02]with whom we[01]currently have a[01]truce, I might add--[02]but you are caught[01]doing so and[01]deported.[02]I ask you, is this[01]conduct becoming[01]of a warrior,[02]one who claims to[01]lead the mighty[01]Woren nation!?""",334,
AREAD119.DAT:8:3,AREAD119.DAT,8,3,"[0C][04][14][80]@""Do you have any idea[01]what your rash,[02]thoughtless actions[01]will cost us and the[01]entire Alliance[02]in our dealings with[01]the Empire? Do you!?""",199,
AREAD119.DAT:8:5,AREAD119.DAT,8,5,"[0C][03][14][01][01]""But how can you just[01]sit there like that,[02]when a member of one[01]of the Alliance's[01]royal families...[02][14][02][01]When Elina has been[01]kidnapped by the[01]Empire!?""",216,
AREAD119.DAT:8:6,AREAD119.DAT,8,6,"[0C][04][14][80]@""We have a greater[01]responsibility to[01]protect the members[02]of the entire[01]Alliance![02]We can't afford to[01]worry ourselves over[02]one person, even if[01]she is a princess!""",231,
AREAD119.DAT:8:7,AREAD119.DAT,8,7,"[14][03][02]""I'm sorry, but this[01]area is being used[02]for the inquiry of[01]Chief [04][02].[02]No one is allowed[01]entry.""",136,[14][03]
AREAD119.DAT:8:8,AREAD119.DAT,8,8,"[14][04][03]""I have vital[01]information[01]regarding [04][02]![02]It's about the[01][09][01][01]...""[15][09]",94,[14][04]
AREAD119.DAT:8:9,AREAD119.DAT,8,9,"[0C][04][14][80]@""The [09][01][01]?[01]Why, it's right[01]here!""",52,
AREAD119.DAT:8:10,AREAD119.DAT,8,10,"[0C][06][14][80]@""It was just returned[01]to us by the Empire.""",68,
AREAD119.DAT:8:11,AREAD119.DAT,8,11,"[0C][06][14][80]@""In exchange for its[01]return...[02]They have made[01]several difficult[01]demands to us...[02]Among them, changes[01]to our treaty--[02]changes that we have[01]little choice but to[01]accept!""",241,
AREAD119.DAT:8:12,AREAD119.DAT,8,12,"[0C][03][14][04][03]""But...My sister...[01]We were going to...""",63,
AREAD119.DAT:8:13,AREAD119.DAT,8,13,"[0C][06][14][80]@""Silence![02]This is no longer a[01]matter you need[02]concern yourself[01]with.""",104,
AREAD119.DAT:8:15,AREAD119.DAT,8,15,"[0C][03][14][04][03]""Oh, [04][02]...""",23,
AREAD119.DAT:8:16,AREAD119.DAT,8,16,"[0C][03][14][05][04]""[04][03]! Can't you[01]keep your eye on[01]them!?[02]You let them go off[01]and make a fake sword[01]like that...[02]What were you[01]thinking!?""",174,
