offset,text_source,byte_budget
0x228b8d,"Holy crap, this is... I figured they were up to\n",49
0x228bbf,"something, but I didn't think they'd go this far.",49
0x228bf1,Man,3
0x228bf5,Oh? Find something interesting?,31
0x228c15,"I don't know about ""interesting""... I think I'd\n",49
0x228c47,"go with ""terrifying,"" or ""appalling.""",37
0x228c6d,"Here, I'm sending the files over.\n",35
0x228c91,You take a look.,16
0x228ca2,This is...,10
0x228cad,"This ""Iceman Project"" seems like an expanded\n",46
0x228cdc,"version of the True Humanity Project, but...",44
0x228d09,It's turned into something completely\n,39
0x228d31,different...,12
0x228d3e,And the final results were these... things.\n,45
0x228d6c,They're not even people anymore...,34
0x228d8f,Makes you wonder how far humans are willing\n,45
0x228dbd,to go.,6
0x228dc4,Gotta wonder if they ever worry about divine\n,46
0x228df3,"retribution, huh...?",20
