offset,text_source,byte_budget
0x31f25b,"Master, it is morning.",22
0x31f272,"Good morning, Master. It is time for you to\n",45
0x31f2a0,wake up.,8
0x31f2a9,*Yawn*...,9
0x31f2b3,Nnngh... I feel like I had a really long\n,42
0x31f2de,dream...,8
0x31f2e7,"So what's the verdict, you two? You think I'm\n",47
0x31f317,any stronger?,13
0x31f325,"You were only sleeping, Master.",31
0x31f345,"If one could become stronger just by sleeping,\n",48
0x31f376,hardships in this world would be no more.,41
0x31f3a0,"W-Wait, hold on. What are you two talking about?\n",50
0x31f3d3,You know how much crap I went through in my\n,45
0x31f401,dreams!?,8
0x31f40a,Cannot comprehend.,18
0x31f41d,Perhaps the entire endeavor itself was only a\n,47
0x31f44d,dream?,6
0x31f454,"Well, yeah, of course I was dreaming, you\n",43
0x31f480,SAID--,6
0x31f487,"...Wait a minute, was all that trouble I went\n",47
0x31f4b7,through really only a dream?,28
0x31f4d4,"Now that I think about it, I can barely remember\n",50
0x31f507,any of it now...,16
0x31f518,But that can't be... I'm sure...,32
0x31f53d,And thus the wheels of time turn back.,38
