offset,text_source,byte_budget
0xbb552,Ahh... phew.,12
0xbb55f,"With a satisfied yawn, I shut the children's\n",46
0xbb58e,book in my lap.,15
0xbb59e,That's the last of the books Nekone\n,37
0xbb5c4,recommended...,14
0xbb5d3,She brought them at Kuon's request. They're all\n,49
0xbb605,like this--picture books for children.,38
0xbb62c,It's not like I hate reading. Each one of these\n,49
0xbb65e,"tales and myths is engaging, but...\n",37
0xbb684,unsophisticated.,16
0xbb695,Since these books are meant for just learning\n,47
0xbb6c5,"the letters, I guess that's to be expected,\n",45
0xbb6f3,but...,6
0xbb6fa,At least I can read something like this without\n,49
0xbb72c,"any trouble, now.",17
0xbb73e,I won't have to listen to that little twerp\n,45
0xbb76c,asking why I can't read in that baffled tone\n,46
0xbb79b,any more.,9
0xbb7a5,I wouldn't have figured before she asked me\n,45
0xbb7d3,that words without malice can hurt all the\n,44
0xbb800,same.,5
0xbb806,"Yo, kid. Got a moment?",22
0xbb81d,Ukon appears in the doorway.,28
0xbb83a,...Sorry to intrude.,20
0xbb84f,"Behind Ukon trails a boy of small, slight\n",43
0xbb87b,stature.,8
0xbb884,Hello. I'm sorry for skipping out the other day\n,49
0xbb8b6,before we could be introduced properly.,39
0xbb8de,"Ah, this guy... Kiwru, I think? Nekone called\n",47
0xbb90e,him Oshtor's sworn brother.,27
0xbb92a,I've got a request from Lord Oshtor for you.\n,46
0xbb959,Something he's been meaning to bring up.,40
0xbb982,...Uh?,6
0xbb989,"What do you mean, ""Lord Oshtor?""\n",34
0xbb9ac,Why's the man himself referring t--,35
0xbb9d0,Ukon's smirk cuts my thoughts short.,36
0xbb9f5,"He... hasn't told Kiwru his true identity,\n",44
0xbba22,has he?,7
0xbba2a,"Kiwru fidgets, looking puzzled and uncomfortable.\n",51
0xbba5e,He doesn't seem to know why he's even here.,43
0xbba8a,Good grief. He really doesn't have a clue.,42
0xbbab5,"As Oshtor, he's the definition of straight-laced.\n",51
0xbbae9,So why is his Ukon identity so...?,34
0xbbb0c,This might be a little fun. Let's keep going.,45
0xbbb3a,I grin back at him.,19
0xbbb4e,"So, this is the message for you from\n",38
0xbbb75,Lord Oshtor.,12
0xbbb82,He says this kid's gonna be doing work for you\n,48
0xbbbb3,so he can get some proper experience.,37
0xbbbd9,Huh!?,5
0xbbbdf,"Oh, so we're taking him on as a colleague.",42
0xbbc0a,"That's right. Comes from the big man himself,\n",47
0xbbc3a,so do what you please with him. Put the kid\n,45
0xbbc68,to work.,8
0xbbc71,"W-Wait, I haven't heard anything about that!",44
0xbbc9e,Of course you haven't. I didn't bring it up\n,45
0xbbccc,'til just now.,14
0xbbcdb,It can't be...,14
0xbbcea,"Well, let me finish, here. You'll change your\n",47
0xbbd1a,tune if you listen through to the end.,38
0xbbd41,Urgh...,7
0xbbd49,"Surprised, Kiwru hesitantly begins to stand,\n",46
0xbbd78,but sits back down at Ukon's placations.,40
0xbbda1,"This is all Oshtor's plan to begin with, so I\n",47
0xbbdd1,"don't mind, but... is this kid gonna be able\n",46
0xbbe00,to keep up?,11
0xbbe0c,"The way Lord Oshtor tells it, he's never once\n",47
0xbbe3c,missed a session of his military arts training.\n,49
0xbbe6e,He's good.,10
0xbbe79,Oh?,3
0xbbe7d,I wouldn't have guessed it by his gentle\n,42
0xbbea8,"appearance, but if he has Ukon's vote, there's\n",48
0xbbed9,no mistake.,11
0xbbee5,I'll be glad for some more male company around\n,48
0xbbf16,"here, honestly. He doesn't seem unpleasant.",43
0xbbf42,Word from our Missy's that you want to keep a\n,47
0xbbf72,"small, exceptional pool of talent on call for\n",47
0xbbfa2,stuff.,6
0xbbfa9,"Yeah, something like that.",26
0xbbfc4,"Not that I had any choice in the matter, what\n",47
0xbbff4,with Kuon blowing all our money on paying for\n,47
0xbc024,the inn.,8
0xbc02d,"If that's the case, then look no further.\n",43
0xbc059,I figured you could use a guy with some chops--\n,49
0xbc08b,here he is.,11
0xbc097,"Hold on, um... Ukon, was it?",28
0xbc0b4,You said you were... an agent of my honored\n,45
0xbc0e2,brother. Is that really true?,29
0xbc100,"You appeared uninvited, brought me here, roped\n",48
0xbc131,me into this--and he never mentioned a word of\n,48
0xbc162,it.,3
0xbc166,"I'd hoped to become my brother's assistant,\n",45
0xbc194,like Nekone. There must be some kind of\n,41
0xbc1be,misunderstanding...,19
0xbc1d2,O-Or else you're deciding these things on your\n,48
0xbc203,"own, which I doubt.",19
0xbc217,"Ah, well, about that. It's not a\n",34
0xbc23a,misunderstanding.,17
0xbc24c,"This guy and I, we're under direct orders from\n",48
0xbc27d,"Oshtor, and this is how he wants things to go\n",47
0xbc2ad,down.,5
0xbc2b3,"He said no matter how hard he tries, he's\n",43
0xbc2df,always too lenient on his nearest relations...,46
0xbc30e,And that becoming a full-fledged warrior means\n,48
0xbc33f,overcoming hardships and gaining real-world\n,45
0xbc36d,experience.,11
0xbc37d,"But if you insist, I can have a talk with him\n",47
0xbc3ad,"and see about putting you somewhere else,\n",43
0xbc3d9,maybe?,6
0xbc3e0,That's...,9
0xbc3ea,I definitely... want to be a full-fledged\n,43
0xbc416,"warrior, but... if I do this, I won't... be\n",45
0xbc444,with Nekone...,14
0xbc453,And now he's started to fret with his head in\n,47
0xbc483,"his hands. Easy to see the inner conflict,\n",44
0xbc4b0,though.,7
0xbc4b8,But if he believes someone he just met this\n,45
0xbc4e6,easily... Maybe we've gotta work on that\n,42
0xbc511,naivete.,8
0xbc51a,We're back!,11
0xbc526,We have returned.,17
0xbc538,"While Kiwru holds his head in conflicted agony,\n",49
0xbc56a,Kuon and Nekone return from their shopping trip.,48
0xbc59b,N-Nekone!,9
0xbc5a5,"Oh, hello. What are you doing here? With my\n",45
0xbc5d3,"dear brother, no less...",24
0xbc5ec,"Why? I was brought here all of a sudden,\n",42
0xbc617,and this--\n,12
0xbc624,...Dear brother?,16
0xbc635,"Ah, cripes.",11
0xbc641,Kiwru looks between Nekone and Ukon several\n,45
0xbc66f,times.,6
0xbc676,Huh? But that's--you--um? I... bwuh? What do\n,46
0xbc6a5,"you mean, ""dear brother""?",25
0xbc6bf,I don't think I could ever get bored of\n,41
0xbc6e9,watching his facial expressions change that\n,45
0xbc717,rapidly.,8
0xbc720,"Dear brother, what is this?",27
0xbc73c,"C'mon, don't call him ""this."" He's a respected\n",48
0xbc76d,prince back home in Ennakamuy.,30
0xbc78c,I've told you this before. It's cruel not to\n,46
0xbc7bb,treat him with the proper respect.,34
0xbc7de,...Not that you're being rude or anything\n,43
0xbc80a,yourself.,9
0xbc814,I-I-I... Are you really... my honorable\n,41
0xbc83e,brother...?,11
0xbc84a,"Ah... Bahahaha! Yeah, I guess the cat's out of\n",48
0xbc87b,"the bag, huh. It's me, all right. Oshtor! Your\n",48
0xbc8ac,brother.,8
0xbc8b5,Hey. What's wrong?,18
0xbc8c8,"I might remind you, brother, that Kiwru has\n",45
