offset,text_target
0x6a0e2,"Ao amanhecer, desmontamos o acampamento e começamos\n"
0x6a114,"os preparativos para partir, como planejado."
0x6a137,"Certo, pessoal, descansou bastante. Vamos\n"
0x6a16c,"partir logo, tá bom?"
0x6a187,Coorte do Ukon
0x6a196,Sim!
0x6a19b,"As vozes graves dos homens do Ukon respondem em uníssono,\n"
0x6a1ce,e logo as carroças voltam a rolar.
0x6a201,Estou me acostumando com o clima da caravana...\n
0x6a236,"É gostoso, de certa forma. Bom, é hora de ir."
0x6a263,Hum...?
0x6a26a,"Pouco depois de voltarmos à estrada, eu\n"
0x6a299,noto um par de figuras familiares caminhando ao lado\n
0x6a2cc,mim...
0x6a2d2,"A princípio mantinham distância, mas agora as\n"
0x6a306,Gêmeas Misteriosas estão de um lado e do outro.
0x6a334,Vocês duas. Precisam de algo?
0x6a356,Dupla misteriosa
0x6a369,"Sem resposta, como eu já esperava..."
0x6a39b,O que faço com essas duas...?
0x6a3bd,Quem são elas?
0x6a3ca,"Kuon se afasta da frente e volta em minha direção,\n"
0x6a3fc,ela vinha na frente e voltou para investigar a\n
0x6a42f,cena estranha.
0x6a436,É o que eu gostaria de saber. Toda vez que pergunto\n
0x6a467,não recebo nem uma palavra de resposta.
0x6a498,Hm. Não parecem estar carregando nenhuma carga\n
0x6a4cc,nem nada assim...
0x6a4e2,"É. Parece meio... estranho, não é?"
0x6a508,"Se eu tivesse que chutar, diria que são filhas\n"
0x6a53a,de algum dos homens que escoltam a carga.
0x6a561,Tá certo chegar a conclusões assim tão rápido?
0x6a58c,Acho que sim. Não parecem ser nenhuma ameaça\n
0x6a5c0,nem nada assim...
0x6a5d9,"Ah, é verdade! Voltei para ver como estava\n"
0x6a605,"Rulutieh. Ei, Rulutieh~!"
0x6a61e,"Kuon corre em direção a Rulutieh, deixando\n"
0x6a651,minha situação estranha de lado.
0x6a66b,Ela não veio à parte de trás da caravana porque\n
0x6a6a0,"estava preocupada comigo, afinal... Que seja."
