offset,text_source,byte_budget
0xbf500,"Ah, good, everyone's here.",26
0xbf51b,Ukon plonks himself down in the middle of the\n,47
0xbf54b,"hall, and everyone gathers to sit around him.",45
0xbf579,"What brings you here on such short notice,\n",44
0xbf5a6,dear brother?,13
0xbf5b4,"Well, I think I'm gonna have work for you guys\n",48
0xbf5e5,soon. As undercover agents.,27
0xbf601,Undercover... agents.,21
0xbf617,No one is quite sure how to react.,34
0xbf63a,Ukon--Oshtor--can't really move in public\n,43
0xbf666,because of his position as Imperial Guard of\n,46
0xbf695,the Right...,12
0xbf6a2,...So it falls to us to work in his stead.,42
0xbf6cd,"The only question is, what is he going to make\n",48
0xbf6fe,us do...?,9
0xbf708,"Hey, relax a little. It's your first job, so\n",46
0xbf737,I've picked out a few nice and easy contracts.,46
0xbf766,"Ukon produces a worn, dog-eared notebook,\n",43
0xbf792,leafing through the pages carefully.,36
0xbf7b7,"I'll read these off in order, and you guys\n",44
0xbf7e4,tell me what sounds good. Starting with...,42
0xbf80f,"First up, cleaning up the restroom area in the\n",48
0xbf840,plaza.,6
0xbf84b,"Second one's transporting the, ah, by-products\n",48
0xbf87c,of that process...,18
0xbf88f,"Third, stirring the contents of the cesspool\n",46
0xbf8be,so it doesn't stagnate...,25
0xbf8d8,And then the fourth job is taking THAT stuff\n,46
0xbf907,and--,5
0xbf90d,Wait. Wait a second.,20
0xbf922,What is it?,11
0xbf92e,"You can talk around it all you like, but, uh.\n",47
0xbf95e,There seems to be a... common theme to these\n,46
0xbf98d,jobs.,5
0xbf993,"Ah, not much I can do about that.",33
0xbf9b5,What... else do you have?,25
0xbf9cf,"Well, uh. There's one concerning a peruko named\n",49
0xbfa01,"Hanako suffering from constipation, wh--",40
0xbfa2a,"Like I said, why are they all like that?\n",42
0xbfa55,You've gotta have SOMEthing different.,38
0xbfa7c,B-Brother...,12
0xbfa89,"It may not seem it, but these are the easiest\n",47
0xbfab9,jobs I have for you.,20
0xbface,Ukon. Stop fooling around and give us our\n,43
0xbfafa,choices.,8
0xbfb03,I'm not fooling around.,23
0xbfb1b,"Yeah, you'll have to endure some...\n",37
0xbfb41,"unpleasantness. But these are safe, profitable\n",48
0xbfb72,gigs apart from that.,21
0xbfb88,"All right, all right, don't give me that\n",42
0xbfbb3,murder-stare. Good grief. How about... this one?,48
0xbfbe4,"Ukon flips to another page, then hands the\n",44
0xbfc11,notebook to Kuon.,17
0xbfc23,A kyorori hunt?,15
0xbfc33,Yep. Job entails going out into the mountains\n,47
0xbfc63,and capturing a wild animal called a kyorori.,45
0xbfc91,"Huh. That sounds good, don't you think?",39
0xbfcb9,And what exactly is this... kyorori?,36
0xbfcde,They're birds that inhabit the frontier.,40
0xbfd07,"Big suckers. Five times a person's height,\n",44
0xbfd34,"feathers tough as stone, armor-shredding beak\n",47
0xbfd64,and talons...,13
0xbfd72,"Ferociously carnivorous, 'course.",33
0xbfd94,"Oh, and there's matarii fishing.",32
0xbfdb5,...And how many times larger than a person is\n,47
0xbfde5,"this matarii, pray tell?",24
0xbfdfe,"Oh, not all that, y'know? Like... about yea\n",45
0xbfe2c,big.,4
0xbfe31,"Ukon holds up his hands, perhaps shoulder-width\n",49
0xbfe63,apart.,6
0xbfe6a,"Then is it very ferocious, or...?",33
0xbfe8c,Nope. Regular old fish.,23
0xbfea4,It's pretty good grilled. Nice and tender.,42
0xbfecf,"Um, ah--about matarii, though...?",33
0xbfef1,"You know something about them, Kiwru?",37
0xbff17,"It's a... fairly famous delicacy, traded at\n",45
0xbff45,high prices. U-Usually you serve it at\n,40
0xbff6e,celebrations...,15
0xbff7e,"Regular fish that fetch a high price, huh?\n",44
0xbffab,Sounds like a good deal to me.,30
0xbffca,Eh? But aren't those...,23
0xbffe2,"Ukon watches in silence as we discuss, a smirk\n",48
0xc0013,on his face.,12
0xc0020,What's wrong?,13
0xc002e,"Yes, i-if I recall, they only inhabit the\n",43
0xc005a,frozen seas north of here.,26
0xc0075,"A-And what's more, the waves are routinely\n",44
0xc00a2,"rough, and the reefs... Even seasoned sailors\n",47
0xc00d2,often die in those waters.,26
0xc00ed,Nope. Rejecting that one.,25
0xc0107,"Come on, I went through all the trouble of\n",44
0xc0134,finding deals that work out for you. Don't be\n,47
0xc0164,a buzzkill.,11
0xc0170,"""Work out for us?"" That one is straight-up\n",44
0xc019d,life-threatening.,17
0xc01af,"Cripes. Picky, picky. Here--there's another\n",45
0xc01dd,contract for capturing a furomun.,33
0xc01ff,"Dear brother, isn't that...?",28
0xc021c,"They're extremely venomous. In concentrate,\n",45
0xc024a,one animal's worth of venom is enough to kill\n,47
0xc027a,hundreds.,9
0xc0284,"Extreme care is required to handle it, but if\n",47
0xc02b4,"prepared properly, its liver can treat heart\n",46
0xc02e3,diseases.,9
0xc02ed,"Color me impressed, missy. Its venom can be\n",45
0xc031b,"airborne, too--breathe any of it in, and it\n",45
0xc0349,can knock you out cold.,23
0xc0361,...I thought so.,16
0xc0372,"So you don't have anything, like... safer?",42
0xc039d,"Hey, listen. Safe, sweet deals that turn a\n",44
0xc03ca,good profit are hard to come by.,32
0xc03eb,Urgh...,7
0xc03f3,And sanitation is important work.\n,35
