offset,text_source,byte_budget
0x2fd74d,I say?,6
0x2fd754,"Lord Dekopompo, look!",21
0x2fd76a,"Ah, the gates... The gates are opening!",39
0x2fd792,"Well, they certainly took their sweet time!\n",45
0x2fd7c0,"Bokoinante, Maroro! We march inside! Follow\n",45
0x2fd7ee,my lead!,8
0x2fd7f7,"At once, my lord!",17
0x2fd809,"Ah, Master Dekopompo, we are yet unawares of\n",46
0x2fd838,what hath transpired. Let our steps remain\n,44
0x2fd865,"light, wary--",13
0x2fd873,W-Wait! Please! Wait for meeee!!,32
0x2fd894,The gates... have been opened?,30
0x2fd8b3,"Raiko's eyes narrow, observing the events\n",43
0x2fd8df,unfolding.,10
0x2fd8ea,"Yes, my lord. By the account of the guards\n",44
0x2fd917,"at the gate, it was a direct order from\n",41
0x2fd941,Lord Vurai.,11
0x2fd94d,Oh? It would seem that there are others scheming\n,50
0x2fd980,"in the shadows, then...",23
0x2fd998,"Hmhm. Intriguing. Let us see, then, how far\n",45
0x2fd9c6,they can get.,13
0x2fd9d4,"Shichirya chuckles wryly, seeing Raiko's face\n",47
0x2fda04,light up like a child with a new toy to play\n,46
0x2fda33,with.,5
0x2fda39,"As usual, your ruthlessness knows no bounds.",44
0x2fda66,I advise waiting and analyzing the situation\n,46
0x2fda95,"further before we act, but... What are your\n",45
0x2fdac3,orders?,7
0x2fdacb,"With the gates open, we have little choice.\n",45
0x2fdaf9,Follow Dekopompo's soldiers inside once they\n,46
0x2fdb28,have advanced.,14
0x2fdb37,As you command.,15
0x2fdb4b,I can confirm that the gates have been opened...,48
0x2fdb7c,About a thousand footsteps running through the\n,48
0x2fdbad,gate and heading to the palace via the main\n,45
0x2fdbdb,street...,9
0x2fdbe5,"Nosuri grins, lifting her ear from the ground\n",47
0x2fdc15,and rising to her feet.,23
0x2fdc2d,...Impressive as always. All according to plan.,47
0x2fdc5d,"Guess it's time to make our move, then.",39
0x2fdc85,Yeah.,5
0x2fdc8b,We slowly push the carriage forward as the\n,44
0x2fdcb8,guards at the side gate rush over to us.,40
0x2fdce1,Gate guard,10
0x2fdcec,"You there, with the carriage! Stop right there!",47
0x2fdd1c,Where do you intend on going this late at night?\n,50
0x2fdd4f,Don't you know the main gate has been closed\n,46
0x2fdd7e,off?,4
0x2fdd83,We are here to fulfill the final wish of our\n,46
0x2fddb2,"liege before his passing! Now, let us through!",46
0x2fdde1,O-Our liege's...?,17
0x2fddf3,Let this serve as my proof.\n,29
0x2fde11,Behold.,7
0x2fde19,I take out the small box with the Mikado's\n,44
0x2fde46,"crest, and hold it aloft. The guards freeze,\n",46
0x2fde75,eyes wide.,10
0x2fde80,That is... That is unmistakably our liege's\n,45
0x2fdeae,seal...!,8
0x2fdeb7,"P-Please, forgive our rudeness!",31
0x2fded7,"They immediately kneel down to the ground,\n",44
0x2fdf04,bowing their heads.,19
0x2fdf18,The guards behind them also hastily follow\n,44
0x2fdf45,suit.,5
0x2fdf4b,"Holy crap, this thing is way too convenient...",46
0x2fdf7a,"I wanted to get through without causing a scene,\n",50
0x2fdfad,but they'll definitely remember this now...,43
0x2fdfd9,C-Captain...,12
0x2fdfe6,"Yes, I know. Messenger of the throne, may I have\n",50
0x2fe019,a word?,7
0x2fe021,Speak.,6
0x2fe028,"Regrettably, I must inform you that we must\n",45
0x2fe056,"inspect the carriage. My orders compel me, not\n",48
