offset,text_source,byte_budget
0x229616,Where...?,9
0x229620,...Are you awake?,17
0x229632,Kuon...,7
0x22963a,"I look around my surroundings, my head still\n",46
0x229669,in a haze.,10
0x229674,What little sky I can see through the canopy\n,46
0x2296a3,overhead is dark.,17
0x2296b5,It seems like I've been out for a while now.,44
0x2296e2,"I try to push myself up, but Kuon stops me\n",44
0x22970f,with a gentle hand.,19
0x229723,You should... rest a little while longer.,41
0x22974d,How long have I been out for? What happened\n,45
0x22977b,after that? Where's every--,27
0x229797,"I think everyone's fine, and you've been out\n",46
0x2297c6,for about half a day now.,25
0x2297e0,...I see.,9
0x2297ea,All the workers here are following your\n,41
0x229814,instructions and trying to completely seal off\n,48
0x229845,this ruin.,10
0x229850,...What?,8
0x229859,Everyone's out blocking off all the exits to the\n,50
0x22988c,ruin right now.,15
0x22989c,It's too dangerous to investigate any further\n,47
0x2298cc,with those things roaming around.,33
0x2298ee,I see...,8
0x2298f7,Sorry I collapsed at such an inconvenient time.\n,49
0x229929,Must've been a lot of trouble taking care of\n,46
0x229958,me.,3
0x22995c,"Well, I can't deny that. The moment I looked\n",46
0x22998b,"away, the twins stripped naked and tried to get\n",49
0x2299bd,in bed with you.,16
0x2299ce,"Kuon's gaze flickers toward the two twins,\n",44
0x2299fb,sitting quietly in the shadowed area of the\n,45
0x229a29,tent.,5
0x229a2f,I-I see...,10
0x229a3e,"Um... Haku, correct me if I'm wrong...",38
0x229a65,Huh?,4
0x229a6a,But are you...?,15
0x229a7a,Am I what?,10
0x229a85,"Ah... You know what, nevermind.",31
0x229aa5,...All right.,13
0x229ab3,That person was...,18
0x229ac6,That person was... definitely human...,38
0x229aed,It wasn't a Tatari disguised as a human.,40
0x229b16,That person definitely turned into a Tatari...,46
0x229b45,I think I get it now...,23
0x229b5d,That was... what remained of humanity...,40
0x229b86,Haku...,7
0x229b8e,I can feel someone gently holding my hand.,42
0x229bb9,"The soft, warm touch... of Kuon's hand.",39
0x229be1,Never really thought about... how small her\n,45
0x229c0f,hands actually are...,21
0x229c25,You deserve some rest for all the work you've\n,47
0x229c55,"been doing, I think. You should sleep for\n",43
0x229c81,now...,6
0x229c88,I just woke up a moment ago... I can't get back\n,49
0x229cba,to sleep just like that.,24
0x229cd3,"Well, then...",13
0x229ce1,The melody of Kuon's lullaby...,31
0x229d01,It feels awfully... nostalgic.\n,32
0x229d22,That's what crosses my mind.,28
0x229d3f,I feel a hand gently pat my head.,33
0x229d61,Over and over again... like someone trying\n,44
0x229d8e,to reassure a small child...,28
0x229dab,I... I think I remember now...,30
0x229dca,As my consciousness slowly fades into the\n,43
0x229df6,lullaby...,10
0x229e01,I...,4
0x229e06,My real name is...,18
