offset,text_source,byte_budget
0x212744,Father...,9
0x21274e,"Please, father, answer me.\n",28
0x21276b,Ungh... nngh...,15
0x21277b,Father... Oh... This is so cruel...,35
0x21279f,Entua...,8
0x2127a8,The commander's shaking hands find those\n,42
0x2127d3,of his beloved daughter.,24
0x2127ec,I am so glad to see you alive...\n,34
0x21280f,You are not hurt anywhere...?,29
0x21282d,I-I am fine. But we need to hurry and tend to\n,47
0x21285d,your wounds...,14
0x21286c,Do not... worry about me...,27
0x212888,No...,5
0x21288e,How pitiful... To think that... I would have\n,46
0x2128bd,lost so easily to him...,24
0x2128d6,I had... no idea... Yamato held this much power...,50
0x212909,"""Never incur the wrath of Yamato.""\n",36
0x21292e,"""One must never awaken the Akuruturuka from\n",45
0x21295c,"their slumber""...",17
0x21296e,It seems... our ancestors... spoke true...,42
0x212999,They were... no longer mere mortal soldiers...\n,48
0x2129ca,That was... power from the age of gods...,41
0x2129f4,Lord Gundhurua may be a great man... but...\n,45
0x212a22,his opponent was too great...,29
0x212a40,No man can... be victorious over a...\n,39
0x212a68,Nugwisomkami...,15
0x212a78,Beyond the boulder ahead is a small cave...\n,45
0x212aa6,Do you know where it is? We used it to hide\n,45
0x212ad4,our supplies...,15
0x212ae4,As long as you hide there...\n,30
0x212b03,You shouldn't be found...,25
0x212b1d,"Lay low there, until things begin to calm...",44
0x212b4a,"Then you will come with me, Father...!",38
0x212b71,"Haha... Leave me here... With this wound, there\n",49
0x212ba3,is... no way I will live...,27
0x212bbf,No... No...!,12
0x212bcc,"It's my body, is it not...?\n",29
0x212bea,I know its limits better than anyone...,39
0x212c12,That man... The man in the mask...\n,36
0x212c37,He will pay for what he has done to you...,42
0x212c62,Leave him be. I forbid you to seek vengeance...,47
0x212c92,...Wh--!?,9
0x212c9c,"Hah... Now that I recall, you enjoyed weaving\n",47
0x212ccc,"and cooking much more than warfare, didn't\n",44
0x212cf9,you...?,7
0x212d01,That's right... You... never belonged on the\n,46
0x212d30,battlefield...,14
0x212d3f,That is not true!,17
0x212d51,I am your daughter! The daughter of a brave\n,45
0x212d7f,Uzurushan warrior!,18
0x212d92,That is enough...,17
0x212da4,You may live your life as your own woman...\n,45
0x212dd2,and find your own happiness...,30
0x212df1,Haha... I suppose my only regret... is that\n,45
0x212e1f,I will never see you in your... bridal...,41
0x212e49,Father?,7
0x212e51,...F-Father...? No... This can't be happening.\n,48
0x212e82,"Father, please... Don't leave me... Father...\n",47
0x212eb2,Father!,7
0x212eba,The girl desperately clutches the lifeless body\n,49
0x212eec,"of her father, her tears flowing freely.",40
0x212f15,Yamatan soldier,15
0x212f25,Hey! I think I heard someone's voice over here!,47
0x212f55,"Still survivors, huh...? I'll put them down!",44
0x212f85,Father... forgive me...!,24
0x212f9e,I found something! Over there!,30
0x212fbd,What...? It's just a body.,26
0x212fd8,"No, I'm sure I heard a voice...\n",33
0x212ffa,Search the area!,16
0x21300b,Fine! Dammit. If we'd gone to the village\n,43
0x213037,"instead, there would've at least been some\n",44
0x213064,women.,6
0x21306b,"Quit your complaining! If there's a body,\n",43
0x213097,there might be more of them around here!\n,42
0x2130c2,Start searching!,16
0x2130d3,And so Yamato continues to hunt down the\n,42
0x2130fe,remnants of the Uzurushan army.,31
0x21311e,Hahh... Phew...,15
0x21312e,"A-At this rate, they'll find me...",34
0x213151,"Haku and Jachdwalt, can you search around these\n",49
0x213183,boulders?,9
0x21318d,Sure thing.,11
0x213199,"Just leave it to us, yeah?",26
