offset,text_target
AREAD104.DAT:8:0,"[14][80]@""A montanha ali ta comecando a fumar...[02]Parece que pode estar se preparando pra estourar..."""
AREAD104.DAT:8:1,"[14][80]@""A montanha ali ta comecando a fumar...[02]Parece que pode estar se preparando pra estourar..."""
AREAD104.DAT:8:2,"[14][C6]@""...[0B]Um deus, e?"""
AREAD104.DAT:8:3,"[0C][06][14][C6]@""Tu es aquele que afirma ser um deus?"""
AREAD104.DAT:8:4,"[0C][05][14][01][01]""Eu deus. Quem voce, homem minusculo?"""
AREAD104.DAT:8:5,"[0C][06][14][C6]@""Tu nao es um deus.[02][14][82]BTu es apenas uma mera sombra...Algo que bebeu da borra do poder dos deuses e acredita que assim te tornaste um deus tambem.[02]Tu fostes afetado pelo nosso poder e o dos outros, nada mais."""
AREAD104.DAT:8:6,"[0C][05][14][01][01]""Eu nao entendo homem minusculo. Homem minusculo fala estranho.[02]Homem minusculo acha que eu sou estupido?"""
AREAD104.DAT:8:7,"[0C][06][14][83]C""Talvez...Talvez o mundo nao necessite de deuses?[02]Que dizes tu disso?"""
AREAD104.DAT:8:8,"[0C][05][14][01][01]""Homem minusculo nao faz sentido. Eu nao entendo homem minusculo.[02]Eu mato homem minusculo."""
AREAD104.DAT:8:9,"[14][C6]@""Os Eternos sao invocados para esta esfera...[02]Isto muda o equilibrio da propria Natureza,[02]inundando o mundo com energias tanto poderosas quanto perigosas,[02]e faz com que seres facilmente influenciados por ela pensem que sao deuses..."""
AREAD104.DAT:8:10,"[14][02][02]""O que pensam entao os mortais?"""
AREAD104.DAT:8:11,"[14][84]D""Voce...![02]O que voce fez!?"""
AREAD104.DAT:8:12,"[14][84]D""O que voce fez pro deus da montanha!?"""
AREAD104.DAT:8:13,"[14][84]D""Gente normal nao anda por ai,[02]fazendo coisa assim...[02]Quem e voces? Nao, espera-- O que e voces?"""
