offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS012.DAT:8:0,AREAS012.DAT,8,0,You've been kicked out...,36,
AREAS012.DAT:8:1,AREAS012.DAT,8,1,You've been kicked out...,36,
AREAS012.DAT:8:2,AREAS012.DAT,8,2,"[0C][04][14][80]@""Temi, no![01]Topu, pomi!!""",41,
AREAS012.DAT:8:3,AREAS012.DAT,8,3,"[0C][04][14][80]@""Koh, purechi.[01]Temi, no!""",43,
AREAS012.DAT:8:4,AREAS012.DAT,8,4,"[0C][06][14][01][01]""What's all the noise[01]about? Poko, is that[01]you?""",75,
AREAS012.DAT:8:5,AREAS012.DAT,8,5,"[0C][04][14][01][01]""Well I'll be...[01]Visitors![02]Please, please--[01]come in!""",82,
AREAS012.DAT:8:6,AREAS012.DAT,8,6,"[14][81]A""I see...So you're[01]trying to get to[01]the mainland, huh?""",82,[14][81]
AREAS012.DAT:8:7,AREAS012.DAT,8,7,"[0C][06][14][81]A""I've kind of settled[01]down now, but back in[01]the day,[02]I was quite the[01]adventurer myself.[02]I came here from the[01]mainland several[01]years ago.""",199,
AREAS012.DAT:8:8,AREAS012.DAT,8,8,"[0C][06][14][81]A""Then of course I met[01]my wife,[02]and I ended up[01]staying here.""",92,
AREAS012.DAT:8:9,AREAS012.DAT,8,9,"[0C][06][14][81]A""I'm sorry--I haven't[01]properly introduced[01]myself! How rude![02]My name is Beyd, and[01]this is Sen, Shami,[01]Rinpo, Poske, and Peso.[02]They wanted to see[01]you--[02]we don't get many[01]visitors here, you[01]know...""",281,
AREAS012.DAT:8:10,AREAS012.DAT,8,10,"[0C][06][14][81]A""And this is Poko,[01]my wife.[02]Pretty cute, isn't[01]she?""",80,
AREAS012.DAT:8:11,AREAS012.DAT,8,11,"[0C][06][14][80]@""Pokko, pyuui![02]Ni, waama poto[01]pyuui!""",59,
AREAS012.DAT:8:12,AREAS012.DAT,8,12,"[0C][06][14][81]A""She says your[01]wife is also[01]very beautiful.""",69,
AREAS012.DAT:8:13,AREAS012.DAT,8,13,"[0C][05][14][02][02]""Um...Anyway...[02]Can you tell us how[01]we can get to the[01]mainland from here?""",111,
AREAS012.DAT:8:14,AREAS012.DAT,8,14,"[0C][05][14][81]A""Oh, that's right![01]I'm sorry!""",50,
AREAS012.DAT:8:15,AREAS012.DAT,8,15,"[0C][05][14][81]A""Well, the people who[01]told you that you can[01]get there from here[02]by crossing the flats[01]were right--you can.""",157,
AREAS012.DAT:8:16,AREAS012.DAT,8,16,"[14][81]A""However, you can[01]only do so when the[01]tide changes and[02]exposes the road[01]through the flats.[02]You have to time it[01]just right, before[01]the road disappears.""",216,[14][81]
AREAS012.DAT:8:17,AREAS012.DAT,8,17,"[14][02][02]""Well? When is that?""",34,[14][02]
AREAS012.DAT:8:18,AREAS012.DAT,8,18,"[0C][06][14][80]@""Purechi, suru ko![02]Taan, kalu.[01]Pokko kairu ni.""",73,
AREAS012.DAT:8:19,AREAS012.DAT,8,19,"[14][81]A""She says you should[01]stay here for a[01]while.[02]She'll tell you when[01]the time comes and[01]take you there.""",145,[14][81]
AREAS012.DAT:8:20,AREAS012.DAT,8,20,"[14][01][01]""The Pabpab seem to[01]know when it's[01]possible to cross[02]the flats. I don't[01]know how, but they[01]do.[02]Don't worry--when[01]the time comes,[01]they'll take you.""",211,[14][01]
AREAS012.DAT:8:28,AREAS012.DAT,8,28,It looks like these are[01]Beyd's notes on the[01]Pabpab language.[12],86,
AREAS012.DAT:8:29,AREAS012.DAT,8,29,"[05][02]ain[06]   --  during, a period[01][05][02]ishi[06]  --  east[01][05][02]kairu[06] --  guide, teach[02][05][02]ko[06]    --  here, this[01][05][02]michu[06] --  secret[01][05][02]nah[06]   --  fish[02][05][02]ni[06]    --  you, that[01][05][02]no[06]    --  wrong, bad",255,
AREAS012.DAT:8:30,AREAS012.DAT,8,30,"[05][02]nosta[06]    --  north[01][05][02]pabpab[06]   --  us[01][05][02]paketo[06]   --  but, still[02][05][02]poto[06]     --  more, amazing[01][05][02]purechi[06]  -- friend[02][05][02]pukapuka[06] --  slowly, relaxed[01](also has connotation of[01]""What will be, will be"")[02][05][02]rikuku[06]   --  medicine[01][05][02]roi[06]      --  rock, stone",356,
AREAS012.DAT:8:31,AREAS012.DAT,8,31,"[05][02]sanami[06] --  south[01][05][02]santo[06]  --  thanks[01][05][02]sonna[06]  --  sorry[02][05][02]taan[06]   --  time[01][05][02]tatoru[06] --  dance[01][05][02]temi[06]   --  enemy, bad person[02][05][02]treja[06]  --  treasure[01][05][02]ueshi[06]  --  west",243,
AREAS012.DAT:8:32,AREAS012.DAT,8,32,"[14][01][01]""What!? Someone's[01]sick?""",38,[14][01]
AREAS012.DAT:8:33,AREAS012.DAT,8,33,"[14][83]G""Yes, in that room[01]over there.[02]One of the Pabpabs[01]was crouched over[01]and moaning.""",118,[14][83]
AREAS012.DAT:8:34,AREAS012.DAT,8,34,"[14][01][01]""The truth is...[02]None of the herbs[01]around here can be[02]used to cure that[01]disease.[02]I've tried[01]everything,[01]but...""",160,[14][01]
AREAS012.DAT:8:35,AREAS012.DAT,8,35,"[14][83]G""Then...What's going[01]to happen to him!?""",61,[14][83]
AREAS012.DAT:8:36,AREAS012.DAT,8,36,"[14][01][01]""Besides, the Pabpab[01]say '[05][02]pukapuka[06]'...[02]'[05][02]What will be,[01]will be[06]'...[02]It's their way of[01]life...[02]Dying doesn't seem[01]to bother them much.""",198,[14][01]
AREAS012.DAT:8:37,AREAS012.DAT,8,37,"[14][C1]@""Well, it bothers me![01]We can't just let[01]him die![02]We'll go get the[01]herbs you need![02]Where can we find[01]them?""",153,[14][C1]
AREAS012.DAT:8:38,AREAS012.DAT,8,38,"[0C][06][14][C2]@""We can't just sit[01]around here waiting,[01]doing nothing.[02]Let us do something[01]to help pay back[01]your hospitality.""",162,
AREAS012.DAT:8:39,AREAS012.DAT,8,39,"[14][01][01]""All right then...[02]First, you'll need[01]to go to [05][02]Lyp[06].""",82,[14][01]
AREAS012.DAT:8:40,AREAS012.DAT,8,40,"[14][01][01]""The herbs we need[01]can be found[02]somewhere on the[01]ocean.[02]Someone in Lyp[01]should be able to[02]tell you where to[01]find it.""",167,[14][01]
AREAS012.DAT:8:41,AREAS012.DAT,8,41,"[14][01][01]""You should be able[01]to find out something[02]about the herbs in[01]Lyp.[02]Thank you for your[01]help.""",132,[14][01]
AREAS012.DAT:8:43,AREAS012.DAT,8,43,"[0C][04][14][81]A""Did you find the[01]herbs? Thank you so[01]much.[02]Come along--let's go[01]give them to him and[01]see what happens.""",153,
AREAS012.DAT:8:44,AREAS012.DAT,8,44,[03] gave the mozweed to[01]the Pabpab...,50,
AREAS012.DAT:8:46,AREAS012.DAT,8,46,It's working...?,23,
AREAS012.DAT:8:47,AREAS012.DAT,8,47,"[0C][02][14][01][01]""Um...[0B]Thank you.[02]I don't know if it[01]will work, but[01]pukapuka...[02]We'll just have to[01]wait and see, won't[01]we?""",157,
AREAS012.DAT:8:48,AREAS012.DAT,8,48,"[0C][02][14][01][01]""It's late. You[01]should rest.[02]We'll see how he[01]feels in the[01]morning.""",103,
AREAS012.DAT:8:49,AREAS012.DAT,8,49,"[0C][06][14][C1]@""Look! It looks like[01]the herbs worked!""",62,
AREAS012.DAT:8:51,AREAS012.DAT,8,51,"[14][01][01]""He says that[01]although he might[01]have gotten better[02]just by dancing, he's[01]sure the herbs you[01]brought helped him,[02]so he'd like to[01]thank you very much.""",213,[14][01]
AREAS012.DAT:8:53,AREAS012.DAT,8,53,"[14][01][01]""As I was saying,[01]'pukapuka' is their[01]way of life.[02]It means what will[01]be, will be...[02]It also has another[01]meaning--[02]that things will all[01]work out in the[01]end.""",225,[14][01]
AREAS012.DAT:8:55,AREAS012.DAT,8,55,"[14][84]G""Well, we're just[01]glad he got better.[02][14][85]GUm...He is happy he[01]got better, isn't[01]he?""",121,[14][84]
AREAS012.DAT:8:57,AREAS012.DAT,8,57,"[14][01][01]""Thank you--all of[01]you--for your help.""",59,[14][01]
AREAS012.DAT:8:58,AREAS012.DAT,8,58,"[0C][06][14][80]@""Purechi! Purechi!""",34,
AREAS012.DAT:8:60,AREAS012.DAT,8,60,"[14][81]A""It looks like the[01]tide is going out.[02]You'll be able to[01]cross the flats[01]very soon.""",121,[14][81]
AREAS012.DAT:8:62,AREAS012.DAT,8,62,"[0C][05][14][01][01]""Please, you must[01]hurry.[02]The road through the[01]flats will only be[02]exposed for a[01]little while!""",138,
AREAS012.DAT:8:63,AREAS012.DAT,8,63,"[0C][06][14][C1]@""Thank you for[01]letting us stay[01]here, Mr. Beyd!""",73,
AREAS012.DAT:8:64,AREAS012.DAT,8,64,"[0C][06][14][C2]@""Thanks.""",20,
AREAS012.DAT:8:65,AREAS012.DAT,8,65,"[0C][06][14][C5]@""[04][05] says we will[01]hurry.""",41,
AREAS012.DAT:8:66,AREAS012.DAT,8,66,"[0C][06][14][C4]@""Don't worry--we'll[01]make it.""",48,
AREAS012.DAT:8:67,AREAS012.DAT,8,67,"[0C][05][14][01][01]""Poko will show you[01]the way to the flats.[02]Good luck to you![01]Purechi pukapuka!""",117,
