offset,text_source,byte_budget
0x183bf7,"As we make our way back to the Hakurokaku Inn,\n",48
0x183c28,I feel the eyes of passersby on me.,35
0x183c4c,"I guess it's only natural. I've got Kuon,\n",43
0x183c78,"Rulutieh, Atuy, Nekone, and those twins\n",41
0x183ca2,beside me.,10
0x183cad,"Personalities aside, they're all pretty good-\n",47
0x183cdd,"looking, and I'm the only guy accompanying all\n",48
0x183d0e,of them.,8
0x183d17,"Yeah, no wonder. If I saw a guy cruising down\n",47
0x183d47,"the street like this, I'd be jealous too...",43
0x183d77,...How did it end up like this?,31
0x183d97,"...Yeah, I should probably try to accept reality.",49
0x183dc9,"The judgemental strangers are one thing, but the\n",50
0x183dfc,stares from Kuon and the others hurt even more.,47
0x183e2c,"I explained the situation, so it's clear I'm not\n",50
0x183e5f,at fault here... So why are they glaring like\n,47
0x183e8f,that?,5
0x183e95,"They do understand, right...?\n",31
0x183eb5,Right!?,7
0x183ebd,Maybe it's the chains I've got attached to the\n,48
0x183eee,twins like a leash?,19
0x183f02,"But I clearly didn't have a choice in that,\n",45
0x183f30,either. I tried to explain it again and again!,46
0x183f5f,"Um, hey. So... how about we take those chains\n",47
0x183f8f,off now?,8
0x183f98,No.,3
0x183f9c,No. We can't.,13
0x183faa,Until we reach home.,20
0x183fbf,We shall keep these on until we reach our home.,47
0x183fef,A ritual.,9
0x183ff9,This is a very special ritual in which we become\n,50
0x18402c,"your possessions, Master.",25
0x184046,A precious memory.,18
0x184059,We wish to etch this moment in our hearts\n,43
0x184085,forever.,8
0x18408e,It seems like they're really into this. They keep\n,51
0x1840c2,refusing to take those off.,27
0x1840de,"If I wanted to, I could make them--I mean, if\n",47
0x18410e,"I'm assertive about it, they'd probably listen,\n",49
0x184140,but--,5
0x184146,An order?,9
0x184150,"If it is an order, Master, we shall oblige.\n",45
0x18417e,"We belong to you, Master.",25
0x184198,We shall serve.,15
0x1841a8,Our purpose for existing is your satisfaction.,46
0x1841d7,Orders are absolute.,20
0x1841ec,Following your orders brings us nothing but the\n,49
0x18421e,"greatest of joy, Master.",24
0x184237,Urgh...,7
0x18423f,They're... serious. Aren't they.,32
0x184260,"OK, what the hell am I going to do?\n",37
0x184286,I highly doubt the nation's ruler would give\n,46
0x1842b5,them to me as a joke.,21
0x1842cb,Orders of a sexual nature are permitted.,40
0x1842f4,Orders of a sexual nature are highly recommended.,49
0x184326,Bfwah!?,7
0x18432e,Wh-What the hell are they saying...!?,37
0x184354,"Kuon's eyes narrow to slits, and Nekone levels\n",48
