offset,text_source,byte_budget
0x73468,Ukon leads his company deeper into the mountains\n,50
0x7349b,to join up with the strike team waiting in the\n,48
0x734cc,wings.,6
0x734d3,The journey takes maybe an hour...,34
0x734f6,"...and before long, the sounds of crashing metal\n",50
0x73529,and shouted battlecries fill our ears.,38
0x73550,So it's already started...,26
0x7356b,"Judging from how loud the noises are, it's a\n",46
0x7359a,pretty large-scale battle.,26
0x735b5,I wouldn't stand a chance if I got involved in\n,48
0x735e6,something like that.,20
0x735fb,...Sir Haku?,12
0x73608,Whoa!,5
0x73613,"N-No, it's nothing, sorry.",26
0x7362e,That damn bird is still catching me off-guard...,48
0x7365f,Did you need something?,23
0x73677,Oh... yes. I-I just... wanted to say I'm sorry for\n,52
0x736ac,dragging you into this...,25
0x736c6,"Dragging me into this? What, you mean guarding you\n",52
0x736fb,while the others fight?,23
0x73713,Don't worry about it. Really.,29
0x73731,I'd rather be here than in that huge melee\n,44
0x7375e,"happening out there, that's for sure.",37
0x73784,"Besides, this was a personal request from Ukon.\n",49
0x737b6,"If he wants me here, then I'm not gonna complain.",49
0x737e8,"You must have been scared, though, Rulutieh. You\n",50
0x7381b,holding up OK?,14
0x7382a,"Even with Ukon's agents among the bandits, things\n",51
0x7385e,could have gone pretty badly back there.,40
0x73887,If that Moznu guy hadn't backed down...,39
0x738af,I-I'm all right.,16
0x738c0,"Miss Kuon was there with me... A-And you, too,\n",48
0x738f1,Sir Haku.,9
0x738fb,"...While I'm happy to hear her say that, I'm not\n",50
0x7392e,sure there's much I would have been able to do.,47
0x7395e,"You really are noble at heart, Rulutieh. I guess\n",50
0x73991,I should expect nothing less from a princess.,45
0x739bf,"A-Ah--a princess--N-No, please don't...",39
0x739e7,"Oh? Did I say something to embarrass her, or...",47
0x73a17,Still... I think it turned out to be a good thing\n,51
0x73a4b,we joined up with Ukon.,23
0x73a63,Hmhm. Even with our terrible experience so far?,47
0x73a93,"Yeah. I mean, say we HADN'T taken him up on his\n",49
0x73ac5,"offer. We'd still have to take this road, right?",48
0x73af6,We could've gotten caught on our own by those\n,47
0x73b26,bandits.,8
0x73b2f,If that happened... I dunno if we'd have made it\n,50
0x73b62,through unscathed like we did.,30
0x73b81,"Even if Ukon has a mole in their ranks, there's no\n",52
0x73bb6,guarantee they'd risk their cover for strangers.,48
0x73be7,There's the distinct possibility that they'd just\n,51
0x73c1b,as soon NOT help us to earn the bandits' trust.,47
0x73c4b,"So, yeah. I think it was the right decision to\n",48
0x73c7c,come along with Ukon.,21
0x73c96,Just so! Just so.,17
0x73ca8,Wh--,4
0x73cad,"Master Haku, thy fate and ours are entwine'd as\n",49
0x73cdf,the vine is unto the stem!,26
0x73cfa,M-Maroro? Didn't you go with the others?,40
0x73d23,Hardly! The prospect of abandoning thee wracked\n,49
0x73d55,"my heart with worry. Ukon bade me stay, when I\n",48
0x73d86,asked the boon of him.,22
0x73d9d,I see...,8
0x73da6,Maroro's magic is nothing if not a powerhouse.,46
0x73dd5,"It's reassuring to have him with us, for sure,\n",48
0x73e06,but...,6
0x73e0d,...I can't honestly say I'm HAPPY about it?,43
0x73e39,But to speak truth--so afear'd was poor Maroro\n,48
0x73e6a,that his heart did threaten to beat out his chest!,50
0x73e9d,"He'd been pale and trembling, true--but then, it's\n",52
0x73ed2,difficult to tell through the makeup.,37
0x73ef8,Is he really going to be all that helpful...?,45
0x73f26,"Ah, but would that my companions told me of their\n",51
0x73f5a,scheme! Is Maroro so undeserving of trust?,42
0x73f85,I don't think they had a choice. Any hint of\n,46
0x73fb4,suspicion might've ruined the whole ruse.,41
0x73fde,"That's the way it is, I'm afraid.",33
0x74000,All we have to do is wait for Ukon and the others\n,51
0x74034,to get back.,12
0x74041,...Hm?,6
0x74048,...Huh!?,8
0x74051,Useless fuckin' SHIT-ass sentries! How'd they even\n,52
0x74086,find the hideout to begin with!?,32
0x740a7,Bandit,6
0x740ae,"B-Boss, uh... Y'think maybe that Nosuri broad\n",47
0x740de,ratted us out? Just think about it...,37
0x74104,What?,5
0x7410a,Just 'cause you've gotta great pair of tits in\n,48
0x7413b,"your face, do you gotta believe everything she\n",48
0x7416c,says?,5
0x74172,Shut it! You all saw 'em. A man's only got so much\n,52
0x741a7,willpower with those things right in front of him!,50
0x741da,"Yeah, fair enough...",20
0x741ef,Boss's got a point.,19
0x74203,"Heh... Too bad for The Chest, though. I'll bet she\n",52
0x74238,never woulda dreamed there's a secret passage.,46
0x74267,"Now, let's scram. We'll regroup, figure out how to\n",52
0x7429c,get revenge on that b--,23
0x742b4,Head,4
0x742b9,WHUT!?,6
0x742c0,Wh-What is it!?,15
0x742d0,These guys--It's the bandits from earlier!,42
0x742fb,Wh-What the hell are YOU doin' here!?,37
0x74321,"B-Boss, what should we do?",26
0x7433c,"Hah! What're you, an idiot? We smash some heads!",48
0x7436d,"Ain't this a nice little surprise, you fallin'\n",48
0x7439e,"into my lap again? Like moths to the flame,\n",45
0x743cc,aren'tcha?,10
0x743d7,Heh heh. I'll be sure to give you plenty of lovin'\n,52
0x7440c,after we get outta here.,24
0x74425,"All right, boys! Tie the women up, and give the\n",49
0x74457,guys what's comin' to 'em!,26
0x74472,"Get back, Rulutieh!",19
0x74486,Eep--,5
0x74493,"A-Ah, no, Cocopo--",18
0x744b8,"Please, just run!",17
0x744ca,What're you saying? I can't just leave you to\n,47
0x744fa,this guy.,9
0x74504,"No, you don't understand...",27
0x74522,"Please, all of you--get away as fast as you can!",48
0x74553,Huh?,4
0x74558,Eh? What're you sayin'?,23
0x74570,"This bird is a gentle soul, but... I-If you make\n",50
0x745a3,Cocopo angry... Y-You'll regret it!,35
0x745c7,Pfffft. You think threatening me with your big\n,48
0x745f8,"bird is gonna work, little girl?",32
0x74619,Gyah!,5
0x7461f,Hngaaah!!,9
0x74629,Eh!?,4
0x7462e,So that's what she meant...,27
0x74662,RightFoot,9
0x7466c,LeftFoot,8
