offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD111.DAT:7:0,AREAD111.DAT,7,0,"[14][80]@""W...[0B]Well? How do[01]you like being so[01]high up?[02]Pretty scary, isn't[01]it? You can still[01]quit if you want to!""",152,[14][80]
AREAD111.DAT:7:1,AREAD111.DAT,7,1,"[14][80]@""W...[0B]Well? How do[01]you like being so[01]high up?[02]Pretty scary, isn't[01]it? You can still[01]quit if you want to!""",152,[14][80]
AREAD111.DAT:7:4,AREAD111.DAT,7,4,"[0C]!Dodge Iggy's attacks by[01]pressing the ~ button[01]to jump.[02]If you can knock him off[01]the mast, you win!",141,
AREAD111.DAT:7:6,AREAD111.DAT,7,6,"[14][82]B""How do you like the[01]feel of the ocean[01]breeze on your face?""",89,[14][82]
AREAD111.DAT:7:7,AREAD111.DAT,7,7,"[14][82]B""All right then,[01]what's our heading?""",57,[14][82]
AREAD111.DAT:7:9,AREAD111.DAT,7,9,"[14][82]B""The Western[01]Continent, eh?[02]Well, we can't take[01]you there directly[01]by ship.""",111,[14][82]
AREAD111.DAT:7:10,AREAD111.DAT,7,10,"[14][82]B""But we can take you[01]to one of the islands[01]close by.[02]I've heard you can[01]walk over the tidal[02]flats from there to[01]the mainland.[02]I don't know if it's[01]true or not, but you[02]should be able to[01]find some way there.",293,[14][82]
AREAD111.DAT:7:11,AREAD111.DAT,7,11,"[14][82]B""It'll take us a few[01]days to get there,[02]so sit back, relax[01]and enjoy the trip!""",115,[14][82]
AREAD111.DAT:7:12,AREAD111.DAT,7,12,"[14][80]@""All clear!""",22,[14][80]
AREAD111.DAT:7:13,AREAD111.DAT,7,13,"[14][01][01]""It sure feels good[01]to be out on the[01]ocean like this,[02]doesn't it, [04]",99,[14][01]
AREAD111.DAT:7:18,AREAD111.DAT,7,18,"[0C][05][14][04][05]""There's something[01]chasing after us...[02]It looks like it's[01]hitting the ship.""",114,
AREAD111.DAT:7:19,AREAD111.DAT,7,19,"[0C][04][14][82]B""A whale?...Dolphin?[02]No, it's too[01]small...[01]What is that!?""",89,
AREAD111.DAT:7:20,AREAD111.DAT,7,20,"[0C][05][14][05][06]""Ha ha ha ha![02]Did you think I was[01]going to give up that[01]easily!?[02]It takes more than[01]that to get rid of[01]Kahn!""",160,
AREAD111.DAT:7:21,AREAD111.DAT,7,21,"[0C][05][14][05][06]""You may have beaten[01]me before, but if you[02]think I'm the same[01]man you've fought[01]in the past,[02]you're in for a big[01]surprise![02]Hrraaaarrrrh![01]Defend yourselves!""",226,
AREAD111.DAT:7:22,AREAD111.DAT,7,22,"[0C][8B][14][05][06]""Waaaaah!""[13]0[0C][03][14]A",30,
AREAD111.DAT:7:24,AREAD111.DAT,7,24,"[0C][02][14][82]B""He came to us a[01]while back, saying he[02]wanted to learn how[01]to be a sailor...[02]But as you can see,[01]all he was interested[02]in was getting into[01]fights.""",213,
AREAD111.DAT:7:25,AREAD111.DAT,7,25,"[0C][02][14][82]B""Getting whalloped by[01]you is just what he[02]needed, if you ask[01]me.""",99,
AREAD111.DAT:7:26,AREAD111.DAT,7,26,"[0C][02][14][82]B""I wouldn't worry[01]about him...[02]One of the dolphins[01]will probably help[02]him and take him[01]back to town...""",152,
AREAD111.DAT:7:27,AREAD111.DAT,7,27,"And so, for some time after[01]that,",47,
AREAD111.DAT:7:28,AREAD111.DAT,7,28,our ocean voyage,23,
AREAD111.DAT:7:29,AREAD111.DAT,7,29,continued without incident.,38,
AREAD111.DAT:7:31,AREAD111.DAT,7,31,"[14][02][02]""I wish I could tell[01]you there's nothing[01]to worry about,[02]but the wind's[01]stopped.[02]It shouldn't have,[01]though...Not here.""",171,[14][02]
AREAD111.DAT:7:33,AREAD111.DAT,7,33,"[0C][02][14][C1]@""Zig! I can see an[01]island ahead!""",54,
AREAD111.DAT:7:34,AREAD111.DAT,7,34,"[0C][06][14][80]@""Island? You[01]mean...?""",38,
AREAD111.DAT:7:35,AREAD111.DAT,7,35,"[14][02][02]""Yep...It looks like[01]we ended up exactly[02]where we don't want[01]to be...[02]Blast! How could[01]I have let this[01]happen!?""",162,[14][02]
