offset,text_target
AREAS050.DAT:7:0,Que surpresa![02]Vocês vieram aqui de navio!?
AREAS050.DAT:7:1,Que surpresa![02]Vocês vieram aqui de navio!?
AREAS050.DAT:7:2,"Meu nome eh Koshka.[02]Nao recebemos muitos visitantes, mas quando[01]recebemos, eu os deixo ficar na minha casa.[02][19]"
AREAS050.DAT:7:3,Desculpa. Nao sabia que voces nao[01]tinham dinheiro suficiente.
AREAS050.DAT:7:4,"Oi, estranho.[01]Procurando algo?[02]Tenho um monte de coisas que voce[01]nao acha em lugar nenhum![12][84][0C][94]Comprar[01]Vender[01]Trocar[01]Nunca"
AREAS050.DAT:7:5,"Tempo atras, um mercador passou por aqui.[02]Disse que procurava... Como eh que ele disse? 'Mercadorias raras e unicas,' disse.[02]Desde entao, todos os homens daqui ficaram com vontade de vender coisas,[01]achando que sao mercadores!"
AREAS050.DAT:7:6,"Talvez eu devesse procurar algo para vender[01]eu mesmo...[02]Aposto que se eu fosse as ruinas de En[01]Jhou, eu acharia algo..."
AREAS050.DAT:7:7,"As ruinas, voce diz?[02]Se eh as [05][02]ruinas de En Jhou[06],[01]elas ficam a leste do Rio Shan."
AREAS050.DAT:7:8,Voce vai nas ruinas procurando tesouro perdido?[02]Voce soa exatamente como meu[01]marido...
AREAS050.DAT:7:9,Voce vai nas ruinas procurando tesouro perdido?[02]Voce soa exatamente como meu[01]marido...
AREAS050.DAT:7:10,"Oi, estranho. O que?[01]Jarras?[02]Sim, eu faço jarras. Por que -- voce quer comprar uma?[12]"
AREAS050.DAT:7:11,Tudo bem -- como quiser!
AREAS050.DAT:7:12,"Tudo bem, eu faco uma para voce.[02]Vai levar tempo, mas--volta depois."
AREAS050.DAT:7:13,Ainda nao esta pronta. Volta depois.
AREAS050.DAT:7:14,"Bem, esta pronta.[02][19]"
AREAS050.DAT:7:15,Obrigado!
AREAS050.DAT:7:16,Por que nao volta depois com dinheiro?
AREAS050.DAT:7:18,"Lembro quando eu era criança, eles faziam aquelas jarras[01]e davam para as pessoas.[02]Mas agora a gente recebe gente de todo lugar[01]comprando..."
AREAS050.DAT:7:19,Nunca imaginei que havia algo assim[01]ainda nas ruinas...[02]Deveria ter procurado[01]melhor!
AREAS050.DAT:7:20,"Aposto que voce nao achou nada valioso nas ruinas, achou?[02]Eh porque todo mundo aqui ja[02]pegou tudo que valia a pena e[01]vendeu!"
AREAS050.DAT:7:21,"Huh? Qual eh o caminho para a capital, voce diz?[02]Hmm... Nao lembro...[01]A gente nao sai por la muito, sabe..."
