offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD030.DAT:7:2,AREAD030.DAT,7,2,"[14][C1]@""Let's hurry and try[01]to get over them[01]before it gets dark.""",87,[14][C1]
AREAD030.DAT:7:3,AREAD030.DAT,7,3,"[0C][04][14][C1]@""Looks like we've run[01]out of road...""",59,
AREAD030.DAT:7:4,AREAD030.DAT,7,4,"[0C][06][14][C1]@""But don't worry.[02]We should be able to[01]jump over this.""",85,
AREAD030.DAT:7:5,AREAD030.DAT,7,5,"[0C][06][14][C1]@""All you have to do[01]to jump is stand at[02]a place where it's[01]narrow enough to[01]jump,[02]and press the [7F][01]button[02]or move in the[01]direction you want[02]to jump using the[01][05][02]directional buttons[06].[01]Try it!""",272,
AREAD030.DAT:7:6,AREAD030.DAT,7,6,"[0C][04][14][C1]@""...[0B]...[0B]See? It's[01]easy, isn't it?[01]One more to go.""",79,
AREAD030.DAT:7:7,AREAD030.DAT,7,7,"[0C][04][14][C1]@""Are you afraid of[01]heights?[02]I'm a Wyndian--we[01]love high places.""",97,
AREAD030.DAT:7:8,AREAD030.DAT,7,8,"[14][C1]@""Good thing you were[01]able to jump--we're[01]really high up!""",85,[14][C1]
AREAD030.DAT:7:9,AREAD030.DAT,7,9,"[14][C1]@""Whoa!...[0B]...[0B]""",26,[14][C1]
AREAD030.DAT:7:10,AREAD030.DAT,7,10,"[14][80]@""Don't you just love[01]that feeling you get[02]looking down from a[01]high place like this?[02]It makes me dizzy--[01]it's so exciting!""",176,[14][80]
AREAD030.DAT:7:11,AREAD030.DAT,7,11,"[14][81]@""Are...[0B]Are you all[01]right, [04]",44,[14][81]
AREAD030.DAT:7:12,AREAD030.DAT,7,12,"[14][82]@""Did you do that[01]because you thought[01]I needed help?""",78,[14][82]
AREAD030.DAT:7:13,AREAD030.DAT,7,13,"[14][82]@""You're not hurt, are[01]you?[02]I'm sorry. I didn't[01]tell you about my[01]wings...[02]I can use them to[01]fly a little, so I[02]can survive a fall[01]like that.""",202,[14][82]
AREAD030.DAT:7:14,AREAD030.DAT,7,14,"[14][C1]@""But it was very[01]brave of you to do[01]that, [04]",65,[14][C1]
AREAD030.DAT:7:15,AREAD030.DAT,7,15,"[0C][06][14][C1]@""Looks like the sun's[01]going down...""",58,
AREAD030.DAT:7:16,AREAD030.DAT,7,16,"[0C][06][14][C1]@""It's probably safer[01]if we wait until it's[02]light to climb up the[01]cliff...[02]Let's look for a[01]place we can sleep.""",163,
AREAD030.DAT:7:17,AREAD030.DAT,7,17,"It looks like you could[01]climb up here, but you[01]should wait until morning.",103,
AREAD030.DAT:7:18,AREAD030.DAT,7,18,"[0C][04][14][C1]@""Looks like we could[01]camp here.""",52,
AREAD030.DAT:7:19,AREAD030.DAT,7,19,"[0C][04][14][83]@""Now all we need...[01][14][83]@is a fire.""",55,
AREAD030.DAT:7:20,AREAD030.DAT,7,20,"[0C][02][14][C1]@""...[0B]And that's how I[01]ended up here.""[13]`[0C][04][14][C1]@""Where are you[01]heading, [04]",104,
AREAD030.DAT:7:21,AREAD030.DAT,7,21,"[0C][04][14][C1]@""Where are you[01]heading, [04]",43,
AREAD030.DAT:7:22,AREAD030.DAT,7,22,"[14][C1]@""Tomorrow, once we[01]get to town,[02][14][83]@I'm sure we'll be[01]able to find someone[01]who knows you.""",129,[14][C1]
AREAD030.DAT:7:24,AREAD030.DAT,7,24,[14][04][01]There's no reason to[01]go back down there.,61,[14][04]
