offset,text_target
AREAD005.DAT:8:0,[05][02]Painel de Controle de Comporta[06][01]Acesso nao autorizado[01]proibido!
AREAD005.DAT:8:1,[05][02]Painel de Controle de Comporta[06][01]Acesso nao autorizado[01]proibido!
AREAD005.DAT:8:5,"[14][01][01]""Parou!...[0B]Parou!"""
AREAD005.DAT:8:6,"[0C][01][14][02][02]""Quem esta mexendo na[01]comporta?"""
AREAD005.DAT:8:7,"[0C][05][14][02][02]""Vcs querem fechar[01]a comporta?"""
AREAD005.DAT:8:8,"[0C][04][14]B@""Uh...Sim...Sim, queremos,[01]mas essa maquina[01]aqui..."""
AREAD005.DAT:8:9,"[0C][04][14][C1]@""E, isso mesmo...[01]Mas essa maquina..."""
AREAD005.DAT:8:10,"[0C][05][14][82][02]""Parou mesmo, sabe?[02]Tem travado ultimamente...[02]Vcs tem que virar[01]bem rapido para[01]fazer funcionar."""
AREAD005.DAT:8:11,"[0C][05][14][02][02]""Olhem so...[0B]Vou explicar[01]o que vcs tem que fazer."""
AREAD005.DAT:8:12,"[0C][05][14][02][02]""Primeiro, vcs precisam[01]virar esse [05][02]volante[06][01]aqui, na mao."""
AREAD005.DAT:8:13,"[0C][05][14][02][02]""Depois, quando o[01]volante estiver[01]bem rapido,[02]puxem essa alavanca[01]aqui."""
AREAD005.DAT:8:14,"[0C][05][14][02][02]""Se vcs so querem[01][05][02]fechar[06] a comporta,[02]nao precisa girar tao[01]rapido nao.[02]Mas quanto mais rapido,[01]mais facil fica, sabe?[02]Entao nada de[01]relaxar na [05][04]forca[06] nao."""
AREAD005.DAT:8:15,[0C]!Quer ler as instrucoes?[12]
AREAD005.DAT:8:16,[0C]!Use os botoes direcionais[01]para mover [04]
AREAD005.DAT:8:17,"[0C]!O segredo eh comecar devagar[01]e depois acelerar.[02]Vcs podem girar o volante[01]nos dois sentidos.[02]Quando o som fica agudo,[02]eh hora de ligar a maquina[01]apertando o ~ botao.[02]Mas pode ser interessante[01]ver o que acontece se[02]nao apertar e deixar[01]acelerar mais um pouco.[02]Se [04]"
AREAD005.DAT:8:18,"[0C][05][14][02][02]""Certo entao,[01]vamos comecar.[02]Um de vcs tem que[01]virar o volante,[01]enquanto outro[02]vem puxar essa alavanca[01]aqui."""
AREAD005.DAT:8:19,"[14][02][02]""Parece que nao timing[01]certo.[02]Precisam girar[01]um pouco mais rapido[01]que isso."""
AREAD005.DAT:8:20,"[14][02][02]""Quer tentar[01]de novo?""[12][02][0C][82]Sim[01]Nao"
AREAD005.DAT:8:21,"[14][02][02]""Quer que eu explique[01]como funciona?""[12][03][0C][82]Sim[01]Nao"
AREAD005.DAT:8:22,"[14][02][02]""Parece que fechou..."""
AREAD005.DAT:8:23,"[14][02][02]""Agora vcs conseguem[01]passar sobre a comporta.[02]Nao sei pra onde vcs[01]vao, mas boa sorte![01]Boa jornada!"""
AREAD005.DAT:8:24,"[14][02][02]""Agora vcs conseguem[01]passar sobre a comporta.[02]E vcs consertaram ela[01]direitinho.[02]Muito obrigado!"""
AREAD005.DAT:8:25,"[14][02][02]""Quero dar algo pra[01]vcs pelo trabalho.[02]Peguem so...[01]Espero que sirvam![01]"""
AREAD005.DAT:8:27,"[14][02][02]""Tenham uma[01]boa jornada."""
AREAD005.DAT:8:28,"[14][02][02]""Se fosse vcs, cruzava[01]logo.[02]O dragao ta[01]estranho de novo."""
