offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD005.DAT:8:0,AREAD005.DAT,8,0,    [05][02]Sluice Control Panel[06][01]    Unauthorized access[01]         prohibited!,101,
AREAD005.DAT:8:1,AREAD005.DAT,8,1,    [05][02]Sluice Control Panel[06][01]    Unauthorized access[01]         prohibited!,101,
AREAD005.DAT:8:5,AREAD005.DAT,8,5,"[14][01][01]""It...[0B]stopped!""",27,[14][01]
AREAD005.DAT:8:6,AREAD005.DAT,8,6,"[0C][01][14][02][02]""Who's playing around[01]with the sluice?""",62,
AREAD005.DAT:8:7,AREAD005.DAT,8,7,"[0C][05][14][02][02]""You want to close[01]the sluice?""",51,
AREAD005.DAT:8:8,AREAD005.DAT,8,8,"[0C][04][14]B@""Uh...Yeah...Yeah, we[01]do, but this machine[01]here...""",79,
AREAD005.DAT:8:9,AREAD005.DAT,8,9,"[0C][04][14][C1]@""Yes, that's right...[01]But this machine...""",66,
AREAD005.DAT:8:10,AREAD005.DAT,8,10,"[0C][05][14][82][02]""It's stopped, right?[02]It's been a little[01]stiff lately...[02]You have to turn it[01]really fast to get[01]it to work.""",159,
AREAD005.DAT:8:11,AREAD005.DAT,8,11,"[0C][05][14][02][02]""Here...[0B]I'll explain[01]what you have to do.""",68,
AREAD005.DAT:8:12,AREAD005.DAT,8,12,"[0C][05][14][02][02]""First, you have to[01]turn this [05][02]flywheel[06][01]here by hand.""",86,
AREAD005.DAT:8:13,AREAD005.DAT,8,13,"[0C][05][14][02][02]""Then, when the[01]wheel's spinning[01]fast enough,[02]flip this switch[01]here.""",104,
AREAD005.DAT:8:14,AREAD005.DAT,8,14,"[0C][05][14][02][02]""If you just want to[01][05][02]close[06] the sluice,[02]it doesn't have to be[01]spinning that fast.[02]But, the faster it[01]goes, the easier it[01]is to operate,[02]so I wouldn't mind[01]if you put a little[02][05][04]extra effort[06] into[01]it.""",290,
AREAD005.DAT:8:15,AREAD005.DAT,8,15,[0C]!Do you want to read the[01]instructions?[12],57,
AREAD005.DAT:8:16,AREAD005.DAT,8,16,[0C]!Use the directional buttons[01]to make [04],55,
AREAD005.DAT:8:17,AREAD005.DAT,8,17,"[0C]!The trick to spinning the[01]wheel is to start out[01]slowly, then speed up.[02]You can turn the wheel in[01]either direction.[02]When the sound of the wheel[01]spinning becomes high-[01]pitched, that's the signal[02]to start the machine by[01]pressing the ~ button.[02]However, you might want to[01]see what happens if you[02]don't press the button and[01]let the machine continue[01]to speed up for a while.[02]If [04]",524,
AREAD005.DAT:8:18,AREAD005.DAT,8,18,"[0C][05][14][02][02]""All right then,[01]let's get started.[02]One of you has to[01]turn the wheel,[01]while someone else[02]has to come over here[01]to push the switch.""",191,
AREAD005.DAT:8:19,AREAD005.DAT,8,19,"[14][02][02]""Looks like you[01]didn't time it right.[02]You have to spin[01]it a little faster[01]than that.""",124,[14][02]
AREAD005.DAT:8:20,AREAD005.DAT,8,20,"[14][02][02]""Do you want to try[01]again?""[12][02][0C][82]Yes[01]No",57,[14][02]
AREAD005.DAT:8:21,AREAD005.DAT,8,21,"[14][02][02]""Do you want me[01]to explain how it[01]works?""[12][03][0C][82]Yes[01]No",76,[14][02]
AREAD005.DAT:8:22,AREAD005.DAT,8,22,"[14][02][02]""Looks like it[01]closed...""",40,[14][02]
AREAD005.DAT:8:23,AREAD005.DAT,8,23,"[14][02][02]""You should be able[01]to go across the top[01]of the sluice now.[02]I don't know where[01]you're headed, but[01]good luck to you!""",167,[14][02]
AREAD005.DAT:8:24,AREAD005.DAT,8,24,"[14][02][02]""You should be able[01]to go across the top[01]of the sluice now.[02]Also, it looks like[01]it's running a lot[01]smoother now.[02]Thanks a lot!""",183,[14][02]
AREAD005.DAT:8:25,AREAD005.DAT,8,25,"[14][02][02]""I'd like to give you[01]something for all[01]your work.[02]Here--hope you can[01]get some use out of[01]it!""",136,[14][02]
AREAD005.DAT:8:27,AREAD005.DAT,8,27,"[14][02][02]""Have a safe[01]journey.""",36,[14][02]
AREAD005.DAT:8:28,AREAD005.DAT,8,28,"[14][02][02]""I'd get across as[01]soon as I could if I[01]were you.[02]The dragon's acting[01]up again.""",117,[14][02]
