offset,text_target
AREAS032.DAT:8:0,"[0C][02][14][80]@""Pois bem! Eu vos[01]estava esperando."""
AREAS032.DAT:8:1,"[0C][02][14][80]@""Pois bem! Eu vos[01]estava esperando."""
AREAS032.DAT:8:2,"[0C][04][14][81]A""Você...! O que[01]fez com Elina!?"""
AREAS032.DAT:8:4,"[0C][03][14][02][02]""Onde está o General[01]Rhun?"""
AREAS032.DAT:8:5,"[0C][02][14][80]@""Ah, Capitão [04][04].[02]Receio que o tenha[01]perdido.[02]O General partiu[01]para a capital."""
AREAS032.DAT:8:6,"[0C][03][14][02][02]""Como? Por que?"""
AREAS032.DAT:8:7,"[0C][02][14][80]@""Receio que o General[01]e outros como ele[02]não pudessem[01]compreender o que[01]intento realizar..."""
AREAS032.DAT:8:8,"[0C][04][14][83]A""Não me importa com o[01]General ou o que ele[01]pensa!![02]O que quis dizer[01]quando disse que[01]Elina não está aqui!?"""
AREAS032.DAT:8:10,"[0C][04][14][C2]@""Espera!"""
AREAS032.DAT:8:11,"[14][84][03]""[04][02]...[0B]Você[01]veio...Como eu[01]havia rezado..."""
AREAS032.DAT:8:12,"[0C][06][14][C2]@""Elina! Não sabe[01]como fico feliz em[01]vê-la!"""
AREAS032.DAT:8:13,"[0C][06][14][85]D""Vamos, Elina--[01]podemos ir para casa[01]todos juntos agora."""
AREAS032.DAT:8:14,"[14][06][05]""Obrigada por virem[01]por mim, [04][02]...[01][04][01]...[02]Mas..."""
AREAS032.DAT:8:15,"[14][06][05]""Receio que não possa[01]sair daqui..."""
AREAS032.DAT:8:16,"[0C][06][14][87]D""Por que não!?[02]A capital foi[01]atacada--o Império[01]está distraído![02]Poderíamos fugir[01]antes que percebessem!"""
AREAS032.DAT:8:17,"[0C][06][14][C2]@""Ela está certa. Vamos,[01]Elina.[02]Vou protegê-la--[01]juro!"""
AREAS032.DAT:8:18,"[14][86][05]""O mundo está[01]mudando...Sinto[01]isso...[02][14][84][03]E você, [04][02], e[01][04][01] e os[01]demais...[02]Estão todos[01]envolvidos no[01]caminho que causa[01]essa mudança.[02]Fazem parte dela."""
AREAS032.DAT:8:19,"[0C][06][14][83]A""Elina...?"""
AREAS032.DAT:8:20,"[14][86][05]""Você deve continuar[01]sua jornada...[02]É necessário em um[01]lugar específico, em[01]um momento exato...[02]Você precisa estar lá!"""
AREAS032.DAT:8:21,"[0C][06][14][88]D""Elina..."""
AREAS032.DAT:8:22,"[14][06][05]""[04][01]...[02]Poderiam nos deixar[01]sozinhos por um momento?"""
AREAS032.DAT:8:23,"[14][04][03]""Obrigada, [04][01].[01]E, [04]"""
AREAS032.DAT:8:25,"[14][84][03]""Obrigada."""
AREAS032.DAT:8:27,"[0C][06][14][C1]@""Espera um momento...[02][14][89]DComo Elina sabia[01]seu nome, [04]"""
AREAS032.DAT:8:29,"[0C][06][14][83]A""Elina...?"""
AREAS032.DAT:8:30,"[14][86][05]""[04][02]...[02]Já lhe disse[01]como você faz parte[02]da grande mudança[01]que vem...[02]Como está envolvido[01]em uma corrente[01]poderosa que o leva."""
AREAS032.DAT:8:31,"[14][86][05]""Uma das correntes[01]que move o mundo é [04]"""
AREAS032.DAT:8:32,"[14][86][05]""Quando essas duas[01]correntes encontrarem,[02]você saberá o[01]verdadeiro sentido[01]de sua jornada."""
AREAS032.DAT:8:33,"[0C][06][14][83]A""O que quer dizer,[01]Elina?[02]Como pode saber[01]essas coisas?[02]E por que não pode[01]sair daqui?"""
AREAS032.DAT:8:34,"[14][86][05]""[04][02]...É[01]porque...[02]Porque eu..."""
AREAS032.DAT:8:37,"[0C][06][14][83]A""Transformada...?[02]Do que está falando!?"""
AREAS032.DAT:8:39,"[0C][06][14][81]A""Um sacrifício!?"""
AREAS032.DAT:8:44,"[0C][06][14][8C]A""Não...""[13]0[0C][02][14][C1]@""...[0B]...[0B]...[02]E assim, Elina se[01]viu noiva do[01]Príncipe de Ludia.[02][14][8D]DCerto, se [04][02][01]os tivesse[01]detido, neste[01]momento..."""
AREAS032.DAT:8:45,"[0C][02][14][C1]@""...[0B]...[0B]...[02]E assim, Elina se[01]viu noiva do[01]Príncipe de Ludia.[02][14][8D]DCerto, se [04][02][01]os tivesse[01]detido, neste[01]momento..."""
AREAS032.DAT:8:46,"[0C][02][14][C1]@""[04][02] está lá há[01]muito tempo...[02]Sobre o que[01]estarão conversando[01]tão demoradamente?"""
AREAS032.DAT:8:47,"[14][8C]A""NÃO!""[13]@[0C][05][14]"""
AREAS032.DAT:8:52,"[0C][06][14][81]A""Você...Você...Maníaco![01]Monstro![02]Vou matar com[01]minhas próprias mãos!!"""
AREAS032.DAT:8:53,"[0C][06][14][80]@""Matareis...[01]a mim!?[02]A mim...que posso[01]criar deuses! Não[01]podeis matar-me!"""
AREAS032.DAT:8:54,"[0C][06][14][80]@""Tenho um destino![02]Hei de usar meu[01]saber para[01]transformar o mundo!"""
AREAS032.DAT:8:55,"[14][86]E""[04][02]..."""
AREAS032.DAT:8:56,"[14][86]E""[04][02]...[02]É...[0B]É muito[01]tarde para mim."""
