offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS032.DAT:8:0,AREAS032.DAT,8,0,"[0C][02][14][80]@""Well! I've been[01]expecting you.""",52,
AREAS032.DAT:8:1,AREAS032.DAT,8,1,"[0C][02][14][80]@""Well! I've been[01]expecting you.""",52,
AREAS032.DAT:8:2,AREAS032.DAT,8,2,"[0C][04][14][81]A""You...! What[01]have you done[01]with Elina!?""",65,
AREAS032.DAT:8:4,AREAS032.DAT,8,4,"[0C][03][14][02][02]""Where is General[01]Rhun?""",41,
AREAS032.DAT:8:5,AREAS032.DAT,8,5,"[0C][02][14][80]@""Ah, Captain [04][04].[02]I'm afraid you just[01]missed him.[02]The General has left[01]for the capital.""",129,
AREAS032.DAT:8:6,AREAS032.DAT,8,6,"[0C][03][14][02][02]""What? Why?""",24,
AREAS032.DAT:8:7,AREAS032.DAT,8,7,"[0C][02][14][80]@""I'm afraid the[01]General and others[01]like him[02]would not be able[01]to appreciate what[01]I'm trying to do...""",149,
AREAS032.DAT:8:8,AREAS032.DAT,8,8,"[0C][04][14][83]A""I don't care about[01]the General or what[01]he thinks!![02]What did you mean[01]when you said Elina[01]isn't here!?""",152,
AREAS032.DAT:8:10,AREAS032.DAT,8,10,"[0C][04][14][C2]@""Wait!""",17,
AREAS032.DAT:8:11,AREAS032.DAT,8,11,"[14][84][03]""[04][02]...[0B]You[01]came...Just as I'd[01]prayed you would...""",75,[14][84]
AREAS032.DAT:8:12,AREAS032.DAT,8,12,"[0C][06][14][C2]@""Elina! You don't[01]know how glad I am[01]to see you!""",76,
AREAS032.DAT:8:13,AREAS032.DAT,8,13,"[0C][06][14][85]D""Come on, Elina--[01]we can all go home[01]together now.""",79,
AREAS032.DAT:8:14,AREAS032.DAT,8,14,"[14][06][05]""Thank you for coming[01]for me, [04][02]...[01][04][01]...[02]But...""",73,[14][06]
AREAS032.DAT:8:15,AREAS032.DAT,8,15,"[14][06][05]""I'm afraid I can't[01]leave here...""",52,[14][06]
