offset,text_source,byte_budget
0x46330,"Hhah--h-hah--hah, wheeze...",27
0x4634c,Seems like we were able to get away for the time\n,50
0x4637f,"being, thanks to Kuon's flash grenade...",40
0x463a8,Ukon and the other survivors grind to a stop\n,46
0x463d7,"around me, looking as out-of-breath as I am.",44
0x46404,D-Doth fate preserve us...?,27
0x46420,"Hey, how long are you gonna keep clinging to me?\n",50
0x46453,"Get off, already.",17
0x46465,Gyeh!,5
0x4646b,I disentangle myself from Maroro's vice grip around\n,53
0x464a1,my legs.,8
0x464aa,I'm exhausted. With Maroro weighing me down the\n,49
0x464dc,"whole way, my body's already at its limit...",44
0x46509,"Hey, kid. You all right?",24
0x46522,"Ukon looks over at me, carrying several men on his\n",52
0x46557,shoulders--even dragging some others with a rope.,49
0x46589,He managed to rescue all those people despite the\n,51
0x465bd,danger...,9
0x465c7,"Damn it, there's a lot of guys missing. Hope\n",46
0x465f6,they're OK.,11
0x46602,A quick headcount reveals only about half the group\n,53
0x46638,made it out with us.,20
0x4664d,"Most of them probably just got separated, but\n",47
0x4667d,undoubtedly some wounded had to be left behind.,47
0x466ad,Man. And to think that you were on the mark this\n,50
0x466e0,"whole time, anxious about a Boro-Gigiri...",42
0x4670b,Boro-Gigiri? You mean the huge one?,35
0x4672f,Yeah. My parents used to warn me when I was a kid--\n,53
0x46765,Don't go into the woods alone or you'll get eaten.,50
0x46798,I thought it was just a bogeyman. Never actually\n,50
0x467cb,seen one in the flesh. Didn't think they were real.,51
0x467ff,"Never expected to see one pop up now, of all times...",53
0x46835,It's just like you've been saying. Going up against\n,53
0x4686b,"that thing is a fool's errand, for sure.",40
0x46894,Sorry. I should have made myself clearer.,41
0x468be,"If I had, this wouldn't have... No. Too late for\n",50
0x468f1,that now.,9
0x468fb,"Hey, no. I'm not gonna have you getting all guilty\n",52
0x46930,over this. It's my fault for being careless.,44
0x4695d,*WHAP*,6
0x46964,Ukon pounds his fist into his palm in frustration.\n,52
0x46999,It seems like he's taking his anger out on himself.,51
0x469cd,"So, what are we gonna do now?",29
0x469eb,Maroro. You know anything about the Boro-Gigiri?,48
0x46a1c,Ho? Erst I read of the beast in some old tome or\n,50
0x46a4f,"other, mayhaps...",17
0x46a61,Whatever you can tell us. Anything is more useful\n,51
0x46a95,than nothing.,13
0x46aa3,"Hmm. Hmmmm, and hmmmm again. 'Tis a likelihood that\n",53
0x46ad9,"the swarm is but her brood, and she their mother.",49
0x46b0b,"Ere the spawning-season beginneth, one amongst the\n",52
0x46b40,"gigiri doth grow as unto a titan, and giveth birth!",51
0x46b74,"So engorge'd, under her bulk do her children swarm,\n",53
0x46baa,seeking as one horde what prey fate sendeth.,44
0x46bd7,So it attacked us to feed its young.,36
0x46bfc,"Indubitably. I'faith, the breeding months are not\n",51
0x46c30,"yet upon us, and the gigiri oft favor far warmer\n",50
0x46c63,climes than these...,20
0x46c78,"But upon rare occasion, fate conspireth to bring\n",50
0x46cab,about such monstrosities in circumstance aberrant.,50
0x46cde,"And there, I fear, lies the boundary of my\n",44
0x46d0b,knowledge.,10
0x46d16,Huh. I guess that stuff about him being a scholar\n,51
0x46d4a,wasn't a joke after all.,24
0x46d63,"So if the Boro-Gigiri are the parents, does that\n",50
0x46d96,mean they come in pairs?,24
0x46daf,"One can but assume. Alas, the fine details are but\n",52
0x46de4,"esoteric, and unknown to me...",30
0x46e03,Hm.,3
0x46e07,Ukon looks lost in thought...,29
0x46e25,Something wrong?,16
0x46e36,Eh... No. I don't think so.,27
0x46e52,I'm back.,9
0x46e5c,"Ah, welcome back. How is it out there?",38
0x46e83,It was just as you predicted.,29
0x46ea1,I knew it...,12
0x46eae,"Prithee, of what dost thou speak?",33
0x46ed0,"Oh, they're chasing us, is all.",31
0x46ef0,*Mutter*...,11
0x46efc,Sshh. They'll notice us.,24
0x46f15,Kuon tries to quiet everyone down as a murmur\n,47
0x46f45,spreads through the group...,28
0x46f62,Kuon?,5
0x46f68,Kuon's ears twitch.,19
0x46f7c,*Krrkkkk*...,12
0x46f89,Barely a sound disturbs the clearing except for the\n,53
0x46fbf,distant rustling of bushes.,27
0x46fdb,They're heading this way...,27
0x46ff7,Villagers,9
0x47001,Gasp--!!,8
0x4700a,It'll be all right.,19
0x47022,They're still off at quite a distance. We'll be\n,49
0x47054,"OK, I think.",12
0x47061,"At Kuon's words, everyone seems to calm a little.",49
0x47093,Speak plain. Dost thou believe the scent of blood\n,51
0x470c7,draweth them nearer?,20
0x470dc,The scent... That's right...,28
0x470f9,This isn't good. We can't exactly erase the smell\n,51
0x4712d,so long as we have the injured with us.,39
0x47155,Looks like we'll have to fight it.,34
0x47178,...What?,8
0x47181,Villager,8
0x4718a,Th-That's impossible! There's no way we'll stand a\n,52
0x471bf,chance against that monster!,28
0x471dc,"A villager cries out his protest, clutching his\n",49
0x4720e,wounded arm.,12
0x4721b,"I won't lie to you. It's reckless, and with our\n",49
0x4724d,"forces in this shape, we can't really execute on\n",50
0x47280,any kind of plan.,17
0x47292,...So it really is impossible.,30
0x472b1,"Even if I was right in the end, it's not exactly\n",50
0x472e4,vindicating.,12
0x472f1,"In an ideal situation, I'd like to be able to fall\n",52
0x47326,back and regroup so we can organize ourselves...,48
0x47357,But doing that now risks luring it back to the\n,48
0x47388,village. We have to make our stand here.,40
0x473b1,Everyone falls silent at Ukon's words.,38
0x473d8,"Come to think of it, Haku?",26
0x473f3,Hm?,3
0x473f7,I'm surprised you came out of being attacked by\n,49
0x47429,one of those things all right.,30
0x47448,"I was not ""all right."" It was about to eat me!",46
0x47477,I only survived because that other Tatari thing\n,49
0x474a9,showed up and ate it before IT could eat ME.,44
0x474d6,I see. And that's why...,24
0x474ef,"Ahahaha, and that's why you were about to be eaten\n",52
0x47524,by a Tatari? You have either the worst or best luck\n,53
0x4755a,"in the world, I think.",22
0x47571,It's nothing to laugh about! I was in serious\n,47
0x475a1,trouble!,8
0x475aa,"But you survived, so it made for a good story, at\n",51
0x475de,least.,6
0x475e5,"The way things are going, I'm gonna be making more\n",52
0x4761a,"of those great ""I almost died"" stories right now.",49
0x4764c,Geez... If only a Tatari could come along and\n,47
0x4767c,"swallow this one up, too...",27
0x47698,...Huh?,7
0x476a0,What did you just say?,22
0x476b7,"I'm about to make more of those ""I almost died""\n",49
0x476e9,stories?,8
0x476f2,"No, after that.",15
0x47702,If only a Tatari could come along and swallow this\n,52
0x47737,one up too?,11
0x47743,That's it! That's it. We'll just have this one get\n,52
0x47778,eaten by a Tatari.,18
0x4778b,Huh? Eaten up by... What? There's no way.,41
0x477b5,"Haku, look around. Doesn't this place look familiar\n",53
0x477eb,to you?,7
0x477f3,"At Kuon's prompting, I take a quick glance around...",52
0x47828,Hm? This place... Could it be...?,33
0x4784a,Then it's decided. I'll go bait the Tatari and bring\n,54
0x47881,it here.,8
0x4788a,I'll need you to... push the Boro-Gigiri off that\n,51
0x478be,cliff over there. Somehow.,26
0x478d9,H-How can you ask--how are we supposed to actually\n,52
0x4790e,DO that?,8
0x47917,Well... Try your best?,22
0x4792e,"Try our b--You're just leaving it to us, then.",46
0x4795d,We're running out of time and this is our best\n,48
0x4798e,"shot. We're lost, otherwise.",28
0x479ab,"Now, hold on a second.",22
0x479c2,"Ukon, PLEASE talk some sense into her.",38
0x479e9,Missy... You're really OK with this?,36
0x47a0e,"Eh heh heh. I may not look it, but I'm pretty good\n",52
0x47a43,at running. You won't have to worry about me.,45
0x47a71,Hey!,4
0x47a76,"Ahahaha... Hey, Haku.",21
0x47a8c,"You know, you really are an interesting person.",47
0x47abc,"With that, Kuon dashes off into the forest.",43
0x47ae8,"...So, what should we do, kid?",30
0x47b07,"You're leaving it to me, too, huh?",34
0x47b2a,"Well, you and her came up with this plan, so I'm\n",50
