offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS054.DAT:8:0,AREAS054.DAT,8,0,"[14][80]@""Drat!""",15,[14][80]
AREAS054.DAT:8:1,AREAS054.DAT,8,1,"[14][80]@""Drat!""",15,[14][80]
AREAS054.DAT:8:2,AREAS054.DAT,8,2,"[14][80]@""I was just having a[01]good dream, and you[01]have to show up![02]You humans have the[01]worst manners...!""",139,[14][80]
AREAS054.DAT:8:3,AREAS054.DAT,8,3,"[14][01][01]""Uh, I'm sorry,[01][04][05].[02][14]A",36,[14][01]
AREAS054.DAT:8:4,AREAS054.DAT,8,4,"[14][80]@""Sigh...[02]Let me guess--'Oh,[01]mighty goddess,[02]tell us what we[01]should do!'[01]Am I right?""",122,[14][80]
AREAS054.DAT:8:5,AREAS054.DAT,8,5,"[14][80]@""Humph![02]That's always the way[01]it is, isn't it?[02]Can't figure it out[01]for yourselves so you[01]come pester us!""",152,[14][80]
AREAS054.DAT:8:6,AREAS054.DAT,8,6,"[14][02][01]""I...[0B]I'm sorry...""",31,[14][02]
AREAS054.DAT:8:7,AREAS054.DAT,8,7,"[14][80]@""What's up with this[01]world, anyway?[02]I've never heard of[01]a world where they[02]needed to summon[01]gods in the first[01]place...""",171,[14][80]
AREAS054.DAT:8:9,AREAS054.DAT,8,9,"[14][C2]@""Um, it's not that we[01]don't know how you[01]feel...[02]It's just that we're[01]kind of at a loss as[02]to what to do, you[01]know?""",167,[14][C2]
AREAS054.DAT:8:13,AREAS054.DAT,8,13,"[14][83]B""If the Empire[01]manages to control a[01]god,[02]it'll mean another[01]war![02][14][84]BWe can't let them[01]have that kind of[01]power!""",160,[14][83]
AREAS054.DAT:8:15,AREAS054.DAT,8,15,"[14][80]@""If part of the[01]Emperor is in[01][04]",48,[14][80]
AREAS054.DAT:8:16,AREAS054.DAT,8,16,"[14][80]@""The two halves will[01]meet--that destiny[01]cannot be changed.[02]However, if [04]",106,[14][80]
AREAS054.DAT:8:18,AREAS054.DAT,8,18,"[14][80]@""Something like that,[01]little bird.""",54,[14][80]
AREAS054.DAT:8:20,AREAS054.DAT,8,20,"[14][80]@""Don't worry--[01]there's a way.[02]For that, though,[01]I'll need to wake[01]up.""",103,[14][80]
AREAS054.DAT:8:22,AREAS054.DAT,8,22,"""Ha ha ha ha ha!""",24,
AREAS054.DAT:8:23,AREAS054.DAT,8,23,"[0C][02]""Hee hee hee hee...""",31,
