offset,text_source,byte_budget
0xe4f6f,{c5}Combat Tutorial{c-1} added to the Glossary.,47
0xe52a2,You're...,9
0xe52ac,What the--YOU!? The fuck are YOU doin' in MY dream?\n,53
0xe52e2,You got some balls showin' up here!,35
0xe5306,"That's my line, asshole! Quit making all these\n",48
0xe5337,false accusations in MY dream.,30
0xe5356,Whatever! This looks like a golden opportunity for\n,52
0xe538b,"some sweet, sweet payback!",26
0xe53a6,"Hokay, boys, beat that guy to a pulp!",37
0xe53cc,"Wait, what!? How petty ARE you?\n",33
0xe53ee,Why would you go for that guy instead of me!?,45
0xe541c,Sh-Shut up! I do whatever I want!\n,35
0xe5440,"Long as I win, that's all that matters!!",40
0xe5469,"You get it, ya... ya shithead!",30
0xe5488,Yamatan Soldier,15
0xe5498,"Pweeaase, hewp meee.",20
0xe54ad,"...I don't know why, but I don't really want to\n",49
0xe54df,help this guy...,16
0xe55f7,"Dammit! Don't think this is the end, awright!?",46
0xe5626,"I'll be back, ya hear!? I'll make ya pay for\n",46
0xe5655,what you've done to me!,23
0xe566d,"Please don't. Geez, I can only imagine what I\n",47
0xe569d,still have to deal with up ahead...,35
0xe57f7,"Oh, no... Did I... Did I take it too far?",41
0xe5911,Nhalai... I'm... so sorry...,28
0xe592e,No! I couldn't... protect Yuuri...?,35
