offset,text_source,byte_budget
0x2c8cca,Wh-What is the meaning of this!?,32
0x2c8ceb,Spittle flies from Dekopompo's mouth as he\n,44
0x2c8d18,rages.,6
0x2c8d1f,This is...,10
0x2c8d2a,"Raiko, much calmer than his fellow Pillar,\n",44
0x2c8d57,surveys his surroundings with a furrowed brow.,46
0x2c8d86,Their combined forces beat a hasty retreat to\n,47
0x2c8db6,the capital upon the news of the Mikado's\n,43
0x2c8de2,death...,8
0x2c8deb,I DEMAND to know what's going on here!\n,40
0x2c8e14,"Our liege is DEAD, and we're barred from\n",42
0x2c8e3f,entering the city!?,19
0x2c8e57,I'll have none of this! Where are the guards!?\n,48
0x2c8e88,I am Dekopompo of the Eight bloody Pillar\n,43
0x2c8eb4,GENERALS!,9
0x2c8ebe,Dekopompo barks at the guard post atop the\n,44
0x2c8eeb,"high gates, but no answer comes.",32
0x2c8f0c,ANSWER! I'll break these wretched gates down\n,46
0x2c8f3b,MYSELF if I have to!,20
0x2c8f50,Are you going to let him carry on like that?,44
0x2c8f7d,What do you mean?,17
0x2c8f8f,"At this rate, he could well follow through on\n",47
0x2c8fbf,his threats and order an assault on the gates.,46
0x2c8fee,"Hah, as if that would accomplish anything.\n",44
0x2c901b,"Even as one, our armies would not budge the\n",45
0x2c9049,imperial gate.,14
0x2c9058,And such an order would be grounds for treason.,47
0x2c9088,"Truth be told, it would do my heart good to see\n",49
0x2c90ba,this odious cur removed from my sight.,38
0x2c90e1,That--,6
0x2c90e8,RAIKO! How can you be so calm at a time like\n,46
0x2c9117,this!?,6
0x2c911e,"Dekopompo turns his fury on Raiko, spitting and\n",49
0x2c9150,"flailing, but Raiko continues ignoring him.",43
0x2c917c,Any news from the Tiriryarai?,29
0x2c919a,Well...,7
0x2c91a4,"Hmph. Finally, some movement.",29
0x2c91c2,NYEH!?,6
0x2c91c9,"Beside the gates, a much smaller passage opens,\n",49
0x2c91fb,and through it steps--,22
0x2c9212,Woshis...?,10
0x2c921d,Woshis. What exactly is happening here?,39
0x2c9245,"As the two generals look upon him, demanding\n",46
0x2c9274,"answers, Woshis speaks with a grave expression.",47
0x2c92a4,My apologies for keeping the two of you waiting.\n,50
0x2c92d7,Our liege's death has thrown the court into\n,45
0x2c9305,chaos.,6
0x2c930c,I don't want your excuses!,26
0x2c9327,"Dekopompo barks sharply at Woshis, his entire\n",47
0x2c9357,head reddening to the point of threatening\n,44
0x2c9384,to steam.,9
0x2c938e,What is the meaning of this!? The Mikado is\n,45
0x2c93bc,DEAD. It is our duty as PILLARS to stand firmly\n,49
0x2c93ee,inside th--,11
0x2c93fa,Woshis quietly cuts Dekopompo off with a curt\n,47
0x2c942a,shake of his head.,18
0x2c943d,I'm afraid I cannot permit that. The gates are\n,48
0x2c946e,to remain closed so none may enter--nor exit.,45
