offset,text_target
0x2b6a2f,ch_401_00
0x2b6a39,GYAAAAH!
0x2b6a42,"Huff, hah, hah..."
0x2b6a54,V-Vencemos...
0x2b6a60,Que habilidade. Não fazia ideia que existiam homens assim\n
0x2b6a93,em Tuskur.
0x2b6aa2,Kuon...
0x2b6aaa,É...\n
0x2b6ab5,"Ele era alguém que ela conhecia, hein?"
0x2b6ad3,Ainda não acabou! Ninguém abaixe a guarda.
0x2b6b02,Que?
0x2b6b08,Esse homem... O Kurou que conheço não cairia\n
0x2b6b38,tão fácil.
0x2b6b43,Hein... Mas ele está...?
0x2b6b57,Fizemos um estrago considerável nele. Pode estar\n
0x2b6b81,"respirando, mas não está em condições de lutar."
0x2b6bac,Provavelmente está nos enganando.
0x2b6bc8,É provável que esteja esperando nos convenencermos\n
0x2b6bfb,da vitória para dar a última risada.
0x2b6c29,Duvido muito que ele seja perigo pra gente no\n
0x2b6c57,estado que está.
0x2b6c66,É isso. Nunca vi ninguém levar um golpe meu\n
0x2b6c97,e sair completamente bem depois.
0x2b6cd1,Cocopo?
0x2b6cd9,"Ei, ei. Eu não faria isso se fosse você.\n"
0x2b6d07,Que decepção.
0x2b6d1b,Q--
0x2b6d20,Hein...!?
0x2b6d29,Esse cara é bom.
0x2b6d3a,Não pode ser... A gente acabou de...
0x2b6d56,Como? Tínhamos certeza de ter atingido todos os pontos vitais...
0x2b6d89,"Isso doeu pra valer, sabia. Por um momento achei\n"
0x2b6db9,que estava em perigo de verdade.
0x2b6ddf,"Hee hee. Só uma encenação, então? Entendo."
0x2b6e02,"Não, não, de verdade. Aquela surra que vocês me deram?\n"
0x2b6e2e,Espantou a preguiça de vez.
0x2b6e56,"Ooh, que homem... Você pode acabar me fazendo\n"
0x2b6e85,ficar sério de verdade!
0x2b6e9a,"Mas é isso mesmo que você espera de mim,\n"
0x2b6ec6,minha senhora? Que eu só tentasse arrancar uma risada?\n
0x2b6ef6,de vocês?
0x2b6efe,Será que você ainda guarda rancor de\n
0x2b6f2e,anos atrás?
0x2b6f39,"Quer dizer, sim, eu peguei seus lanches de vez\n"
0x2b6f69,"em quando, mas era coisa do momento."
0x2b6f99,...Então era você o culpado.
0x2b6fb5,"Hein? Heh, não esperava que você lembrasse disso.\n"
0x2b6fe5,Acho que me meti numa fria sem querer.
0x2b7009,"Calma. Eu não faria isso, se fosse vocês.\n"
0x2b7039,"Se não recuarem logo, será tarde demais\n"
0x2b7068,para você.
0x2b7071,Tarde?
0x2b707b,Uma outra força está servindo de distração\n
0x2b70a9,"enquanto vocês fogem com os suprimentos, certo?"
0x2b70d6,"Quanto mais tempo levarem, mais perigo correm\n"
0x2b7104,seus companheiros. Pode ter certeza.
0x2b7130,"Agradeço a preocupação, mas quem lidera\n"
0x2b7161,aquela força não é tão fraco quanto você pensa.
0x2b7188,Oh? É mesmo?
0x2b7195,"Se eu fosse você, não falaria tão grande assim."
0x2b71c5,Ngh! Eu sabia--
0x2b71d7,"Isso mesmo. Por quanto tempo sua ""distração""\n"
0x2b7208,"vai durar contra o Chefe, eu me pergunto...?"
0x2b722d,"Vou abrir o ""portão"". Todas as forças, formação\n"
