offset,text_source,byte_budget
0x2b6a2f,ch_401_00,9
0x2b6a39,GYAAAAH!,8
0x2b6a42,"Huff, hah, hah...",17
0x2b6a54,W-We won...,11
0x2b6a60,What prowess. I had no idea men like him existed\n,50
0x2b6a93,in Tuskur.,10
0x2b6aa2,Kuon...,7
0x2b6aaa,Right...\n,10
0x2b6ab5,"He was someone she knew, huh?",29
0x2b6ad3,It's not over yet! Nobody let your guard down.,46
0x2b6b02,What?,5
0x2b6b08,This man... The Kurou I know wouldn't go down\n,47
0x2b6b38,so easily.,10
0x2b6b43,Huh... But he's...?,19
0x2b6b57,We did quite a number on him. He may be\n,41
0x2b6b81,"breathing, but he's not in fighting shape.",42
0x2b6bac,He's likely toying with us.,27
0x2b6bc8,"Chances are, he's waiting for us to be convinced\n",50
0x2b6bfb,of our victory so he can have the last laugh.,45
0x2b6c29,I highly doubt he's any danger to us in the\n,45
0x2b6c57,state he's in.,14
0x2b6c66,She's right. I've never had anyone take a blow\n,48
0x2b6c97,from me and be quite all right afterwards.,42
0x2b6cd1,Cocopo?,7
0x2b6cd9,"Come on, now. Why would you go and ruin the\n",45
0x2b6d07,surprise like that?,19
0x2b6d1b,Wh--,4
0x2b6d20,Huh...!?,8
0x2b6d29,This guy's good.,16
0x2b6d3a,That can't be... We just...,27
0x2b6d56,How? I was sure we hit all sorts of vital spots...,50
0x2b6d89,"That really stings, you know. I thought I was\n",47
0x2b6db9,"really in danger for a moment, there.",37
0x2b6ddf,"Hee hee. Just an act, then? I see.",34
0x2b6e02,"No, no, really. That beating you gave me?\n",43
0x2b6e2e,Knocked the drowsiness RIGHT out of me.,39
0x2b6e56,"Ooh, what a man... You might go and actually\n",46
0x2b6e85,make me get serious!,20
0x2b6e9a,"But is that really what you expect of me,\n",43
0x2b6ec6,my lady? That I'd just try to get a laugh out\n,47
0x2b6ef6,of you?,7
0x2b6efe,Could it be you're still nursing grudges from\n,47
0x2b6f2e,years ago?,10
0x2b6f39,"I mean, sure, I pinched your snacks from time\n",47
0x2b6f69,"to time, but it was a spur-of-the-moment thing.",47
0x2b6f99,...So you were the culprit.,27
0x2b6fb5,"Huh? Heh, didn't expect you to remember that.\n",47
0x2b6fe5,Guess I walked right into that one.,35
0x2b7009,"Easy, now. I wouldn't do that, if I were you.\n",47
0x2b7039,"If you don't retreat soon, it'll be too late\n",46
0x2b7068,for you.,8
0x2b7071,Too late?,9
0x2b707b,Some other force is acting as a distraction\n,45
0x2b70a9,"while you make off with the supplies, right?",44
0x2b70d6,"The longer you take, the more danger you're\n",45
0x2b7104,putting your comrades in. I know I'm right.,43
0x2b7130,"I appreciate your concern, but the one leading\n",48
0x2b7161,that force isn't as weak as you think.,38
0x2b7188,Oh? That so?,12
0x2b7195,"If I were you, I wouldn't talk such a big game.",47
0x2b71c5,Nngh! I knew it--,17
0x2b71d7,"That's right. How long will your ""distraction""\n",48
0x2b7208,"last against the Chief, I wonder...?",36
0x2b722d,"I shall open the ""gate."" All forces, defensive\n",48
0x2b725e,bulkhead formation! Now!,24
0x2b7277,Soldier,7
0x2b727f,"No, you mustn't! Releasing your full power\n",44
0x2b72ac,"will tax you too much, Lady Munechika--!!",41
0x2b72d6,It's likely that these soldiers are their\n,43
0x2b7302,elite.,6
0x2b7309,It is our duty to hold their attention for as\n,47
0x2b7339,long as we can.,15
0x2b7349,Lord Haku and the others are trusting in us so\n,48
0x2b737a,their plan can succeed. We shall not fail them.,47
0x2b73aa,"I am sorry, but... I must ask you all to entrust\n",50
0x2b73dd,your lives to me.,17
0x2b73ef,...Lady Munechika.,18
0x2b7402,Speak no more. We will follow you to the bitter\n,49
0x2b7434,end!,4
0x2b7439,...You have my apologies and my greatest thanks.,48
0x2b746a,"I am the Guardian! Open the way to the origin,\n",48
0x2b749b,"O Akuruka, and through it grant me the heavens'\n",49
0x2b74cd,aegis!,6
0x2b74d4,"With a flash of blinding light, Munechika's\n",45
0x2b7502,"power manifests before her as a great,\n",40
0x2b752b,shielding barrier.,18
0x2b753e,"All soldiers, ready weapons!",28
0x2b755b,...Forward.,11
0x2b7567,"Benawi and his rakusharai charge forward,\n",43
0x2b7593,unflappable in the face of Munechika's display\n,48
0x2b75c4,of power.,9
0x2b75ce,You shall go no further!,24
0x2b75e7,The earth before Munechika rolls and undulates\n,48
0x2b7618,"in a great wave, as if to swallow Benawi's\n",44
0x2b7645,forces...,9
0x2b764f,Yes!,4
0x2b7654,But Benawi and his soldiers gracefully sidestep\n,49
0x2b7686,"it, charging instead from Munechika's flank.",44
0x2b76b3,Hah!!,5
0x2b76b9,"As Benawi's soldiers close in from the sides,\n",47
0x2b76e9,"they release a hail of arrows, pinning the\n",44
0x2b7716,Yamatans down.,14
0x2b7725,What!?,6
0x2b772c,The tables turn quickly as arrows rain down on\n,48
0x2b775d,Munechika's forces...,21
0x2b7773,Tch. Ring formation!,20
0x2b7788,Munechika quickly rallies her troops and\n,42
0x2b77b3,"protects them from the archers, but Benawi\n",44
0x2b77e0,surrounds her.,14
0x2b77ef,They're fast--,14
0x2b77fe,Benawi's rakusharai circle like a pack of\n,43
0x2b782a,"predators seeking an opening in the herd, then\n",48
0x2b785b,charge.,7
0x2b7863,Gah!,4
0x2b7868,The Yamatan line buckles under the pressure\n,45
0x2b7896,"from Benawi, and soon, Munechika's position\n",45
0x2b78c4,is threatened.,14
0x2b78d3,Nngh...,7
0x2b78db,"With nothing between her and Benawi, Munechika\n",48
0x2b790c,quickly takes a gash from his spear and cries\n,47
0x2b793c,out.,4
0x2b7941,Rgh... If I use my abilities in such close\n,44
0x2b796e,"quarters, I can't avoid hitting my own soldiers--",49
0x2b79a0,Munechika manages to block each of Benawi's\n,45
0x2b79ce,"attacks, but the ferocity of them slowly drives\n",49
0x2b7a00,her back.,9
0x2b7a0a,This man... He's well-versed in how to fight\n,46
0x2b7a39,people with abilities like mine.,32
0x2b7a5a,"Munechika grits her teeth, keeping up her\n",43
0x2b7a86,"defense, the clash of steel continuing\n",40
0x2b7aaf,relentlessly.,13
0x2b7abd,I see now. This is what Lady Kuon had meant.,44
0x2b7aea,She was not worried for her countrymen's\n,42
