offset,file,text_en,byte_budget
scena/mp4010_22.dat:0x161c3,scena/mp4010_22.dat,Oof! Those guys were intense.,30
scena/mp4010_22.dat:0x161f0,scena/mp4010_22.dat,cruiser Arseille is equipped with.,35
scena/mp4010_22.dat:0x16213,scena/mp4010_22.dat,a sample of the new engine that the high-speed,47
scena/mp4010_22.dat:0x16242,scena/mp4010_22.dat,"Then again, no surprise, given we're talking about",51
scena/mp4010_22.dat:0x16284,scena/mp4010_22.dat,the engine is still only a prototype.,38
scena/mp4010_22.dat:0x162aa,scena/mp4010_22.dat,"I can understand their impatience, but",39
scena/mp4010_22.dat:0x162e0,scena/mp4010_22.dat,"Factory. They're developing this engine, not us.",49
scena/mp4010_22.dat:0x16311,scena/mp4010_22.dat,They should take their questions to the Central,48
scena/mp4010_22.dat:0x16350,scena/mp4010_22.dat,temporarily in our hands.,26
scena/mp4010_22.dat:0x1636a,scena/mp4010_22.dat,We're only servicing it while it's,35
scena/mp4010_22.dat:0x1639c,scena/mp4010_22.dat,But I guess foreigners wouldn't know that.,43
scena/mp4010_22.dat:0x163d6,scena/mp4010_22.dat,according to schedule recently.,32
scena/mp4010_22.dat:0x163f6,scena/mp4010_22.dat,All airships are operating,27
scena/mp4010_22.dat:0x16420,scena/mp4010_22.dat,route closures.,16
scena/mp4010_22.dat:0x16430,scena/mp4010_22.dat,disruption due to the military traffic and,43
scena/mp4010_22.dat:0x1645b,scena/mp4010_22.dat,"When the coup happened, we faced severe",40
scena/mp4010_22.dat:0x16492,scena/mp4010_22.dat,that time.,11
scena/mp4010_22.dat:0x1649d,scena/mp4010_22.dat,dealing with angry customers during,36
scena/mp4010_22.dat:0x164c1,scena/mp4010_22.dat,"Thankfully, I was released from my duty of",43
scena/mp4010_22.dat:0x164fb,scena/mp4010_22.dat,a while after the coup.,24
scena/mp4010_22.dat:0x16513,scena/mp4010_22.dat,Things were really hectic for,30
scena/mp4010_22.dat:0x16540,scena/mp4010_22.dat,our regular services running...,32
scena/mp4010_22.dat:0x16560,scena/mp4010_22.dat,We had to deal with the aftermath while keeping,48
scena/mp4010_22.dat:0x1659f,scena/mp4010_22.dat,think about it.,16
scena/mp4010_22.dat:0x165af,scena/mp4010_22.dat,"It was such a stressful period, I hate to even",47
scena/mp4010_22.dat:0x165de,scena/mp4010_22.dat,I didn't get to go home at a normal time for days.,51
scena/mp4010_22.dat:0x16620,scena/mp4010_22.dat,"One, two, three...",19
scena/mp4010_22.dat:0x16642,scena/mp4010_22.dat,between those dates...,23
scena/mp4010_22.dat:0x16659,scena/mp4010_22.dat,"Okay, I think that's all the lists from",40
scena/mp4010_22.dat:0x16690,scena/mp4010_22.dat,to provide passenger lists.,28
scena/mp4010_22.dat:0x166ac,scena/mp4010_22.dat,The Bracer Guild asked us,26
scena/mp4010_22.dat:0x166d5,scena/mp4010_22.dat,It's not much hassle anyway.,29
scena/mp4010_22.dat:0x166f2,scena/mp4010_22.dat,"We owe the guild a lot, so of course we agreed.",48
scena/mp4010_22.dat:0x16731,scena/mp4010_22.dat,to use the second lane for the Arseille.,41
scena/mp4010_22.dat:0x1675a,scena/mp4010_22.dat,Someone contacted us with an urgent request,44
scena/mp4010_22.dat:0x16795,scena/mp4010_22.dat,lane inspection ASAP.,22
scena/mp4010_22.dat:0x167ab,scena/mp4010_22.dat,I'll have to tell the staff to carry out,41
scena/mp4010_22.dat:0x167e3,scena/mp4010_22.dat,have arrived on time.,22
scena/mp4010_22.dat:0x167f9,scena/mp4010_22.dat,Looks like the factory ship and the Linde,42
scena/mp4010_22.dat:0x16832,scena/mp4010_22.dat,stick to the schedule again!,29
scena/mp4010_22.dat:0x1684f,scena/mp4010_22.dat,"Heh, it feels great to be able to",34
scena/mp4010_22.dat:0x16880,scena/mp4010_22.dat,It should always be like this.,31
scena/mp4010_22.dat:0x168ae,scena/mp4010_22.dat,of the Intelligence Division.,30
scena/mp4010_22.dat:0x168cc,scena/mp4010_22.dat,I've developed a nervous tic at the mention,44
scena/mp4010_22.dat:0x16907,scena/mp4010_22.dat,personally and to the company.,31
scena/mp4010_22.dat:0x16926,scena/mp4010_22.dat,They caused great losses both to me,36
scena/mp4010_22.dat:0x16959,scena/mp4010_22.dat,now thanks to the Queen.,25
scena/mp4010_22.dat:0x16972,scena/mp4010_22.dat,"swarming the reception desk, but that's stopped",48
scena/mp4010_22.dat:0x169a2,scena/mp4010_22.dat,"For a while, I've had throngs of anxious people",48
scena/mp4010_22.dat:0x169e1,scena/mp4010_22.dat,in Zeiss not long ago...,25
scena/mp4010_22.dat:0x169fa,scena/mp4010_22.dat,I've heard that something similar happened,43
scena/mp4010_22.dat:0x16a34,scena/mp4010_22.dat,"unsettling for everyone, isn't it...",37
scena/mp4010_22.dat:0x16a59,scena/mp4010_22.dat,Not being able to use orbments is really,41
scena/mp4010_22.dat:0x16a91,scena/mp4010_22.dat,which you'll find right outside this building.,47
scena/mp4010_22.dat:0x16ac0,scena/mp4010_22.dat,"Please present your boarding pass at the reception,",52
scena/mp4010_22.dat:0x16b03,scena/mp4010_22.dat,That's where you'll complete boarding procedures.,50
scena/mp4010_22.dat:0x16b44,scena/mp4010_22.dat,Welcome to the Liberl Orbalship Corporation!,45
scena/mp4010_22.dat:0x16b80,scena/mp4010_22.dat,the threats sent to our company.,33
scena/mp4010_22.dat:0x16ba1,scena/mp4010_22.dat,We've certainly all been rattled by,36
scena/mp4010_22.dat:0x16bd4,scena/mp4010_22.dat,inconvenience our passengers...,32
scena/mp4010_22.dat:0x16bf4,scena/mp4010_22.dat,Hopefully nothing happens that would,37
scena/mp4010_22.dat:0x16c28,scena/mp4010_22.dat,A blonde bracer lady was here earlier.,39
scena/mp4010_22.dat:0x16c5e,scena/mp4010_22.dat,A red-haired bracer was here earlier.,38
scena/mp4010_22.dat:0x16c93,scena/mp4010_22.dat,the threats we received.,25
scena/mp4010_22.dat:0x16cac,scena/mp4010_22.dat,The reason for the visit was,29
scena/mp4010_22.dat:0x16cd8,scena/mp4010_22.dat,The Linde will be arriving shortly.,36
scena/mp4010_22.dat:0x16d0b,scena/mp4010_22.dat,procedures at the reception outside.,37
scena/mp4010_22.dat:0x16d30,scena/mp4010_22.dat,purchase tickets and complete the boarding,43
scena/mp4010_22.dat:0x16d5b,scena/mp4010_22.dat,Passengers wishing to board the flight must,44
scena/mp4010_22.dat:0x16d96,scena/mp4010_22.dat,is currently parked on Lane 2.,31
scena/mp4010_22.dat:0x16db5,scena/mp4010_22.dat,An airship from the Central Factory,36
scena/mp4010_22.dat:0x16de8,scena/mp4010_22.dat,Please make sure to go to the correct lane.,44
scena/mp4010_22.dat:0x16e23,scena/mp4010_22.dat,The Linde has just departed.,29
scena/mp4010_22.dat:0x16e4f,scena/mp4010_22.dat,the westbound Cecilia.,23
scena/mp4010_22.dat:0x16e66,scena/mp4010_22.dat,The next ship to arrive will be,32
scena/mp4010_22.dat:0x16e95,scena/mp4010_22.dat,The service on all lines is currently suspended.,49
scena/mp4010_22.dat:0x16ed5,scena/mp4010_22.dat,We apologize for the inconvenience.,36
scena/mp4010_22.dat:0x16f08,scena/mp4010_22.dat,I kind of felt intimidated by those two.,41
scena/mp4010_22.dat:0x16f40,scena/mp4010_22.dat,I wonder who they were.,24
scena/mp4010_22.dat:0x16f58,scena/mp4010_22.dat,They must be some kind of bigwigs.,35
scena/mp4010_22.dat:0x16f8a,scena/mp4010_22.dat,finally buy a ticket!,22
scena/mp4010_22.dat:0x16fa0,scena/mp4010_22.dat,I was so stressed... Now I can,31
scena/mp4010_22.dat:0x16fce,scena/mp4010_22.dat,going around yelling like that...,34
scena/mp4010_22.dat:0x16ff0,scena/mp4010_22.dat,"Some people have no shame,",27
scena/mp4010_22.dat:0x1701a,scena/mp4010_22.dat,How about showing some manners?,32
scena/mp4010_22.dat:0x17049,scena/mp4010_22.dat,What's the matter?,19
scena/mp4010_22.dat:0x1706c,scena/mp4010_22.dat,I'll speak with the Orbalship Corporation reps.,48
scena/mp4010_22.dat:0x170ac,scena/mp4010_22.dat,to go to the embassy first?,28
scena/mp4010_22.dat:0x170c8,scena/mp4010_22.dat,"Since you're here, I'm guessing you're planning",48
scena/mp4010_22.dat:0x17107,scena/mp4010_22.dat,Good luck.,11
scena/mp4010_22.dat:0x17121,scena/mp4010_22.dat,to go to the embassy first?,28
scena/mp4010_22.dat:0x1713d,scena/mp4010_22.dat,"Since you're here, I'm guessing you're planning",48
scena/mp4010_22.dat:0x1717c,scena/mp4010_22.dat,Good luck.,11
scena/mp4010_22.dat:0x17196,scena/mp4010_22.dat,"What is it, Estelle?",21
scena/mp4010_22.dat:0x171ba,scena/mp4010_22.dat,I'll talk with the guys here.,30
scena/mp4010_22.dat:0x171e8,scena/mp4010_22.dat,You must be going to the embassy first?,40
scena/mp4010_22.dat:0x1721f,scena/mp4010_22.dat,Good luck.,11
scena/mp4010_22.dat:0x17239,scena/mp4010_22.dat,You must be going to the embassy first?,40
scena/mp4010_22.dat:0x17270,scena/mp4010_22.dat,Good luck.,11
scena/mp4010_22.dat:0x172a0,scena/mp4010_22.dat,bride for my son.,18
scena/mp4010_22.dat:0x172b2,scena/mp4010_22.dat,"In the end, I didn't find a suitable",37
scena/mp4010_22.dat:0x172e6,scena/mp4010_22.dat,I've only wasted my time...,28
scena/mp4010_22.dat:0x17311,scena/mp4010_22.dat,a huge blessing to the travel industry.,40
scena/mp4010_22.dat:0x17339,scena/mp4010_22.dat,I think the non-aggression pact is going to be,47
scena/mp4010_22.dat:0x17377,scena/mp4010_22.dat,more tourists from abroad.,27
scena/mp4010_22.dat:0x17392,scena/mp4010_22.dat,I'm hoping it will enable me to attract,40
scena/mp4010_22.dat:0x173c9,scena/mp4010_22.dat,corporation to plan package tours.,35
scena/mp4010_22.dat:0x173ec,scena/mp4010_22.dat,I'm going to work together with the airship,44
scena/mp4010_22.dat:0x17427,scena/mp4010_22.dat,enthusiasm by them.,20
scena/mp4010_22.dat:0x1743b,scena/mp4010_22.dat,"which I checked out yesterday, was met with",44
scena/mp4010_22.dat:0x17467,scena/mp4010_22.dat,"My first proposal of organizing tours to Bose,",47
scena/mp4010_22.dat:0x174a5,scena/mp4010_22.dat,details of the tour plan.,26
scena/mp4010_22.dat:0x174bf,scena/mp4010_22.dat,Now I have to work out all the finer,37
scena/mp4010_22.dat:0x174f3,scena/mp4010_22.dat,Hmm... This isn't easy...,26
scena/mp4010_22.dat:0x1751c,scena/mp4010_22.dat,for a Bose package tour...,27
scena/mp4010_22.dat:0x17537,scena/mp4010_22.dat,I've been preparing a detailed itinerary,41
scena/mp4010_22.dat:0x1756f,scena/mp4010_22.dat,the cost of the tour would shoot up.,37
scena/mp4010_22.dat:0x17594,scena/mp4010_22.dat,"I'd like to add a meal at Anterose to it, but then",51
scena/mp4010_22.dat:0x175d6,scena/mp4010_22.dat,Not sure what to do...,23
scena/mp4010_22.dat:0x175fc,scena/mp4010_22.dat,proud of her restaurant...,27
scena/mp4010_22.dat:0x17617,scena/mp4010_22.dat,The owner of Anterose is very,30
scena/mp4010_22.dat:0x17644,scena/mp4010_22.dat,for my package tours...,24
scena/mp4010_22.dat:0x1765c,scena/mp4010_22.dat,I don't think she'd agree to a discount,40
scena/mp4010_22.dat:0x17693,scena/mp4010_22.dat,the Intelligence Division showed up.,37
scena/mp4010_22.dat:0x176b8,scena/mp4010_22.dat,I was so nervous when I heard,30
scena/mp4010_22.dat:0x176e5,scena/mp4010_22.dat,is also detrimental to tourism revenue.,40
scena/mp4010_22.dat:0x1770d,scena/mp4010_22.dat,Anything that negatively impacts public safety,47
scena/mp4010_22.dat:0x1774b,scena/mp4010_22.dat,have now been captured.,24
scena/mp4010_22.dat:0x17763,scena/mp4010_22.dat,"Thankfully, all of those agents",32
scena/mp4010_22.dat:0x17792,scena/mp4010_22.dat,It's over...,13
scena/mp4010_22.dat:0x177b6,scena/mp4010_22.dat,package tours. All for nothing!,32
scena/mp4010_22.dat:0x177d6,scena/mp4010_22.dat,I put my heart into designing all these,40
scena/mp4010_22.dat:0x1780d,scena/mp4010_22.dat,leisurely travel now...,24
scena/mp4010_22.dat:0x17825,scena/mp4010_22.dat,Nobody's going to be in the mood for,37
scena/mp4010_22.dat:0x1797e,scena/mp4010_22.dat,Huh...? What's going on?,25
scena/mp4010_22.dat:0x179b4,scena/mp4010_22.dat,Woman with Glasses,19
scena/mp4010_22.dat:0x179c7,scena/mp4010_22.dat,nobles are insufferable!,25
scena/mp4010_22.dat:0x179e0,scena/mp4010_22.dat,Honestly! You arrogant Imperial,32
scena/mp4010_22.dat:0x17a10,scena/mp4010_22.dat,You really are unbearably full of yourselves.,46
