offset,text_source,byte_budget
0x6d387,"The caravan continues on its slow, inexorable roll\n",52
0x6d3bc,up the mountain path...,23
0x6d3d4,"I can tell the road here was paved at SOME point,\n",51
0x6d408,"but now, only a scattered few flat stones remain.",49
0x6d43a,"Trees have taken root in the days since, roots\n",48
0x6d46b,snaking under the surface and breaking up the\n,47
0x6d49b,path.,5
0x6d4a1,So this is what Ukon meant when he said the road\n,50
0x6d4d4,would be rough...,17
0x6d4e6,"The snowmelt has sunken into the dirt, too,\n",45
0x6d514,forcing everyone to trudge through the thick mud.,49
0x6d546,Mysterious duo right,20
0x6d55f,Mysterious duo left,19
0x6d573,*Poke-poke-poke*...,19
0x6d587,*Squish-squish-squish*...,25
0x6d5a1,"As usual, the Mystery Twins are close at hand.",46
0x6d5d0,"This is... Ah, forget it.",25
0x6d5ea,"No matter what I say, it's not like they're gonna\n",51
0x6d61e,reply. It's pointless to even worry about it.,45
0x6d64c,"...Man, though. It's getting dark.",34
0x6d66f,"The sun SHOULD be at high noon, but the thick\n",47
0x6d69f,canopy growth above us is blocking it out\n,43
0x6d6cb,effectively.,12
0x6d6d8,Ne'ertofore have I breathed so foul an air as that\n,52
0x6d70d,which chilleth my very bones in this place...,45
0x6d73b,Maroro mutters uneasily as he shoots furtive\n,46
0x6d76a,"glances about, peering into the trees.",38
0x6d791,"It calleth forward a memory most unseemly, of a\n",49
0x6d7c3,darkling scroll that fearful once I read.,41
0x6d7ed,'Twas a tale of a man a-wandering in a wood like\n,50
0x6d820,"this one, whence he met a woman of beauty quite\n",49
0x6d852,unmatch'd.,10
0x6d85d,"But lo, 'neath this woman's mask of deception lay\n",51
0x6d891,a nugwisomkami! That which feasteth upon the flesh\n,52
0x6d8c6,of wayfarers.,13
0x6d8d4,"""Nugwisomkami?"" So, what, it's some kind of\n",45
0x6d902,phantom or ghost or something...?,33
0x6d924,"Doth the tale frighten thee not, Master Haku?",45
0x6d952,"Not... really, no.",18
0x6d965,I-I see...,10
0x6d970,"Not only is it kind of a generic story, but a\n",47
0x6d9a0,short summary isn't exactly gonna strike fear\n,47
0x6d9d0,into my heart.,14
0x6d9df,Hm?,3
0x6d9e3,A figure on the road ahead catches my gaze...,45
0x6da11,"Someone unfamiliar stands at the side of the road,\n",52
0x6da46,waving both arms in an effort to flag us down.,46
0x6da75,"Next to them, a wagon much like one of our own has\n",52
0x6daaa,"tilted and fallen, blocking the road.",37
0x6dad0,"Ukon calls a halt, and a nervous vibe ripples through\n",55
0x6db08,"the caravan, the prospect of bandits very real.",47
0x6db38,Girl,4
0x6db3d,"I'm so sorry, but could you help me out?",40
0x6db66,The young girl next to the wagon approaches us\n,48
0x6db97,with an apologetic smile.,25
0x6dbb1,"What can we do for you, miss?",29
0x6dbcf,"My cart's wheels are stuck in a ditch, and I can't\n",52
0x6dc04,get it out on my own.,21
0x6dc1a,"My companions went for help, but at this rate, the\n",52
0x6dc4f,sun's going to set before they come back...,43
0x6dc7b,"I'm awfully sorry, but could I get your help\n",46
0x6dcaa,pushing the cart free?,22
0x6dcc1,"Quite a bind you're in, huh. All right, men, let's\n",52
0x6dcf6,help her out!,13
0x6dd04,Ukon's Cohort,13
0x6dd12,Sir!,4
0x6dd17,Leave it to us!,15
0x6dd27,Several men quickly gather at Ukon's call.,42
0x6dd52,They seem a little eager to please because it's a\n,51
0x6dd86,woman--especially one with a pretty face. Figures.,50
0x6ddb9,"Hey, Maroro. Is that your nugwisomkami?",39
0x6dde1,How now?,8
0x6ddea,The story you just told me. She gonna eat us up\n,49
0x6de1c,while our guard is down?,24
0x6de35,"G-Gadzooks, Master Haku, make not such jests!\n",47
