offset,text_source,byte_budget
0x22a091,Several days pass in relative calm after we\n,45
0x22a0bf,arrive back in Yamato.,22
0x22a0d6,"We return to the rhythm of peace and busyness,\n",48
0x22a107,and the events in the ruins slowly fade into\n,46
0x22a136,memory.,7
0x22a13e,Those nostalgic memories and our strange and\n,46
0x22a16d,terrifying experiences gradually slip from our\n,48
0x22a19e,minds.,6
0x22a1a5,"Maybe I should just let it be, and forget\n",43
0x22a1d1,everything... The thought crosses my mind\n,43
0x22a1fd,several times.,14
