offset,text_source,byte_budget
0x68441,"Hmm, hm hm...",13
0x6844f,Kuon boils the water I'd fetched for her in a\n,47
0x6847f,"large, metallic tub, humming to herself.",40
0x684a8,I lost count of how many trips it took to get\n,47
0x684d8,enough water to fill that thing up...,37
0x684fe,"What is she boiling all this water for, anyway?",47
0x6852e,It's not like she's cooking a hotpot or something.\n,52
0x68563,"We just ate, and there's way too much for that.",47
0x68593,Not that I doubt she'd be able to eat that much.,48
0x685c4,"Hmm, hm hm... The water's juuuust about right.",46
0x685f3,"She tests the water with her hand, then--apparently\n",53
0x68629,satisfied--pours it into a different tub.,41
0x68653,"The remaining water goes back on top of the fire,\n",51
0x68687,and she adds more from the buckets I'd fetched.,47
0x686b7,She's going through water like it's going out of\n,50
0x686ea,"style, here.",12
0x686f7,"I'm probably going to feel stupid for asking, but\n",51
0x6872b,what are you doing?,19
0x6873f,"Preparing a bath, obviously.",28
0x6875c,"Yeah, I had a feeling. I didn't think she'd go\n",48
0x6878d,"through all this trouble, though.",33
0x687af,You're going out of your way to boil all that\n,47
0x687df,water in the middle of a campground...?,39
0x68807,Sure. A bath feels great after proper hard work.,48
0x68838,"""Proper hard work."" But I'm the one who went\n",46
0x68867,through all the trouble...,26
0x68882,"Step back a bit, would you, Haku?",33
0x688a4,My griping falls on deaf ears as Kuon drapes a\n,48
0x688d5,large sheet over a string to make a partition.,46
0x68909,The telltale rustling of clothes is perfectly\n,47
0x68939,audible through the partition.,30
0x68958,She's as brazen as always...,28
0x68975,But to think she'd go to such lengths just for a\n,50
0x689a8,bath. She must REALLY enjoy them.,33
0x689ca,*Splish*...,11
0x689d6,Ahh... This is just what I needed.,34
0x689f9,"She must have lowered herself into the water, for\n",51
0x68a2d,a soft exclamation of comfort wafts over the\n,46
0x68a5c,barrier.,8
0x68a65,"You like baths that much, huh?",30
0x68a84,Mhm. Very much.,15
0x68a94,Washing away a hard day's sweat with a hot bath\n,49
0x68ac6,is the best feeling there is.,29
0x68ae4,"Honestly, if I had my way I'd take two a day, but\n",51
0x68b18,I suppose beggars can't be choosers.,36
0x68b3d,"...What, is she waiting for some kind of quip for\n",51
0x68b71,that? A retort?,15
0x68b81,Do you do this all the time when you're out\n,45
0x68baf,traveling like this?,20
0x68bc4,"Mm. I know it's a bit extravagant, but as long as\n",51
0x68bf8,"I prepare it myself, it's not like I'm bothering\n",50
0x68c2b,anyone.,7
0x68c33,"I'm the one who did all the heavy lifting,\n",44
0x68c60,though...,9
