offset,text_source,byte_budget
0x2b9726,Zzz... zzz...,13
0x2b9734,Look at Nekone. She must be tired.,34
0x2b9757,"Thanks for letting her ride with you, Rulutieh.",47
0x2b9787,"Oh, it's no problem at all... Cocopo seems\n",44
0x2b97b4,happy to have her along.,24
0x2b97d2,We should be there soon. The fortress is right\n,48
0x2b9803,over this ridge.,16
0x2b9814,"Hee. Nekone's a real cutie when she's asleep,\n",47
0x2b9844,"huh, Kiwru? You keep stealing little glances\n",46
0x2b9873,at her.,7
0x2b987b,"Huh!? A-Ah, well--",18
0x2b988e,Zzz...,6
0x2b9895,The sun's getting awfully low...,32
0x2b98b6,Yeah. Hope Munechika made it back all right.,44
0x2b98e3,"That man--Kurou, was it? His parting words\n",44
0x2b9910,"were... perturbing, wouldn't you agree?",39
0x2b9938,Yeah. He mentioned something about being\n,42
0x2b9963,"""too late"" for something.",25
0x2b997d,...He did.,10
0x2b9988,"Kurou, huh.",11
0x2b9994,"He was calling Kuon ""my lady"" like he was\n",43
0x2b99c0,pretty familiar with her...,27
0x2b99dc,"What's his relationship with Kuon, anyway?\n",44
0x2b9a09,Who exactly... IS Kuon?,23
0x2b9a21,"I'm burning to know, but now doesn't feel like\n",48
0x2b9a52,the time to ask.,16
0x2b9a63,The others are probably thinking the same\n,43
0x2b9a8f,"thing, but nobody gives voice to the uneasy\n",45
0x2b9abd,thoughts.,9
0x2b9ac7,"Hey, boss. Isn't the fortress looking a little\n",48
0x2b9af8,weird to you?,13
0x2b9b06,What?,5
0x2b9b0c,"Oh, dear. It's awfully quiet. And there's no...",47
0x2b9b3c,"No fires, yeah. Night's falling, but I don't see\n",50
0x2b9b6f,so much as a torch.,19
0x2b9b83,We should hurry. I've got a bad feeling about\n,47
0x2b9bb3,"this. Nosuri, Ougi, could you scope it out?",43
0x2b9bdf,"Understood. Ougi, with me. Let's see what's up\n",48
0x2b9c10,ahead.,6
0x2b9c17,Right behind you.,17
0x2b9c29,...Completely empty?,20
0x2b9c3e,What the hell is going on? Why'd they abandon\n,47
0x2b9c6e,the fortress?,13
0x2b9c7c,"We searched it front and back, Haku.\n",38
0x2b9ca3,The place is empty.,19
0x2b9cb7,"All the footmen's tents, as well.",33
0x2b9cd9,"Hey, did the enemy get here first?",34
0x2b9cfc,I don't think so. There are no signs of a struggle.,51
0x2b9d30,Could it be they abandoned the tower?\n,39
0x2b9d58,Sounded the retreat for some reason?,36
0x2b9d7d,Th-Then... did they... leave us behind?,39
0x2b9da5,"Quite possible, but this is far too sudden to\n",47
0x2b9dd5,be an organized retreat.,24
0x2b9dee,"Uruuru, Saraana. Can you sense anything?",40
0x2b9e17,...Something nearing.,21
0x2b9e2d,Somebody appears to be heading our way.,39
0x2b9e55,"Is that you, Lord Haku?",23
0x2b9e6d,Munechika--,11
0x2b9e79,"Lord Haku, all of you... I am glad to see you\n",47
0x2b9ea9,safe.,5
0x2b9eaf,And you as well... We were quite worried about\n,48
0x2b9ee0,you.,4
0x2b9ee5,You look like you've been through a tough fight.\n,50
0x2b9f18,"Seems like you pulled through somehow, though.",46
0x2b9f47,"...Yes, somehow.",16
0x2b9f58,You did good. Our plan wouldn't have succeeded\n,48
0x2b9f89,if not for your diversion.,26
0x2b9fa4,It just gladdens me to see you unharmed.\n,42
0x2b9fcf,"Unfortunately, we cannot continue this war\n",44
0x2b9ffc,any longer.,11
0x2ba008,Huh...?,7
0x2ba010,"Something happened, I'm guessing?\n",35
0x2ba034,Could Benawi have...?,21
0x2ba04a,"Munechika, why isn't anyone here?\n",35
0x2ba06e,"Where are the other generals, the soldiers?",43
0x2ba09e,Lady Munechika...?,18
0x2ba0b1,We've received word from the mainland.,38
0x2ba0d8,Ah... A-Are you all right? You look pale...,43
0x2ba104,I...,4
0x2ba109,My liege... has passed from this world.,39
0x2ba131,...Huh?,7
0x2ba139,Passed...?,10
0x2ba144,My brother... The Mikado is... dead?,36
0x2ba169,"Th-That... No, that can't be. This is some kind\n",49
0x2ba19b,"of joke, right?",15
0x2ba1ab,I... see...,11
0x2ba1b7,"No, that can't... The Mikado, he can't just...",46
0x2ba1e6,That's... That's impossible. The Mikado cannot...,49
0x2ba218,There's no way the Mikado could be gone!\n,42
0x2ba243,That's not true!,16
0x2ba254,Sh-She's right. There must be some mistake.,43
0x2ba280,My liege is akin to a god...,28
0x2ba29d,He... He looked just fine last time I saw him.,46
0x2ba2cc,And you got this from a reliable source? This\n,47
0x2ba2fc,ain't the time for miscommunication.,36
0x2ba321,"Yeah, that's right...",21
0x2ba337,It's also possible it's deliberate false\n,42
0x2ba362,information. We've been cut off from\n,38
0x2ba389,communications until now.,25
0x2ba3a3,No. The message came through Lord Raiko's\n,43
0x2ba3cf,personal network. There's no mistaking it.,42
0x2ba3fa,"I hardly want to believe such a thing, but it's\n",49
0x2ba42c,the indisputable truth.,23
0x2ba444,It... It cannot be.,19
0x2ba458,Ah...,5
0x2ba45e,Rulutieh!?,10
0x2ba469,"Rulutieh sways, then crumples to the ground,\n",46
0x2ba498,fainting. I barely manage to catch her in time.,47
0x2ba4c8,Lords Raiko and Dekopompo have withdrawn with\n,47
0x2ba4f8,"their troops. Of the Pillars, only I remain\n",45
0x2ba526,here.,5
0x2ba52c,So you've been waiting for us this entire time.,47
0x2ba55c,"Well, I could hardly leave you behind.",38
0x2ba583,...Thank you.,13
0x2ba591,I am merely fulfilling my duties. All that\n,44
0x2ba5be,remains is for you to be gone from this place.,46
0x2ba5ed,Haku?,5
0x2ba5f3,"Huh? O-Oh... Yeah, right.",25
0x2ba60d,Our priority right now is to get back to Yamato.\n,50
0x2ba640,We can figure out how to address this from\n,44
0x2ba66d,there.,6
0x2ba674,Everyone. We're heading back immediately.,41
0x2ba69e,"All right, all of you. Up on your feet. You can\n",49
0x2ba6d0,mourn later. Mopin' won't fix anything right\n,46
0x2ba6ff,now.,4
0x2ba704,"Miss Munechika, you should come with...",39
0x2ba72c,I cannot. I will remain here and waylay the\n,45
0x2ba75a,enemy as best I'm able.,23
0x2ba772,...Munechika?,13
0x2ba780,They'll have already discerned that we've\n,43
0x2ba7ac,abandoned the field.,20
0x2ba7c1,"Someone must remain behind to hold them at bay,\n",49
0x2ba7f3,else they'll run our troops down and slaughter\n,48
0x2ba824,them.,5
0x2ba82a,I am the Guardian. My duty to my liege is to\n,46
0x2ba859,protect.,8
0x2ba862,Miss Munechika...,17
0x2ba874,Go now. And do not worry--I hardly intend to\n,46
0x2ba8a3,forfeit my life to these men.,29
0x2ba8c1,Understood. We'll be looking forward to your\n,46
0x2ba8f0,return.,7
0x2ba8f8,"C'mon, let's go. All of you. Now.",33
0x2ba91a,...Very well.,13
0x2ba928,"Nekone, can you stand?",22
0x2ba93f,"Here, take my hand.",19
0x2ba953,I-I am capable on my own.,25
0x2ba96d,"Rulie? You OK, darling?",23
0x2ba985,Yes... Thank you for you concern.,33
0x2ba9a7,All right. Let's organize our stuff and get out\n,49
0x2ba9d9,of here.,8
0x2ba9e2,"...Please stay safe, Miss Munechika.",36
0x2baa07,Worry not. We'll meet again.,28
0x2baa24,I look forward to seeing you at the Hakurokaku.,47
