offset,text_source,byte_budget
0x168acc,I see you have finally arrived.,31
0x168aec,...Nekone? What're you doing in my dream...?,44
0x168b19,"Well, Haku, I confess I did not take you for\n",46
0x168b48,the type to train yourself so dedicatedly.,42
0x168b73,But true power requires more than simply honing\n,49
0x168ba5,your physical strength.,23
0x168bbd,"If you would match my dear brother, you need\n",46
0x168bec,"intelligence! Yes, a keen mind is the key to\n",46
0x168c1b,everything!,11
0x168c27,"Therefore, I have summoned the prestigious\n",44
0x168c54,ex-scholar masters here.,24
0x168c6d,"For heeding my call, you have my thanks!",40
0x168c96,"Masters...? Dammit, not again!",30
0x168cb5,"Now, have at it! Go ahead and kill him in\n",43
0x168ce1,whatever way you find most satisfying!,38
0x168d08,Wh-What the--!?,15
0x168e47,...Hey... does this really have anything to do\n,48
0x168e78,with intelligence?,18
0x168e8b,What are you saying? This is PACKED with\n,42
0x168eb6,intelligence.,13
0x168ec4,You really cannot see it? Tsk...\n,34
0x168ee7,"Haku, you disappoint me.",24
0x168f00,How could I get smarter by doing crap like this?\n,50
0x168f33,"Ugh, I hope this doesn't go on for much longer...",49
