offset,text_source,byte_budget
0x179a45,"Your days of villainy are over, Moznu!",38
0x179a6c,"Grah, gah, *cough*... D-Damn it all...",38
0x179a93,"Yes! Thanks to Kuon's smoke bombs, everything\n",47
0x179ac3,went off without a hitch.,25
0x179add,We round up all the unconscious bandits\n,41
0x179b07,and tie them up.,16
0x179b18,"There's barely any resistance, so we're done\n",46
0x179b47,in no time.,11
0x179b53,...That smoke really was our ace in the hole.,45
0x179b81,...Are these people really going to be all right?,49
0x179bb3,"Eh, nothing life threatening... I think.",40
0x179bdc,You think...?,13
0x179bea,"Kuon didn't know how it would turn out, and it's\n",50
0x179c1d,not like we tested the thing beforehand.,40
0x179c46,Now all that remains is to serve them up to\n,45
0x179c74,justice.,8
0x179c7d,Urgh...,7
0x179c85,I suggest you use your stay in prison to reflect\n,50
0x179cb8,on your crimes against the Nosuri Bandits' name.,48
0x179ce9,Hold on a sec.,14
0x179cf8,*Snap*,6
0x179cff,"As Nosuri begins striding toward Moznu, I stop\n",48
0x179d30,her and snap my fingers.,24
0x179d49,Wh-Wha... Who are all these--\n,31
0x179d69,Wait! What are you...!? S-Stop...\n,35
0x179d8d,STOOOOOOOOOOOOOOOOP!!!,22
0x179da4,"Suddenly, Ougi and the Nosuri Bandits emerge from\n",51
0x179dd8,the shadows... and begin stripping Moznu and his\n,50
0x179e0b,gang of all their clothes.,26
0x179e26,Eeek!?,6
0x179e2d,Wh-What are you...?,19
0x179e45,...And what exactly is this?,28
0x179e62,Oogh... I believe I'm going to be ill.,38
0x179e89,Everybody looks appalled by the scene taking place.\n,53
0x179ebf,All the girls hastily avert their gazes.,40
0x179ee8,Wh-What is all this?,20
0x179efd,The finishing touch. We need to make this as\n,46
0x179f2c,convincing as possible.,23
0x179f44,Convincing? What's going to be convincing about\n,49
0x179f76,a horde of naked thugs...?,26
0x179f91,"If we bring them in now, it'll just look like we\n",50
0x179fc4,took down a regular old group of bandits.,41
0x179fee,We want it absolutely clear that this guy's been\n,50
0x17a021,posing as the leader of the Nosuri Bandits...,45
0x17a04f,Which is why--,14
0x17a05e,WHAT the FUCK!?,15
0x17a06e,"Before I can finish, I hear Moznu wailing in\n",46
0x17a09d,anguish.,8
0x17a0a6,Nosuri glances over to see what's going on...\n,47
0x17a0d6,and freezes.,12
0x17a0e3,"Wh-Wh-What the shit are you tryin' to pull,\n",45
0x17a111,dressin' me up like this!?,26
0x17a12c,Before her is... a whole new Moznu.,35
0x17a150,"He's dressed in the same clothes as Nosuri,\n",45
0x17a17e,his face slathered in makeup.\n,31
0x17a19e,The sight is... arresting.,26
0x17a1b9,I've fought in a number of wars now... but I've\n,49
0x17a1eb,still never seen anything this awful...,39
0x17a213,Atuy hastily dashes to the far corner of the\n,46
0x17a242,area the moment she sees him.,29
0x17a260,Bleaagghhh...,13
0x17a26e,Wh-What exactly is...,21
0x17a284,...This is cruel and unusual.,29
0x17a2a2,The disgust is clear in everyone's voices.\n,44
0x17a2cf,Nekone and Rulutieh... seem to be at a complete\n,49
0x17a301,loss.,5
0x17a307,"...OK, I think we're all ready.",31
0x17a327,Ready for WHAT!? What the fuck are you plannin'\n,49
0x17a359,on doin' to me after dressin' me in THIS shit!?,47
0x17a389,"With all of them disguised like this, it'll be\n",48
0x17a3ba,clear they've been masquerading as...\n,39
0x17a3e2,"uh, Nosuri?",11
0x17a3ee,"Ignoring Moznu's yells, I glance to my side.\n",46
0x17a41d,"Nosuri's shaking, like she's on the verge of\n",46
0x17a44c,tears.,6
0x17a453,M-My bandit finery...! I-I was saving those for\n,49
0x17a485,a special occasion!,19
0x17a499,G-Gaaah!? Wh-What're yeh doin' to me NOW!?,42
0x17a4c4,"Hey, come on! We just finished squeezing him\n",46
0x17a4f3,into that!,10
0x17a4fe,Are you insane!? Th-That came out of MY wardrobe!,49
0x17a530,"It's a necessary evil. Sorry, but you'll have to\n",50
0x17a563,just give it up.,16
0x17a574,I manage to hold Nosuri back from reclaiming her\n,50
0x17a5a7,clothes from Moznu.,19
0x17a5bb,She stares at Moznu with soulless eyes for a\n,46
0x17a5ea,"while, then weakly slumps to the ground.",40
0x17a613,M-My favorite ensemble... It took almost all\n,46
0x17a642,my savings to satisfy that merchant...,38
0x17a669,A-And now... it's ruined... I'll never be able\n,48
0x17a69a,to wear it again...,19
0x17a6ae,"Ougi, who appears to have finished his work,\n",46
0x17a6dd,places a reassuring hand on her shaking shoulder.,49
0x17a70f,"I know how difficult this must be, but you must\n",49
0x17a741,understand that it was for the greater good.,44
0x17a76e,But... But...,13
0x17a77c,Huh. I get the feeling she didn't hear a word\n,47
0x17a7ac,"of my explanation... Ah, well.",30
0x17a7cb,"All right, time to wrap this up--",33
0x17a7ed,W-Wait just a damn second!\n,28
0x17a80a,"Y-You're not gonna turn me in like this, are yeh!?",50
0x17a83d,'Course I am.,13
0x17a84b,Not like this... N-No!\n,24
0x17a864,Anythin' but THIS! PLEASE!!,27
0x17a880,Take 'em away. And make it flashy when you haul\n,49
0x17a8b2,them in. Make sure everyone gets a good look.,45
0x17a8e0,NOOOOOOOOOOOOOO!!,17
0x17a8f2,"Heh heh heh... And now, time to get a look\n",44
0x17a91f,at this treasure...,19
0x17a933,All their stolen goodies belong to me now...\n,46
0x17a962,and I can finally start living the easy life...,47
0x17a992,"You're still scheming something, aren't you?",44
0x17a9bf,"Well, how about we take a quick look in the... Huh?",51
0x17a9f3,"Just as I drift back to reality, I suddenly smell\n",51
0x17aa27,something burning.,18
0x17aa3a,...What?,8
0x17aa43,"My stomach sinks, and I turn around to find...\n",48
0x17aa74,the bandits' hideout engulfed in flames.,40
0x17aa9d,Huh?,4
0x17aaa2,"The fire dances and rises, casting a warm light\n",49
0x17aad4,"over the caves, like a massive, guttering torch.",48
0x17ab05,Wh--!? Fire!? H-How!?,21
0x17ab1b,"My, what a magnificent blaze.\n",31
0x17ab3b,I daresay the spectacle is a fitting end\n,42
0x17ab66,to a victorious night.,22
0x17ab7d,Wh-What are you... How did it catch fire!?\n,44
0x17abaa,What could possibly have caused this!?,38
0x17abd1,"Well, about those smoke bombs...\n",34
0x17abf4,I think I did mention they were a bit unstable.,47
0x17ac24,"Why didn't you SAY--W-We need to put it out, NOW!",49
0x17ac56,"W-We can't. Now that the fire's that big,\n",43
0x17ac82,there's no stopping it...,25
0x17ac9c,It's not too late! Water!\n,27
0x17acb8,Where's the water!?,19
0x17accc,U-Um... I think I see a bucket over there...?,45
0x17acfa,Here!,5
0x17ad00,Ah--,4
0x17ad05,That's--,8
0x17ad0e,Take this!,10
0x17ad19,WHAAAARGH!?,11
0x17ad25,"The moment I douse the fire, it immediately\n",45
0x17ad53,begins burning even stronger.,29
0x17ad71,"Hot, HOT! What's going on!?",27
0x17ad8d,I believe that is oil you just threw on the fire.\n,51
0x17adc1,Of course it will burn more fiercely.,37
0x17ade7,OIL!? Who the hell leaves a bucket of oil\n,43
0x17ae13,lying around!?,14
0x17ae22,"The wooden platforms burn even brighter, before\n",49
0x17ae54,beginning to crumble with a crunch of timber.,45
0x17ae82,I-It's burning... all burning...,32
0x17aea3,"What are you doing, Haku!?\n",28
0x17aec0,It's dangerous to go in!,24
0x17aed9,Let go of me! My life of luxury!\n,34
0x17aefc,I could almost taste it...!,27
0x17af18,What are you talking about!?\n,30
0x17af37,You're going to kill yourself in there!,39
0x17af5f,"Kiwru hurriedly rushes to me, holding me back.\n",48
0x17af90,"The fire burns merrily, spreading across the camp.",50
0x17afc3,Why...? It wasn't supposed to be like this...,45
0x17aff1,"It'll be nothing but ash soon. I fall to my knees,\n",52
0x17b026,slamming my fist against the ground miserably.,46
0x17b055,"Easy come, easy go, I suppose they say.",39
0x17b07d,And this is a prime example of it.\n,36
0x17b0a2,How very educational.,21
0x17b0b8,It just goes to show that the best way to make\n,48
0x17b0e9,"money is through hard, honest work.",35
