offset,text_target
AREAS043.DAT:7:0,"[0C][81][05][08]Chedo, a Capital Imperial[06][13][90][0C][02]""Oi, fella... [01]Tudo bem?"""
AREAS043.DAT:7:1,"[0C][81][05][08]Chedo, a Capital Imperial[06][13][90][0C][02]""Oi, fella... [01]Tudo bem?"""
AREAS043.DAT:7:2,"[0C][02]""Oi, fella... [01]Tudo bem?"""
AREAS043.DAT:7:3,"[0C][02]""Voce parece ter tido um [01]tempo dificil! [02]Tá tudo certo!?"""
AREAS043.DAT:7:4,"[0C][04][14][80]@""Dizei-me... [0B][01]Esta é Chedo?"""
AREAS043.DAT:7:5,"[0C][02]""Sim. Esta é Chedo, de fato. [01]Construida pelo poderoso Deus [01]Imperador [04][06] para ser a [01]capital de seu Imperio."""
AREAS043.DAT:7:6,"""O que vou fazer!? [01]Minha casa...Meu dinheiro...Tudo [01]se foi!..."""
AREAS043.DAT:7:7,"""Esse monstro gigante--parecia [01]um cachorro ou sei la-- [01]veio primeiro... [02]E depois mais e mais [01]monstros, ate a rua ficar [01]cheia deles!"""
AREAS043.DAT:7:8,"""Hã? Nao, nao sou ladrao! [02]E que nao consigo decidir [01]se fujo ou nao!"""
AREAS043.DAT:7:9,"""Parece que esses monstros [01]nao saem do portao, por alguma razao. [02]Mas quem sabe? Podem atacar [01]de novo a qualquer [01]momento!"""
AREAS043.DAT:7:12,"""Esta cidade cresceu com a [01]capital... [02]Parece que vai acabar com [01]ela tambem..."""
AREAS043.DAT:7:13,"""O coracao da capital fica do [01]outro lado deste portao... [02]Mas como voces provavelmente [01]ja ouviram, agora ta [01]cheio de monstros..."""
AREAS043.DAT:7:14,"""Bem-vindo. Nao me importa [01]se for terremoto, vulcao ou monstros... [02][19]"
AREAS043.DAT:7:15,"""Hum...Parece que voce precisa [01]de mais zenny."""
AREAS043.DAT:7:16,"""Ouvi dizer que o General Rhun levou [01]suas tropas para o coracao [01]da capital... [02]O que vai acontecer com ele? Espero [01]que esteja bem...!"""
AREAS043.DAT:7:17,O Imperio...está terminado.
AREAS043.DAT:7:18,Mas ainda há trabalho a ser feito aqui.
AREAS043.DAT:7:19,Quer dizer...
AREAS043.DAT:7:20,"Isto é um adeus, entao, [01][04][04]?"
AREAS043.DAT:7:21,Sim. Existem coisas que preciso [01]fazer...Como encontrar o General Rhun.
AREAS043.DAT:7:23,Obrigada por tudo.
AREAS043.DAT:7:24,Ora...? Eu apenas cumpria [01]meu dever como...
AREAS043.DAT:7:25,"Sei disso. Ainda assim, somos aliados [01]agora, nao inimigos...Certo?"
