offset,text_target
AREAS009.DAT:8:0,"[14][80]@""[0A][02]au!"""
AREAS009.DAT:8:1,"[14][80]@""[0A][02]au!"""
AREAS009.DAT:8:2,"[14][81]A""Nao recebo muita[01]gente por aqui...[02]Aqui so tem uns[01]tralhos e mais[01]tralhos...[02]O que posso fazer[01]pra voce?"""
AREAS009.DAT:8:3,"[14][81]A""Hmm...[0B]Entendi.[01]Procurando pecas,[01]eh?[02]Bem, acho que voce[01]pode achar o que[01]precisa aqui..."""
AREAS009.DAT:8:4,"[14][81]A""Bem, fica a seu[02]criterio. Se precisar[01]de mim, ja sabe[01]onde me achar."""
AREAS009.DAT:8:5,"[14][81]A""Fica em 25[01]zenny entao."""
AREAS009.DAT:8:6,"[14][81]A""Muito obrigado.[01]Boa sorte pra voce!"""
AREAS009.DAT:8:7,"[14][81]A""Vai custar 50[01]zenny."""
AREAS009.DAT:8:8,"[14][81]A""Sua pa quebrou,[01]foi? Pois eh, coisa[01]que acontece. Haha![02]Se precisar de mim,[01]ja sabe onde me[01]achar."""
AREAS009.DAT:8:9,"[14][80]@""[0A][02]au!"""
AREAS009.DAT:8:10,"""Voce quer pedir[01]a pa e o cachorro[01]de novo?""[19]"
AREAS009.DAT:8:11,"""Se ja terminou,[01]vou levar minha pa[01]de volta entao.[02]Se precisar de mim,[01]ja sabe onde me[01]achar."""
AREAS009.DAT:8:12,"[14][81]A""Ei! Voce nao tem[01]dinheiro suficiente!"""
AREAS009.DAT:8:13,"[14][81]A""As pecas que voce[01]procura estao todas[01]enterradas na areia.[02]Voce vai precisar[01]de uma pa para[01]cavar fora.[02]Se tiver um cachorro[01]que consiga farejar,[02]talvez voce consiga[01]achar o que[01]procura."""
AREAS009.DAT:8:14,"[14][81]A""Vou emprestar uma[01]pa e meu cachorro por[01]25 zenny cada.[19]"
AREAS009.DAT:8:15,Deseja operar o[01]guincho?[12][01][0C][82]Sim[01]Nao
AREAS009.DAT:8:16,[05][02]Guincho em Reparo[06][01]Cuidado: Ficar em pé[01]na ancora vai ativa-la.
AREAS009.DAT:8:17,"[14][81]A""Nao acho que tem[01]nada mais la.[02]Voce nao vai achar[01]mais nada, nao[01]importa quanto[01]procure."""
AREAS009.DAT:8:18,A [05][02]ancora[06] ja foi[01]baixada.
