offset,text_target
STR_DIALOGS_CAVE_7_D1_GRUPERMAKEREL_1,Aaah!!!
STR_DIALOGS_CAVE_7_D2_GRUPER_1,Você nos assustou!
STR_DIALOGS_CAVE_7_D2_MAKEREL_2,Não deveria nos assustar assim!
STR_DIALOGS_CAVE_7_D3_GRUPER_1,O resto de nós?_500_ Você verá...
STR_DIALOGS_CAVE_7_D3_MAKEREL_2,"Tudo ia bem até um bando de aranhas repugnantes aparecer do nada, puxando os outros para a escuridão da caverna."
STR_DIALOGS_CAVE_7_D3_MAKEREL_3,"Eu ia ajudar, mas percebi que meus cadarços estavam soltos._300_ Não faço ideia o que esse preguiçoso estava fazendo, porém."
STR_DIALOGS_CAVE_7_D4_GRUPER_1,Eu avisei!_300_ Eu estava vigiando as provisões!_300_ Você viu como aqueles bichos pareciam famintos.
STR_DIALOGS_CAVE_7_D5_MAKEREL_1,"Famintos por nós, gênio!"
STR_DIALOGS_CAVE_7_D6_GRUPER_1,Ah é?_300_ E desde quando nossas botas têm cadarços?
STR_DIALOGS_CAVE_7_D7_MAKEREL_1,Deixa de detalhe._300_ O importante agora é pensar num plano de resgate.
STR_DIALOGS_CAVE_7_D8_GRUPER_1,"Espera, você acha que ele...?"
STR_DIALOGS_CAVE_7_D9_MAKEREL_1,"Sim! Você nos ajuda?_100_ Perfeito! Vamos checar a sala principal, só pra ter certeza."
STR_DIALOGS_CAVE_7_D9_GRUPER_2,"M-_100_ Obrigado._300_ Por favor, encontrem eles."
