offset,text_en,byte_budget
STR_DIALOGS_CAVE_7_D1_GRUPERMAKEREL_1,Aaah!!!,7
STR_DIALOGS_CAVE_7_D2_GRUPER_1,You scared us!,14
STR_DIALOGS_CAVE_7_D2_MAKEREL_2,You shouldn't scare us at a time like this!,43
STR_DIALOGS_CAVE_7_D3_GRUPER_1,The rest of us?_500_ You'll see...,34
STR_DIALOGS_CAVE_7_D3_MAKEREL_2,"Everything was going fine until a group of nasty spiders came hurtling towards us out of nowhere, dragging the others into the darkness of the cave.",148
STR_DIALOGS_CAVE_7_D3_MAKEREL_3,"I was going to help, but realised that my shoelaces were untied._300_ I dunno what this lazybones was doing, though.",116
STR_DIALOGS_CAVE_7_D4_GRUPER_1,I told you!_300_ I was watching over the provisions!_300_ You saw how hungry those bugs looked.,95
STR_DIALOGS_CAVE_7_D5_MAKEREL_1,"Hungry for us, genius!",22
STR_DIALOGS_CAVE_7_D6_GRUPER_1,"Oh, really?_300_ And since when have our boots had laces?",57
STR_DIALOGS_CAVE_7_D7_MAKEREL_1,Never mind the details._300_ The important thing now is to come up with a rescue plan.,86
STR_DIALOGS_CAVE_7_D8_GRUPER_1,"Wait, do you think he...?",25
STR_DIALOGS_CAVE_7_D9_MAKEREL_1,"Yes! Will you help us?_100_ Perfect! We're going to check out the main room, just in case.",90
STR_DIALOGS_CAVE_7_D9_GRUPER_2,"Th-_100_ Thank you._300_ Please, find them.",43
