offset,text_source,byte_budget
0x2cc7f2,No sooner than the ship arrives in port do we\n,47
0x2cc822,set out for the imperial capital.,33
0x2cc844,"Our carriage barrels down the road, stopping\n",46
0x2cc873,for nothing.,12
0x2cc880,The atmosphere isn't nearly as cheerful as when\n,49
0x2cc8b2,we set out. Far fewer words are exchanged.,42
0x2cc8dd,"Well, we've made our way back.",30
0x2cc8fc,It feels like so long since we left...,38
0x2cc923,"Indeed. Finally, we're home...",30
0x2cc942,"Oh, I'm so hungry. I can't wait to eat skewers\n",48
0x2cc973,again...,8
0x2cc980,Rulutieh's expression only grows gloomier the\n,47
0x2cc9b0,closer we get to the city.,26
0x2cc9cb,"Kuon tries her best to cheer her up, but it\n",45
0x2cc9f9,doesn't seem to be having terribly much effect.,47
0x2cca29,"Kuon glances back at me, hoping I might be able\n",49
0x2cca5b,"to help somehow, but...",23
0x2cca73,Sorry. I've got too much on my mind to sort out\n,49
0x2ccaa5,right now.,10
0x2ccab0,Hm? Stop the carriage.,22
0x2ccac7,Aren't those Raiko and Dekopompo's soldiers?,44
0x2ccaf4,They left a lot earlier than we did.\n,38
0x2ccb1b,Why are they still outside the city?,36
0x2ccb40,Any particular reason the gate would be\n,41
0x2ccb6a,closed...?,10
0x2ccb75,Huh?,4
0x2ccb7a,It would appear they've been barred from\n,42
0x2ccba5,entering. Hm...,15
0x2ccbb5,The soldiers are being kept out? That seems\n,45
0x2ccbe3,strange... Just what is happening in there?,43
0x2ccc0f,"Nosuri, Ougi, do you mind?",26
0x2ccc2a,"Yes, it's worth investigating.\n",32
0x2ccc4b,"With me, Ougi.",14
0x2ccc5a,"Yes, dear sister.",17
0x2ccc6c,*Whistle*,9
0x2ccc76,They just... ran up the walls. Impressive.,42
0x2ccca1,You seem cautious.,18
0x2cccb4,"Yeah, well. I've just got a bad feeling about\n",47
0x2ccce4,this.,5
0x2cccea,...That's the only reason?,26
0x2ccd05,"You're a bad liar, Haku. I don't know what\n",44
0x2ccd32,"you're hiding, but it's obvious something's\n",45
0x2ccd60,on your mind.,13
0x2ccd6e,Uh huh?,7
0x2ccd76,I... would like it if you'd explain it all\n,44
0x2ccda3,to me...eventually.,19
0x2ccdb7,I will. Someday. I promise.,27
0x2ccdd3,All right. I'll be waiting.,27
0x2ccdef,"Thanks, Kuon. I promise I'll explain everything\n",49
0x2cce21,"to you, some day...",19
0x2cce35,Sorry we took so long.,22
0x2cce4c,"Worst news first, I suppose... The Mikado has\n",47
0x2cce7c,indeed passed on.,17
0x2cce8e,Nngh.,5
0x2cce94,No...,5
0x2cce9a,"The city is in mourning, and the Pillars' armies\n",50
0x2ccecd,are being barred from entry for the duration.,45
0x2ccefb,"Now, I'd like to preface the following by\n",43
0x2ccf27,saying it's merely conjecture substantiated\n,45
0x2ccf55,by rumor--,10
0x2ccf60,My sources can only give me unreliable\n,40
0x2ccf89,"information, but it seems the court is in\n",43
0x2ccfb5,chaos.,6
0x2ccfbc,Stop talking in circles and give it to us\n,43
0x2ccfe8,straight.,9
0x2ccff2,"Very well. In small words, then.",32
0x2cd013,The popular rumor is that Oshtor killed the\n,45
0x2cd041,Mikado.,7
0x2cd049,...Huh?,7
0x2cd051,What?,5
0x2cd057,Oshtor... assassinated the Mikado? Killed my\n,46
0x2cd086,brother?,8
0x2cd08f,Impossible...,13
0x2cd09d,Utterly ridiculous!,19
0x2cd0b1,My dear brother... even were the heavens to\n,45
0x2cd0df,"crumble upon the earth, he'd NEVER betray the\n",47
0x2cd10f,Mikado!,7
0x2cd117,That's not all. They also claim he made an\n,44
0x2cd144,attempt on the princess's life.,31
0x2cd164,"Mercifully, Her Highness survived, but lies in\n",48
0x2cd195,critical condition.,19
0x2cd1a9,There must be some kind of mistake!\n,37
0x2cd1cf,He would NEVER--,16
0x2cd1e0,Nekone...,9
0x2cd1ea,H-He would... He'd never d-do such a horrible\n,47
0x2cd21a,thing...,8
0x2cd223,It's all right. Everyone here trusts in Oshtor.,47
0x2cd253,Please don't cry. OK?,21
0x2cd269,Sniff...\n,10
0x2cd274,OK.,3
0x2cd278,"So, where is Oshtor right now?",30
0x2cd297,"Oh, right. He's... been arrested.\n",35
0x2cd2bb,They're holding him in custody.,31
0x2cd2db,"There was another name, as well. The high\n",43
0x2cd307,"priestess, Lady Honoka, is accused of being\n",45
0x2cd335,a conspirator.,14
0x2cd344,She was the one to actually convey the poison\n,47
0x2cd374,to the Mikado via his food... or so the rumors\n,48
0x2cd3a5,state.,6
0x2cd3ac,What!?,6
0x2cd3b3,"Honoka killed my brother? No, that's...\n",41
0x2cd3dd,That's just ridiculous.,23
0x2cd3f5,Someone is definitely trying to frame her and\n,47
0x2cd425,Oshtor. This whole thing reeks of foul play.,44
0x2cd452,"Haku, what exactly are you thinking right now?",46
0x2cd481,There aren't many who know we're Oshtor's\n,43
0x2cd4ad,agents...,9
0x2cd4b7,But that doesn't mean there's no one in the\n,45
0x2cd4e5,city who knows.,15
0x2cd4f5,"Worst-case scenario, I imagine we're all wanted\n",49
0x2cd527,criminals.,10
0x2cd532,Yeah. We can't afford to walk around in the\n,45
0x2cd560,"open. We should take care to hide our faces,\n",46
0x2cd58f,if we can.,10
0x2cd59a,We do our best to disguise ourselves with the\n,47
0x2cd5ca,supplies we have on hand.,25
0x2cd5e4,"That being said, ""the supplies we have on\n",43
0x2cd610,"hand"" are scarves to hide our faces. It's more\n",48
0x2cd641,of a costume.,13
0x2cd64f,"Better than nothing, I suppose.",31
0x2cd66f,"The primary gates have been sealed off, but the\n",49
0x2cd6a1,western gate remains open to allow passage to\n,47
0x2cd6d1,merchants.,10
0x2cd6dc,I submit we pose as merchants in order to pass\n,48
0x2cd70d,through.,8
0x2cd716,Yeah...,7
0x2cd71e,"...Phew. Looks like we managed it, somehow.",43
0x2cd74a,They let us through a lot more easily than I\n,46
0x2cd779,thought. There wasn't even really an inspection.,48
0x2cd7aa,"Yeah, I noticed that, too. Maybe we're being a\n",48
0x2cd7db,"little too--No, we shouldn't let our guard down.",48
0x2cd80c,"Considering what might lie in store for us, it's\n",50
0x2cd83f,"better to be cautious than sloppy, I think.",43
0x2cd86b,"Hey, aren't any of you hungry?\n",32
0x2cd88c,Where'd all the vendors go...?,30
0x2cd8ab,"Man, she's right. The streets are dead. You\n",45
