offset,text_source,byte_budget
0x1746a9,EXI_B0535_A,11
0x1746b6,EXI_B0535_C,11
0x1746c2,Head,4
0x1746c7,Brigand,7
0x1746cf,Zzz... zzz...,13
0x1746dd,Momma... That's my... food...,29
0x1746fb,...Worked like a charm. That sleeping incense\n,47
0x17472b,stuff is pretty powerful.,25
0x174745,They should be asleep for a while now.\n,40
0x17476e,I'd say they probably won't wake up until morning.,50
0x1747a1,Plenty of time for us.,22
0x1747b8,Wait. I don't think it'd be good to go in just yet.\n,53
0x1747ee,"The smoke hasn't dispersed, so if you breathe in...",51
0x174826,...Haku?,8
0x17482f,Gah!? What? I'm wide awake.,27
0x17484b,Are you... sure?,16
0x17485c,"That was close... It smells sweet, but I didn't\n",49
0x17488e,expect it to be this potent...,30
0x1748ad,"...It should be safe now, I think.\n",36
0x1748d2,Are you all ready?,18
0x1748e5,"Yeah, ready.",12
0x1748f2,"Haku, this area looks clear.",28
0x17490f,"Let's keep moving, then. We need to round them up\n",51
0x174943,before they realize what's going on.,36
0x174968,Hm... I'm not used to just casually strolling\n,47
0x174998,into my target location like this.,34
0x1749bb,Indeed. Our modus operandi was typically to sneak\n,51
0x1749ef,"through in the dead of night, while they slept.",47
0x174a1f,"After seeing this, it makes me wonder what all\n",48
0x174a50,that effort was for...,22
0x174a67,You were a gentlewoman thief who acted with all\n,49
0x174a99,"due tradition, nobility, and decorum, dear sister.",50
0x174acc,Not really sure how much decorum is\n,37
0x174af2,involved in breaking and entering...,36
0x174b17,But tactics like these are almost taboo.\n,42
0x174b42,Just think--what if this gas was a lethal poison\n,50
0x174b75,instead...?,11
0x174b81,"He must be well aware of this, yet he doesn't\n",47
0x174bb1,bat an eye at such unthinkable methods.\n,41
0x174bdb,Terrifying...,13
0x174be9,Truly. All audacity and atrocity is met with the\n,50
0x174c1c,same unruffled nonchalance.,27
0x174c38,...Why do I get the feeling you guys are\n,42
0x174c63,bad-mouthing me over there?,27
0x174c7f,"Hardly. If anything, it is praise. Little wonder\n",50
0x174cb2,"you drew Oshtor's eye, with such artifice.",42
0x174cdd,"Now that I think about it, I guess you do have\n",48
0x174d0e,"a knack for these jobs, Haku. It's a little\n",45
0x174d3c,scary.,6
0x174d43,Scheming and underhanded tactics are just about\n,49
0x174d75,the only thing he's any good at.,32
0x174d96,Is this really how these guys see me...?,40
0x174dbf,"Um... Sir Haku, I... I think you're amazing!",44
0x174dec,Uh... th-thanks.,16
0x174dfd,"Anyway, let's get this over with, quick.",40
0x174e26,All I do is try whatever pops into my mind first.\n,51
0x174e5a,I don't think that's anything praiseworthy.,43
0x174e86,But...,6
0x174e8d,To think he would dare hide behind my name!,43
0x174eb9,Hm?,3
0x174ebd,And stealing from the poor and the helpless...\n,48
0x174eee,I never imagined he could sink that low.,40
0x174f17,"Mm? Oh, yeah. Right.",20
0x174f2c,Keep it together... Gotta stick to the story.,45
0x174f5a,"I asked Ougi to arrange a meeting with Nosuri,\n",48
0x174f8b,somewhere we wouldn't be seen.,30
0x174faa,Seems like you're doing OK.,27
0x174fc6,...What do you want?,20
0x174fdb,What do you have to gain from chatting with a\n,47
0x17500b,wanted criminal? Or have you come to capture me?,48
0x17503c,I guess the whole princess abduction is weighing\n,50
0x17506f,heavy on her...,15
0x17507f,"Well, let's see if I can turn things around.",44
0x1750ac,About that--There's something I think you should\n,50
0x1750df,know.,5
0x1750e5,You have something to tell me?,30
0x175104,Yeah. You're being accused of several crimes\n,46
0x175133,right now... but do you know what they actually\n,49
0x175165,are?,4
0x17516a,Of course not.,14
0x175179,"Hey, come on. This stuff specifically involves\n",48
0x1751aa,you. How can you actually not know...?,38
0x1751d1,Tales of my exploits are often exaggerated.\n,45
0x1751ff,I can't be expected to remember every detail.,45
0x17522d,"Wonder how true that is. Well, at least this\n",46
0x17525c,makes it a little more convenient for me.,41
0x175286,...What if I told you that you're being framed\n,48
