offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS031.DAT:8:1,AREAS031.DAT,8,1,"""Welcome to Shikk, home of[01]the best sailors in the[01]world![02]Know why? 'Cause Shikk is[01]on the only non-mud sea in[01]the world, that's why!""",188,
AREAS031.DAT:8:2,AREAS031.DAT,8,2,"""My dad's a sailor![02]I'm waiting for his ship to[01]get in!""",79,
AREAS031.DAT:8:3,AREAS031.DAT,8,3,"""Huh? You want to know[01]whose boat that is?[02]I don't know, but whoever[01]the owner is, he's probably[01]at the pub.""",153,
AREAS031.DAT:8:4,AREAS031.DAT,8,4,"""I heard that the[01]Checkpoint's been closed[02]and that it's hard to get[01]here...[02]I wonder if we'll be able[01]to get out all right...?""",180,
AREAS031.DAT:8:5,AREAS031.DAT,8,5,"""You can't fish in the Sea[01]of Mud, but you can fish[01]here, you know!""",96,
AREAS031.DAT:8:6,AREAS031.DAT,8,6,"""They say this ocean[01]stretches all the way to[01]the western continent.""",97,
AREAS031.DAT:8:8,AREAS031.DAT,8,8,"""Most of the menfolk of[01]this town are out on their[01]ships right now.""",96,
AREAS031.DAT:8:9,AREAS031.DAT,8,9,"""I heard that in some[01]places they have boats that[01]sail on the sand![02]I'd like to see one of them[01]someday--the boats here only[01]sail on water.""",197,
AREAS031.DAT:8:10,AREAS031.DAT,8,10,"[14][02][02]""Whaaaat!?[02]You wanna ride on[01]our ship?""",59,[14][02]
AREAS031.DAT:8:13,AREAS031.DAT,8,13,"""Looking to hire a ship,[01]are you?[02]Well then, you should talk[01]to those sailors there.""",119,
AREAS031.DAT:8:14,AREAS031.DAT,8,14,"""Welcome. Come in![02][19]",29,
AREAS031.DAT:8:15,AREAS031.DAT,8,15,"""Whoops--looks like[01]you're a little short[01]on zenny.""",73,
AREAS031.DAT:8:16,AREAS031.DAT,8,16,"""Rare items from[01]across the sea! Care[01]to take a look?""[12][84][0C][94]Buy[01]Sell[01]Trade[01]Never mind",117,
AREAS031.DAT:8:17,AREAS031.DAT,8,17,"[14][02][02]""Hey, I dunno who you[01]think you are,[02]but we don't let jus'[01]anyone on our ship,[01]y'know!""",126,[14][02]
AREAS031.DAT:8:18,AREAS031.DAT,8,18,"[14][02][02]""Besides...[02]We can't let anyone[01]who doesn't have the[02]blessing of the [05][02]God[01]of the Sea[06] come with[01]us--it's bad luck![02]Now be off with ya!""",195,[14][02]
AREAS031.DAT:8:19,AREAS031.DAT,8,19,"[14][02][02]""All of us sailors[01]get the blessing of[02]the [05][02]God of the Sea[06][01]before we go out on[01]our ships![02]We can't have anyone[01]without that blessing[01]on board, see?""",215,[14][02]
AREAS031.DAT:8:20,AREAS031.DAT,8,20,"""Huh? Looking for the[01]God of the Sea?[02]That road there leads[01]to the [05][02]Fane of the[01]Sea God[06].""",128,
AREAS031.DAT:8:21,AREAS031.DAT,8,21,"[14][02][02]""Whaaat!?[02]You say you went to[01]the Fane of the Sea[01]God!?""",83,[14][02]
AREAS031.DAT:8:23,AREAS031.DAT,8,23,"[14][02][02]""This must be an[01]omen...[02]A sign of the God of[01]the Sea's wishes...""",97,[14][02]
AREAS031.DAT:8:24,AREAS031.DAT,8,24,"[14][02][02]""All right then, who[01]am I to argue with[01]the God of the Sea?[02]You can come with us[01]on our ship if you[01]want!""",153,[14][02]
AREAS031.DAT:8:25,AREAS031.DAT,8,25,"[14][02][02]""Whoa![0B] Wait just a[01]minute there...[02]Don't tell me these[01]ladies here are[01]coming too?""",122,[14][02]
AREAS031.DAT:8:26,AREAS031.DAT,8,26,"[0C][06][14][83]D""Why wouldn't they?[01]You got a problem[01]with that?""",76,
AREAS031.DAT:8:27,AREAS031.DAT,8,27,"[14][02][02]""Yeah...I do.[02]We can't let women[01]on board our ship!""",78,[14][02]
AREAS031.DAT:8:28,AREAS031.DAT,8,28,"[14][02][02]""It's an old sailor's[01]rule--no women! It's[01]bad luck!""",79,[14][02]
AREAS031.DAT:8:29,AREAS031.DAT,8,29,"[14][02][02]""So, I'm sorry, but[01]you'll just have to[01]wait here!""",76,[14][02]
AREAS031.DAT:8:30,AREAS031.DAT,8,30,"[14][C1]@""Um...But...Isn't[01]there anything we[01]can do?[02][14][84]EI mean, we've been[01]though a lot just to[01]get here.[02]No matter how bad it[01]might be, I'm sure we[01]can handle it!""",222,[14][C1]
AREAS031.DAT:8:31,AREAS031.DAT,8,31,"[14][02][02]""Nope! Not a chance![02]Look, it's nothing[01]personal, but sailing[01]is a man's job![02]A sailor needs to be[01]brave, determined,[01]and strong...""",190,[14][02]
AREAS031.DAT:8:32,AREAS031.DAT,8,32,"[0C][03][14][05][06]""[0D]Exactly![0E][0F][03]""",27,
AREAS031.DAT:8:33,AREAS031.DAT,8,33,"[0C][05][14][05][06]""Whew! Haaaaa![01]We meet again, eh?[02]After you defeated[01]me the second time,[02]I wandered the world[01]until I came here,[02]where I became a[01]sailor!""",201,
AREAS031.DAT:8:34,AREAS031.DAT,8,34,"[0C][05][14][05][06]""A sailor is a man's[01]man! It's not a job[01]for the weak![02]Only a [05][02]real man[06][01]can become a sailor![02]And now I'm gonna[01]show you exactly[02]what a real man can[01]do!""",223,
