offset,file,text_en,byte_budget
scena/mp0000.dat:0x477c4,scena/mp0000.dat,@& ?,5
scena/mp0000.dat:0x48089,scena/mp0000.dat,@& A,5
scena/mp0000.dat:0x4bb39,scena/mp0000.dat,@& O,5
scena/mp0000.dat:0x5c863,scena/mp0000.dat,No way! It's Estelle!!!,24
scena/mp0000.dat:0x5c88a,scena/mp0000.dat,"Hi, Luke! How've you been?",27
scena/mp0000.dat:0x5c8ea,scena/mp0000.dat,moment I've been training for.,31
scena/mp0000.dat:0x5c909,scena/mp0000.dat,So we meet again! This is the,30
scena/mp0000.dat:0x5c936,scena/mp0000.dat,"Estelle Bright, I challenge you to a duel!",43
scena/mp0000.dat:0x5c970,scena/mp0000.dat,are we talking about?,22
scena/mp0000.dat:0x5c986,scena/mp0000.dat,A duel...? What sort of duel,29
scena/mp0000.dat:0x5c9b7,scena/mp0000.dat,"One-on-one combat, what else?!",31
scena/mp0000.dat:0x5c9d6,scena/mp0000.dat,Seriously?! A duel is a duel!,30
scena/mp0000.dat:0x5ca03,scena/mp0000.dat,"I'm way stronger than I was before, you know!",46
scena/mp0000.dat:0x5ca40,scena/mp0000.dat,"duel some other time, okay?",28
scena/mp0000.dat:0x5ca5c,scena/mp0000.dat,I'm sure you are... But let's,30
scena/mp0000.dat:0x5ca8d,scena/mp0000.dat,"..........Wait, what?",22
scena/mp0000.dat:0x5cac7,scena/mp0000.dat,with a weak attitude like that?,32
scena/mp0000.dat:0x5cae7,scena/mp0000.dat,Can you even call yourself a senior bracer,43
scena/mp0000.dat:0x5cb21,scena/mp0000.dat,"...Wait, is something wrong?",29
scena/mp0000.dat:0x5cb4d,scena/mp0000.dat,Nothing's wrong. I'm the same as always!,41
scena/mp0000.dat:0x5cb89,scena/mp0000.dat,All that prep for nothing...,29
scena/mp0000.dat:0x5cbb5,scena/mp0000.dat,Sorry? What was that?,22
scena/mp0000.dat:0x5cbfa,scena/mp0000.dat,Guess I should head home before it gets dark.,46
scena/mp0000.dat:0x5cc37,scena/mp0000.dat,"a duel, though! You promised!",30
scena/mp0000.dat:0x5cc55,scena/mp0000.dat,Don't forget you owe me,24
scena/mp0000.dat:0x5cc7c,scena/mp0000.dat,Oh! Estelle!,13
scena/mp0000.dat:0x5cc98,scena/mp0000.dat,Hiya Luke!,11
scena/mp0000.dat:0x5ccb7,scena/mp0000.dat,Good to see you're alright now.,32
scena/mp0000.dat:0x5ccea,scena/mp0000.dat,"Hehe, sure am.",15
scena/mp0000.dat:0x5cd08,scena/mp0000.dat,But I kind of regret waking up so soon.,40
scena/mp0000.dat:0x5cd3f,scena/mp0000.dat,I was having the most amazing dream.,37
scena/mp0000.dat:0x5cd73,scena/mp0000.dat,Oh yeah?,9
scena/mp0000.dat:0x5cd8f,scena/mp0000.dat,Hehe... I dreamed about being a kickass bracer!,48
scena/mp0000.dat:0x5cdce,scena/mp0000.dat,I was way more awesome than you!,33
scena/mp0000.dat:0x5cdfe,scena/mp0000.dat,Haha! You're so predictable.,29
scena/mp0000.dat:0x5ce2f,scena/mp0000.dat,your dream will become reality!,32
scena/mp0000.dat:0x5ce4f,scena/mp0000.dat,But work hard and maybe,24
scena/mp0000.dat:0x5ce7a,scena/mp0000.dat,my dust when the time comes!,29
scena/mp0000.dat:0x5ce97,scena/mp0000.dat,Hah! Just be ready to eat,26
scena/mp0000.dat:0x5cec0,scena/mp0000.dat,"By the way, you still owe me a duel...",39
scena/mp0000.dat:0x5cef6,scena/mp0000.dat,"Dang, I was hoping you'd forgotten about that...",49
scena/mp0000.dat:0x5cf3b,scena/mp0000.dat,Are you ready for it now?,26
scena/mp0000.dat:0x5cf55,scena/mp0000.dat,"But okay, a promise is a promise.",34
scena/mp0000.dat:0x5cf8a,scena/mp0000.dat,Nah... Let's do it some other time.,36
scena/mp0000.dat:0x5cfbd,scena/mp0000.dat,I caused you enough trouble for one day...,43
scena/mp0000.dat:0x5cff7,scena/mp0000.dat,you off the hook for now!,26
scena/mp0000.dat:0x5d011,scena/mp0000.dat,Just be happy I'm letting,26
scena/mp0000.dat:0x5d03a,scena/mp0000.dat,"You always have to get the last word, huh...",45
scena/mp0000.dat:0x5d07a,scena/mp0000.dat,wait until the time is right.,30
scena/mp0000.dat:0x5d098,scena/mp0000.dat,"...Well, fine. The duel can",28
scena/mp0000.dat:0x5d0c7,scena/mp0000.dat,You better be ready!,21
scena/mp0000.dat:0x5d0eb,scena/mp0000.dat,gonna wipe the floor with you!,31
scena/mp0000.dat:0x5d10a,scena/mp0000.dat,My awesome sword skills are,28
scena/mp0000.dat:0x5d135,scena/mp0000.dat,"Hehe, you still got a long way to go, kid!",43
scena/mp0000.dat:0x5d173,scena/mp0000.dat,Train hard or you'll be the one eating dirt.,45
