offset,file,text_en,byte_budget
scena/mp6100.dat:0x29d4e,scena/mp6100.dat,I think Joshua might've gone up to the roof...,47
scena/mp6100.dat:0x29d8c,scena/mp6100.dat,Estelle... Be careful and stay safe...,39
scena/mp6100.dat:0x29dc2,scena/mp6100.dat,Ugh... Don't worry about us.,29
scena/mp6100.dat:0x29def,scena/mp6100.dat,We can look after ourselves at least.,38
scena/mp6100.dat:0x29e24,scena/mp6100.dat,manage to sneak in here...,27
scena/mp6100.dat:0x29e3f,scena/mp6100.dat,How in the world did that boy,30
scena/mp6100.dat:0x29e6d,scena/mp6100.dat,I hope he's alright...,23
scena/mp6100.dat:0x29eab,scena/mp6100.dat,Don't worry about me. Carry on with the search...,50
scena/mp6100.dat:0x29eec,scena/mp6100.dat,Please find Carna and Anelace.,31
scena/mp6100.dat:0x29f1a,scena/mp6100.dat,That leaves just Anelace...,28
scena/mp6100.dat:0x29f45,scena/mp6100.dat,Sorry. It's all in your hands now...,37
scena/mp6100.dat:0x29f79,scena/mp6100.dat,the army should arrive soon...,31
scena/mp6100.dat:0x29f98,scena/mp6100.dat,Reinforcements from the guild and,34
scena/mp6100.dat:0x29fc9,scena/mp6100.dat,Don't take any unnecessary risks.,34
scena/mp6100.dat:0x2a08e,scena/mp6100.dat,Somewhere in the Liberl Kingdom,32
scena/mp6100.dat:0x2a0fd,scena/mp6100.dat,Bizarre Young Man,18
scena/mp6100.dat:0x2a10f,scena/mp6100.dat,"Ooh, not a bad place. Not bad at all.",38
scena/mp6100.dat:0x2a17c,scena/mp6100.dat,The Professor sure has excellent taste.,40
scena/mp6100.dat:0x2a1b5,scena/mp6100.dat,Man's Voice,12
scena/mp6100.dat:0x2a1c1,scena/mp6100.dat,"You're late, Campanella.",25
scena/mp6100.dat:0x2a233,scena/mp6100.dat,"Ah, the Bladelord. How long's it been? Six months?",51
scena/mp6100.dat:0x2a276,scena/mp6100.dat,without Your Lordship around.,30
scena/mp6100.dat:0x2a294,scena/mp6100.dat,It sure has been excruciatingly lonely,39
scena/mp6100.dat:0x2a2ca,scena/mp6100.dat,Silver-Haired Youth,20
scena/mp6100.dat:0x2a2de,scena/mp6100.dat,Excuse me if I find that hard to believe.,42
scena/mp6100.dat:0x2a325,scena/mp6100.dat,on the Erebonian Bracer Guild.,31
scena/mp6100.dat:0x2a344,scena/mp6100.dat,Word has it you led the assault,32
scena/mp6100.dat:0x2a373,scena/mp6100.dat,everything he's reputed to be?,31
scena/mp6100.dat:0x2a392,scena/mp6100.dat,Tell me. Was Cassius Bright,28
scena/mp6100.dat:0x2a3cc,scena/mp6100.dat,Oh. So you knew.,17
scena/mp6100.dat:0x2a40a,scena/mp6100.dat,I'll tell you that much.,25
scena/mp6100.dat:0x2a423,scena/mp6100.dat,"He's not your average old-timer,",33
scena/mp6100.dat:0x2a47c,scena/mp6100.dat,even without knowing it was me doing the throwing.,51
scena/mp6100.dat:0x2a504,scena/mp6100.dat,"Crushed one of my jaeger units, too.",37
scena/mp6100.dat:0x2a546,scena/mp6100.dat,Ah. Your precious Jesters.,27
scena/mp6100.dat:0x2a570,scena/mp6100.dat,One can only do so much with mediocre material.,48
scena/mp6100.dat:0x2a5a0,scena/mp6100.dat,"I did try to train them, but alas.",35
scena/mp6100.dat:0x2a5d3,scena/mp6100.dat,Divine Blade was all but inevitable.,37
scena/mp6100.dat:0x2a5f8,scena/mp6100.dat,I suppose falling before the,29
scena/mp6100.dat:0x2a63b,scena/mp6100.dat,"your end, no? That's a success in my book.",43
scena/mp6100.dat:0x2a666,scena/mp6100.dat,"Still, I kept him busy till things wrapped up on",49
scena/mp6100.dat:0x2a6ad,scena/mp6100.dat,...Or were you hoping to take him on yourself?,47
scena/mp6100.dat:0x2a6fb,scena/mp6100.dat,Heh. Perhaps I was.,20
scena/mp6100.dat:0x2a71f,scena/mp6100.dat,chained to the burden of military duty.,40
scena/mp6100.dat:0x2a747,scena/mp6100.dat,But no matter. Cassius Bright is now,37
scena/mp6100.dat:0x2a77c,scena/mp6100.dat,rendering him a threat no more.,32
scena/mp6100.dat:0x2a7e8,scena/mp6100.dat,His plan worked like a charm.,30
scena/mp6100.dat:0x2a806,scena/mp6100.dat,Gotta hand it to the Professor.,32
scena/mp6100.dat:0x2a848,scena/mp6100.dat,Did they make it to Liberl?,28
scena/mp6100.dat:0x2a864,scena/mp6100.dat,And what of the rest of the gang?,34
scena/mp6100.dat:0x2a8a7,scena/mp6100.dat,We convened for the first time yesterday.,42
scena/mp6100.dat:0x2a8e0,scena/mp6100.dat,scouting the area for some time now.,37
scena/mp6100.dat:0x2a905,scena/mp6100.dat,Though it seems Bleublanc's been,33
scena/mp6100.dat:0x2a936,scena/mp6100.dat,"Bewitching Bell, and the Angel of Slaughter...",47
scena/mp6100.dat:0x2a965,scena/mp6100.dat,"The Phantom Thief, the Direwolf, the",37
scena/mp6100.dat:0x2a99a,scena/mp6100.dat,managed to gather in one place.,32
scena/mp6100.dat:0x2a9ba,scena/mp6100.dat,I can't believe such a group of misfits,40
scena/mp6100.dat:0x2a9fd,scena/mp6100.dat,I'd say you're rather strange yourself.,40
scena/mp6100.dat:0x2aa25,scena/mp6100.dat,Heh. You're one to talk.,25
scena/mp6100.dat:0x2aa66,scena/mp6100.dat,Is he still laying low?,24
scena/mp6100.dat:0x2aa7e,scena/mp6100.dat,"Ooh, what about...him?",23
scena/mp6100.dat:0x2aaf5,scena/mp6100.dat,Nice. I smell some fun in the works.,37
scena/mp6100.dat:0x2ab2a,scena/mp6100.dat,came to covert ops. So I wonder...,35
scena/mp6100.dat:0x2ab4d,scena/mp6100.dat,He was the best Enforcer we had when it,40
scena/mp6100.dat:0x2ab8b,scena/mp6100.dat,of the great Bladelord and the Faceless?,41
scena/mp6100.dat:0x2abb4,scena/mp6100.dat,How much longer can he evade the eyes,38
scena/mp6100.dat:0x2ac2e,scena/mp6100.dat,A pointless question. He left the Society years ago.,53
scena/mp6100.dat:0x2ac94,scena/mp6100.dat, not anymore.,14
scena/mp6100.dat:0x2acb2,scena/mp6100.dat,Man's Voice,12
scena/mp6100.dat:0x2acbe,scena/mp6100.dat,It is there I would have to disagree.,38
scena/mp6100.dat:0x2ad28,scena/mp6100.dat,And my compliments on a job well done.,39
scena/mp6100.dat:0x2ad4f,scena/mp6100.dat,"Greetings, Campanella.",23
scena/mp6100.dat:0x2ad84,scena/mp6100.dat,of Cassius Bright's ability. Bravo indeed.,43
scena/mp6100.dat:0x2adaf,scena/mp6100.dat,It is no small feat to pin down a man,38
scena/mp6100.dat:0x2adf3,scena/mp6100.dat,"Hahaha, don't even mention it! I had fun.",42
scena/mp6100.dat:0x2ae3f,scena/mp6100.dat,documents for your big plan.,29
scena/mp6100.dat:0x2ae5c,scena/mp6100.dat,"Oh, I snuck a peek at the",26
scena/mp6100.dat:0x2ae8a,scena/mp6100.dat,"And I must say, it looks like an absolute delight.",51
scena/mp6100.dat:0x2aef1,scena/mp6100.dat,our resident Fool. So humbling.,32
scena/mp6100.dat:0x2af11,scena/mp6100.dat,Hahaha. To receive such praise from,36
scena/mp6100.dat:0x2af59,scena/mp6100.dat,"bargained for, once the plan is in motion.",43
scena/mp6100.dat:0x2af84,scena/mp6100.dat,But I think you'll have more fun than you,42
scena/mp6100.dat:0x2afdb,scena/mp6100.dat,"in the matter as well, after all.",34
scena/mp6100.dat:0x2affd,scena/mp6100.dat,this plan all have personal stakes,35
scena/mp6100.dat:0x2b020,scena/mp6100.dat,The individuals we've chosen for ,34
scena/mp6100.dat:0x2b065,scena/mp6100.dat,"Myself included. This one, as well.",36
scena/mp6100.dat:0x2b0b4,scena/mp6100.dat,I won't deny it.,17
scena/mp6100.dat:0x2b0d9,scena/mp6100.dat,my allegiance to the cause.,28
scena/mp6100.dat:0x2b0f5,scena/mp6100.dat,But please refrain from questioning,36
scena/mp6100.dat:0x2b128,scena/mp6100.dat,at humorous banter.,20
scena/mp6100.dat:0x2b13c,scena/mp6100.dat,"Come now, it was merely an attempt",35
scena/mp6100.dat:0x2b16f,scena/mp6100.dat,parts to this scheme than I thought.,37
scena/mp6100.dat:0x2b194,scena/mp6100.dat,Hehe. Guess there are a lot more moving,40
scena/mp6100.dat:0x2b1f7,scena/mp6100.dat,a rare talent for sowing chaos. Use it.,40
scena/mp6100.dat:0x2b21f,scena/mp6100.dat,"But hey, no complaints here. You have",38
scena/mp6100.dat:0x2b27a,scena/mp6100.dat,"After all, that's more fun for me.",35
scena/mp6100.dat:0x2b2ac,scena/mp6100.dat,"Heh. Please, you make me sound like a madman.",46
scena/mp6100.dat:0x2b31c,scena/mp6100.dat,Do enjoy the spectacle till the very end.,42
scena/mp6100.dat:0x2b346,scena/mp6100.dat,"Nevertheless, the game is afoot.",33
scena/mp6100.dat:0x2b377,scena/mp6100.dat,growing bored.,15
scena/mp6100.dat:0x2b386,scena/mp6100.dat,I can't have the Grandmaster's representative,46
scena/mp6100.dat:0x2b3e5,scena/mp6100.dat,I do love a good show. After all...,36
