offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD161.DAT:9:0,AREAD161.DAT,9,0,Which floor do you want[01]to go to?[16][02],50,
AREAD161.DAT:9:1,AREAD161.DAT,9,1,Which floor do you want[01]to go to?[16][02],50,
AREAD161.DAT:9:2,AREAD161.DAT,9,2,[12][88][0C][95]4 fl[01]3 fl[01]2 fl[01]1 fl[01]Never mind,48,
AREAD161.DAT:9:3,AREAD161.DAT,9,3,Which floor do you want[01]to go to?[16][04],50,
AREAD161.DAT:9:4,AREAD161.DAT,9,4,[12][88][0C][95]5 fl[01]3 fl[01]2 fl[01]1 fl[01]Never mind,48,
AREAD161.DAT:9:5,AREAD161.DAT,9,5,Which floor do you want[01]to go to?[16][06],50,
AREAD161.DAT:9:6,AREAD161.DAT,9,6,[12][88][0C][95]5 fl[01]4 fl[01]2 fl[01]1 fl[01]Never mind,48,
AREAD161.DAT:9:7,AREAD161.DAT,9,7,Which floor do you want[01]to go to?[16][08],50,
AREAD161.DAT:9:8,AREAD161.DAT,9,8,[12][88][0C][95]5 fl[01]4 fl[01]3 fl[01]1 fl[01]Never mind,48,
AREAD161.DAT:9:9,AREAD161.DAT,9,9,Which floor do you want[01]to go to?[16][0A],50,
AREAD161.DAT:9:10,AREAD161.DAT,9,10,[12][88][0C][95]5 fl[01]4 fl[01]3 fl[01]2 fl[01]Never mind,48,
AREAD161.DAT:9:11,AREAD161.DAT,9,11,Which floor do you want[01]to go to?[16][0C],50,
AREAD161.DAT:9:12,AREAD161.DAT,9,12,[12][88][0C][95]1 fl[01]B1 fl[01]B2 fl[01]B3 fl[01]Never mind,52,
AREAD161.DAT:9:13,AREAD161.DAT,9,13,Which floor do you want[01]to go to?[16][0E],50,
AREAD161.DAT:9:14,AREAD161.DAT,9,14,[12][88][0C][95]5 fl[01]B1 fl[01]B2 fl[01]B3 fl[01]Never mind,52,
AREAD161.DAT:9:15,AREAD161.DAT,9,15,Which floor do you want[01]to go to?[16][10],50,
AREAD161.DAT:9:16,AREAD161.DAT,9,16,[12][88][0C][95]5 fl[01]1 fl[01]B2 fl[01]B3 fl[01]Never mind,51,
AREAD161.DAT:9:17,AREAD161.DAT,9,17,Which floor do you want[01]to go to?[16][12],50,
AREAD161.DAT:9:18,AREAD161.DAT,9,18,[12][88][0C][95]5 fl[01]1 fl[01]B1 fl[01]B3 fl[01]Never mind,51,
AREAD161.DAT:9:19,AREAD161.DAT,9,19,Which floor do you want[01]to go to?[16][14],50,
AREAD161.DAT:9:20,AREAD161.DAT,9,20,[12][88][0C][95]5 fl[01]1 fl[01]B1 fl[01]B2 fl[01]Never mind,51,
AREAD161.DAT:9:22,AREAD161.DAT,9,22,"The entrance has been[01]sealed! To open it, you[01]need a [05][06][09][16][05][06]!",85,
AREAD161.DAT:9:23,AREAD161.DAT,9,23,"The entrance has been[01]sealed! To open it, you[01]need a [05][02][09][17][05][06]!",85,
AREAD161.DAT:9:25,AREAD161.DAT,9,25,You got:[01][05][06][09][16][05][06]![02]You can use it to unlock[01]doors locked with a[01][05][06]Yellow Seal[06].,108,
AREAD161.DAT:9:26,AREAD161.DAT,9,26,You got:[01][05][02][09][17][05][06]![02]You can use it to unlock[01]doors locked with a[01][05][02]Red Seal[06].,104,
AREAD161.DAT:9:27,AREAD161.DAT,9,27,It looks like you can rest[01]here...[12][8B][0C][93]Rest[01]Diary[01]Never mind,83,
AREAD161.DAT:9:28,AREAD161.DAT,9,28,This book details the[01]history of the Empire[02]from the First Emperor[01]Fou-lu to the Fourth[01]Emperor Temul.,143,
AREAD161.DAT:9:29,AREAD161.DAT,9,29,This book details the[01]history of the Empire[02]from the Fifth Emperor[01]Mugul to the Eighth[01]Emperor Mei.,139,
AREAD161.DAT:9:30,AREAD161.DAT,9,30,This book details the[01]history of the Empire[02]from the Ninth Emperor[01]Shei to the Twelfth[01]Emperor Ahtar.,142,
AREAD161.DAT:9:31,AREAD161.DAT,9,31,"This book details the[01]history of the Empire[02]during the reign of the[01]Thirteenth and current[01]Emperor, Soniel.",150,
AREAD161.DAT:9:32,AREAD161.DAT,9,32,There are various kinds of[01]half-made weapons lying[01]scattered about.,94,
AREAD161.DAT:9:33,AREAD161.DAT,9,33,There are many scrolls and[01]books written in ancient[01]languages on the shelves.,108,
AREAD161.DAT:9:34,AREAD161.DAT,9,34,You found a list of all[01]the people who've been[02]used as sacrifices for[01]the Carronade...,121,
AREAD161.DAT:9:35,AREAD161.DAT,9,35,You found a record of the[01]Empire's attempt to[02]summon a god and what[01]went wrong.,111,
AREAD161.DAT:9:36,AREAD161.DAT,9,36,You found a record of[01]experiments involving[02]different methods to kill[01]dragons and other gods.,131,
AREAD161.DAT:9:37,AREAD161.DAT,9,37,There are all sorts of[01]different clothes hanging[01]inside the closet.,94,
AREAD161.DAT:9:77,AREAD161.DAT,9,77,Which floor do you want[01]to go to?[16][02],50,
